EXPECTED PAYER SOURCE,Q1 2024,Q2 2024,Q3 2024,Q4 2024,Facility,Report
Workers' Compensation Health Claim,1,2,3,4,AHMC ANAHEIM REGIONAL MEDICAL CENTER #301098,Ambulatory Surgery
Blue Cross/Blue Shield,109,84,82,80,AHMC SETON MEDICAL CENTER #410817,Ambulatory Surgery
CHAMPUS (TRICARE),0,0,1,0,AHMC SETON MEDICAL CENTER #410817,Ambulatory Surgery
Commercial Insurance Company,265,332,327,357,AHMC SETON MEDICAL CENTER #410817,Ambulatory Surgery
Medicaid (Medi-Cal),72,93,87,82,AHMC SETON MEDICAL CENTER #410817,Ambulatory Surgery
Medicare Part B,143,163,145,131,AHMC SETON MEDICAL CENTER #410817,Ambulatory Surgery
Self Pay,6,5,4,2,AHMC SETON MEDICAL CENTER #410817,Ambulatory Surgery
Workers' Compensation Health Claim,0,2,0,0,AHMC SETON MEDICAL CENTER #410817,Ambulatory Surgery
Blue Cross/Blue Shield,3,1,1,1,ALAMEDA HOSPITAL #010735,Ambulatory Surgery
CHAMPUS (TRICARE),1,0,0,0,ALAMEDA HOSPITAL #010735,Ambulatory Surgery
Commercial Insurance Company,1,4,1,2,ALAMEDA HOSPITAL #010735,Ambulatory Surgery
Health Maintenance Organization (HMO) Medicare Risk,8,6,5,1,ALAMEDA HOSPITAL #010735,Ambulatory Surgery
Medicaid (Medi-Cal),246,263,132,113,ALAMEDA HOSPITAL #010735,Ambulatory Surgery
Medicare Part B,115,94,46,55,ALAMEDA HOSPITAL #010735,Ambulatory Surgery
Preferred Provider Organization (PPO),5,1,0,0,ALAMEDA HOSPITAL #010735,Ambulatory Surgery
Self Pay,3,11,0,0,ALAMEDA HOSPITAL #010735,Ambulatory Surgery
Title V,0,1,0,0,ALAMEDA HOSPITAL #010735,Ambulatory Surgery
Other Non-federal programs,35,21,10,12,ALAMEDA HOSPITAL #010735,Ambulatory Surgery
Blank/Invalid,3,4,0,0,ALAMEDA HOSPITAL #010735,Ambulatory Surgery
Exclusive Provider Organization (EPO),0,0,1,0,ALHAMBRA HOSPITAL MEDICAL CENTER #190017,Ambulatory Surgery
Health Maintenance Organization,58,100,89,89,ALHAMBRA HOSPITAL MEDICAL CENTER #190017,Ambulatory Surgery
Health Maintenance Organization (HMO) Medicare Risk,80,54,122,85,ALHAMBRA HOSPITAL MEDICAL CENTER #190017,Ambulatory Surgery
Medicaid (Medi-Cal),87,116,117,86,ALHAMBRA HOSPITAL MEDICAL CENTER #190017,Ambulatory Surgery
Medicare Part B,102,28,31,37,ALHAMBRA HOSPITAL MEDICAL CENTER #190017,Ambulatory Surgery
Preferred Provider Organization (PPO),17,11,19,5,ALHAMBRA HOSPITAL MEDICAL CENTER #190017,Ambulatory Surgery
Self Pay,2,1,1,1,ALHAMBRA HOSPITAL MEDICAL CENTER #190017,Ambulatory Surgery
Workers' Compensation Health Claim,10,6,18,4,ALHAMBRA HOSPITAL MEDICAL CENTER #190017,Ambulatory Surgery
Other,2,2,0,0,ALHAMBRA HOSPITAL MEDICAL CENTER #190017,Ambulatory Surgery
Commercial Insurance Company,39,35,46,11,ALL KIDS DENTAL SURGERY CENTER #154169,Ambulatory Surgery
Disability,0,0,1,0,ALL KIDS DENTAL SURGERY CENTER #154169,Ambulatory Surgery
Medicaid (Medi-Cal),494,462,450,308,ALL KIDS DENTAL SURGERY CENTER #154169,Ambulatory Surgery
Medicare Part B,0,0,1,0,ALL KIDS DENTAL SURGERY CENTER #154169,Ambulatory Surgery
Other federal program,0,1,1,0,ALL KIDS DENTAL SURGERY CENTER #154169,Ambulatory Surgery
Blue Cross/Blue Shield,3,2,4,5,ALTA BATES SUMMIT MEDICAL CENTER #010937,Ambulatory Surgery
CHAMPUS (TRICARE),7,2,5,3,ALTA BATES SUMMIT MEDICAL CENTER #010937,Ambulatory Surgery
Commercial Insurance Company,6,3,4,8,ALTA BATES SUMMIT MEDICAL CENTER #010937,Ambulatory Surgery
Exclusive Provider Organization (EPO),0,1,0,0,ALTA BATES SUMMIT MEDICAL CENTER #010937,Ambulatory Surgery
Health Maintenance Organization,98,141,119,77,ALTA BATES SUMMIT MEDICAL CENTER #010937,Ambulatory Surgery
Health Maintenance Organization (HMO) Medicare Risk,117,123,171,193,ALTA BATES SUMMIT MEDICAL CENTER #010937,Ambulatory Surgery
Medicaid (Medi-Cal),307,292,317,299,ALTA BATES SUMMIT MEDICAL CENTER #010937,Ambulatory Surgery
Medicare Part B,415,465,455,454,ALTA BATES SUMMIT MEDICAL CENTER #010937,Ambulatory Surgery
Preferred Provider Organization (PPO),359,399,374,430,ALTA BATES SUMMIT MEDICAL CENTER #010937,Ambulatory Surgery
Self Pay,3,0,6,6,ALTA BATES SUMMIT MEDICAL CENTER #010937,Ambulatory Surgery
Veterans Affairs Plan,2,2,6,4,ALTA BATES SUMMIT MEDICAL CENTER #010937,Ambulatory Surgery
Workers' Compensation Health Claim,5,10,4,12,ALTA BATES SUMMIT MEDICAL CENTER #010937,Ambulatory Surgery
Other,0,2,0,3,ALTA BATES SUMMIT MEDICAL CENTER #010937,Ambulatory Surgery
Other federal program,1,0,0,4,ALTA BATES SUMMIT MEDICAL CENTER #010937,Ambulatory Surgery
Other Non-federal programs,0,5,0,0,ALTA BATES SUMMIT MEDICAL CENTER #010937,Ambulatory Surgery
Blue Cross/Blue Shield,0,0,1,0,ANAHEIM GLOBAL MEDICAL CENTER #301188,Ambulatory Surgery
Commercial Insurance Company,0,1,1,2,ANAHEIM GLOBAL MEDICAL CENTER #301188,Ambulatory Surgery
Exclusive Provider Organization (EPO),0,1,0,0,ANAHEIM GLOBAL MEDICAL CENTER #301188,Ambulatory Surgery
Health Maintenance Organization,13,15,8,6,ANAHEIM GLOBAL MEDICAL CENTER #301188,Ambulatory Surgery
Health Maintenance Organization (HMO) Medicare Risk,5,4,2,5,ANAHEIM GLOBAL MEDICAL CENTER #301188,Ambulatory Surgery
Medicaid (Medi-Cal),48,99,78,85,ANAHEIM GLOBAL MEDICAL CENTER #301188,Ambulatory Surgery
Medicare Part B,1,3,1,0,ANAHEIM GLOBAL MEDICAL CENTER #301188,Ambulatory Surgery
Preferred Provider Organization (PPO),6,5,8,6,ANAHEIM GLOBAL MEDICAL CENTER #301188,Ambulatory Surgery
Self Pay,0,1,0,0,ANAHEIM GLOBAL MEDICAL CENTER #301188,Ambulatory Surgery
Workers' Compensation Health Claim,1,0,0,0,ANAHEIM GLOBAL MEDICAL CENTER #301188,Ambulatory Surgery
Other federal program,0,1,0,2,ANAHEIM GLOBAL MEDICAL CENTER #301188,Ambulatory Surgery
Other Non-federal programs,36,49,26,39,ANAHEIM GLOBAL MEDICAL CENTER #301188,Ambulatory Surgery
Blue Cross/Blue Shield,0,2,1,0,ARROWHEAD REGIONAL MEDICAL CENTER #364231,Ambulatory Surgery
CHAMPUS (TRICARE),0,0,0,1,ARROWHEAD REGIONAL MEDICAL CENTER #364231,Ambulatory Surgery
Commercial Insurance Company,1,0,0,2,ARROWHEAD REGIONAL MEDICAL CENTER #364231,Ambulatory Surgery
Medicaid (Medi-Cal),646,680,627,646,ARROWHEAD REGIONAL MEDICAL CENTER #364231,Ambulatory Surgery
Medicare Part B,65,57,65,71,ARROWHEAD REGIONAL MEDICAL CENTER #364231,Ambulatory Surgery
Self Pay,15,35,48,69,ARROWHEAD REGIONAL MEDICAL CENTER #364231,Ambulatory Surgery
Veterans Affairs Plan,1,0,0,2,ARROWHEAD REGIONAL MEDICAL CENTER #364231,Ambulatory Surgery
Workers' Compensation Health Claim,0,0,1,1,ARROWHEAD REGIONAL MEDICAL CENTER #364231,Ambulatory Surgery
Other Non-federal programs,57,56,38,37,ARROWHEAD REGIONAL MEDICAL CENTER #364231,Ambulatory Surgery
Blue Cross/Blue Shield,21,33,40,26,BAKERSFIELD MEMORIAL HOSPITAL #150722,Ambulatory Surgery
CHAMPUS (TRICARE),5,4,1,2,BAKERSFIELD MEMORIAL HOSPITAL #150722,Ambulatory Surgery
Commercial Insurance Company,6,11,7,6,BAKERSFIELD MEMORIAL HOSPITAL #150722,Ambulatory Surgery
Exclusive Provider Organization (EPO),1,0,0,0,BAKERSFIELD MEMORIAL HOSPITAL #150722,Ambulatory Surgery
Health Maintenance Organization,90,149,130,124,BAKERSFIELD MEMORIAL HOSPITAL #150722,Ambulatory Surgery
Health Maintenance Organization (HMO) Medicare Risk,453,476,535,499,BAKERSFIELD MEMORIAL HOSPITAL #150722,Ambulatory Surgery
Medicaid (Medi-Cal),677,724,699,585,BAKERSFIELD MEMORIAL HOSPITAL #150722,Ambulatory Surgery
Medicare Part B,461,460,409,396,BAKERSFIELD MEMORIAL HOSPITAL #150722,Ambulatory Surgery
Point of Service (POS),4,4,7,4,BAKERSFIELD MEMORIAL HOSPITAL #150722,Ambulatory Surgery
Preferred Provider Organization (PPO),273,294,243,301,BAKERSFIELD MEMORIAL HOSPITAL #150722,Ambulatory Surgery
Self Pay,20,16,19,16,BAKERSFIELD MEMORIAL HOSPITAL #150722,Ambulatory Surgery
Veterans Affairs Plan,13,16,11,12,BAKERSFIELD MEMORIAL HOSPITAL #150722,Ambulatory Surgery
Workers' Compensation Health Claim,15,16,14,15,BAKERSFIELD MEMORIAL HOSPITAL #150722,Ambulatory Surgery
Other,1,1,1,1,BAKERSFIELD MEMORIAL HOSPITAL #150722,Ambulatory Surgery
Other federal program,8,8,5,3,BAKERSFIELD MEMORIAL HOSPITAL #150722,Ambulatory Surgery
Blue Cross/Blue Shield,11,10,6,7,BANNER LASSEN MEDICAL CENTER #184008,Ambulatory Surgery
CHAMPUS (TRICARE),3,7,5,11,BANNER LASSEN MEDICAL CENTER #184008,Ambulatory Surgery
Commercial Insurance Company,2,2,3,4,BANNER LASSEN MEDICAL CENTER #184008,Ambulatory Surgery
Health Maintenance Organization,17,24,12,21,BANNER LASSEN MEDICAL CENTER #184008,Ambulatory Surgery
Health Maintenance Organization (HMO) Medicare Risk,2,4,5,3,BANNER LASSEN MEDICAL CENTER #184008,Ambulatory Surgery
Medicaid (Medi-Cal),36,26,29,36,BANNER LASSEN MEDICAL CENTER #184008,Ambulatory Surgery
Medicare Part B,49,41,32,32,BANNER LASSEN MEDICAL CENTER #184008,Ambulatory Surgery
Self Pay,1,0,0,0,BANNER LASSEN MEDICAL CENTER #184008,Ambulatory Surgery
Workers' Compensation Health Claim,2,2,4,2,BANNER LASSEN MEDICAL CENTER #184008,Ambulatory Surgery
Other Non-federal programs,1,5,6,10,BANNER LASSEN MEDICAL CENTER #184008,Ambulatory Surgery
Medicaid (Medi-Cal),141,124,107,75,"BARNES DENTAL SURGERY CENTER, INC. #544088",Ambulatory Surgery
Preferred Provider Organization (PPO),19,19,12,12,"BARNES DENTAL SURGERY CENTER, INC. #544088",Ambulatory Surgery
Self Pay,1,1,0,0,"BARNES DENTAL SURGERY CENTER, INC. #544088",Ambulatory Surgery
Automobile Medical,0,1,0,0,BARTON MEMORIAL HOSPITAL #090793,Ambulatory Surgery
Blue Cross/Blue Shield,185,197,184,201,BARTON MEMORIAL HOSPITAL #090793,Ambulatory Surgery
CHAMPUS (TRICARE),4,6,0,0,BARTON MEMORIAL HOSPITAL #090793,Ambulatory Surgery
Commercial Insurance Company,126,136,126,136,BARTON MEMORIAL HOSPITAL #090793,Ambulatory Surgery
Health Maintenance Organization (HMO) Medicare Risk,57,65,75,95,BARTON MEMORIAL HOSPITAL #090793,Ambulatory Surgery
Medicaid (Medi-Cal),197,181,167,201,BARTON MEMORIAL HOSPITAL #090793,Ambulatory Surgery
Medicare Part B,207,240,225,222,BARTON MEMORIAL HOSPITAL #090793,Ambulatory Surgery
Self Pay,5,6,8,2,BARTON MEMORIAL HOSPITAL #090793,Ambulatory Surgery
Title V,0,1,0,0,BARTON MEMORIAL HOSPITAL #090793,Ambulatory Surgery
Veterans Affairs Plan,6,7,6,11,BARTON MEMORIAL HOSPITAL #090793,Ambulatory Surgery
Workers' Compensation Health Claim,30,33,28,32,BARTON MEMORIAL HOSPITAL #090793,Ambulatory Surgery
Other federal program,1,0,0,0,BARTON MEMORIAL HOSPITAL #090793,Ambulatory Surgery
Medicaid (Medi-Cal),371,372,372,356,BAY AREA DENTAL SURGERY CENTER #434211,Ambulatory Surgery
Medicare Part B,0,0,1,0,BAY AREA DENTAL SURGERY CENTER #434211,Ambulatory Surgery
Other federal program,1,0,0,0,BAY AREA DENTAL SURGERY CENTER #434211,Ambulatory Surgery
Blue Cross/Blue Shield,0,0,0,4,BEAR VALLEY COMMUNITY HOSPITAL #361110,Ambulatory Surgery
Commercial Insurance Company,2,1,13,19,BEAR VALLEY COMMUNITY HOSPITAL #361110,Ambulatory Surgery
Medicaid (Medi-Cal),0,10,0,0,BEAR VALLEY COMMUNITY HOSPITAL #361110,Ambulatory Surgery
Medicare Part B,4,2,6,10,BEAR VALLEY COMMUNITY HOSPITAL #361110,Ambulatory Surgery
Preferred Provider Organization (PPO),0,7,0,0,BEAR VALLEY COMMUNITY HOSPITAL #361110,Ambulatory Surgery
Self Pay,1,0,0,0,BEAR VALLEY COMMUNITY HOSPITAL #361110,Ambulatory Surgery
Blue Cross/Blue Shield,4,4,12,20,"BEVERLY HILLS INTEGRATED SURGICAL, INC. #197833",Ambulatory Surgery
Preferred Provider Organization (PPO),5,4,0,3,"BEVERLY HILLS INTEGRATED SURGICAL, INC. #197833",Ambulatory Surgery
Self Pay,0,3,0,2,"BEVERLY HILLS INTEGRATED SURGICAL, INC. #197833",Ambulatory Surgery
Workers' Compensation Health Claim,252,206,229,191,"BEVERLY HILLS INTEGRATED SURGICAL, INC. #197833",Ambulatory Surgery
Other,0,1,3,0,"BEVERLY HILLS INTEGRATED SURGICAL, INC. #197833",Ambulatory Surgery
Blue Cross/Blue Shield,0,0,1,0,CALIFORNIA HOSPITAL MEDICAL CENTER - LOS ANGELES #190125,Ambulatory Surgery
Commercial Insurance Company,0,2,0,0,CALIFORNIA HOSPITAL MEDICAL CENTER - LOS ANGELES #190125,Ambulatory Surgery
Exclusive Provider Organization (EPO),0,0,0,1,CALIFORNIA HOSPITAL MEDICAL CENTER - LOS ANGELES #190125,Ambulatory Surgery
Health Maintenance Organization,16,22,25,28,CALIFORNIA HOSPITAL MEDICAL CENTER - LOS ANGELES #190125,Ambulatory Surgery
Health Maintenance Organization (HMO) Medicare Risk,62,77,70,68,CALIFORNIA HOSPITAL MEDICAL CENTER - LOS ANGELES #190125,Ambulatory Surgery
Medicaid (Medi-Cal),993,973,1152,985,CALIFORNIA HOSPITAL MEDICAL CENTER - LOS ANGELES #190125,Ambulatory Surgery
Medicare Part B,63,46,55,63,CALIFORNIA HOSPITAL MEDICAL CENTER - LOS ANGELES #190125,Ambulatory Surgery
Preferred Provider Organization (PPO),41,29,20,26,CALIFORNIA HOSPITAL MEDICAL CENTER - LOS ANGELES #190125,Ambulatory Surgery
Self Pay,2,0,0,0,CALIFORNIA HOSPITAL MEDICAL CENTER - LOS ANGELES #190125,Ambulatory Surgery
Workers' Compensation Health Claim,4,8,9,4,CALIFORNIA HOSPITAL MEDICAL CENTER - LOS ANGELES #190125,Ambulatory Surgery
Other federal program,15,10,8,11,CALIFORNIA HOSPITAL MEDICAL CENTER - LOS ANGELES #190125,Ambulatory Surgery
Blue Cross/Blue Shield,2,1,5,1,CALIFORNIA PACIFIC MEDICAL CENTER - DAVIES CAMPUS HOSPITAL #380933,Ambulatory Surgery
CHAMPUS (TRICARE),4,2,0,4,CALIFORNIA PACIFIC MEDICAL CENTER - DAVIES CAMPUS HOSPITAL #380933,Ambulatory Surgery
Commercial Insurance Company,1,0,4,4,CALIFORNIA PACIFIC MEDICAL CENTER - DAVIES CAMPUS HOSPITAL #380933,Ambulatory Surgery
Health Maintenance Organization,115,81,94,79,CALIFORNIA PACIFIC MEDICAL CENTER - DAVIES CAMPUS HOSPITAL #380933,Ambulatory Surgery
Health Maintenance Organization (HMO) Medicare Risk,86,77,77,108,CALIFORNIA PACIFIC MEDICAL CENTER - DAVIES CAMPUS HOSPITAL #380933,Ambulatory Surgery
Medicaid (Medi-Cal),79,69,76,90,CALIFORNIA PACIFIC MEDICAL CENTER - DAVIES CAMPUS HOSPITAL #380933,Ambulatory Surgery
Medicare Part B,203,243,245,216,CALIFORNIA PACIFIC MEDICAL CENTER - DAVIES CAMPUS HOSPITAL #380933,Ambulatory Surgery
Point of Service (POS),0,1,0,0,CALIFORNIA PACIFIC MEDICAL CENTER - DAVIES CAMPUS HOSPITAL #380933,Ambulatory Surgery
Preferred Provider Organization (PPO),310,359,328,387,CALIFORNIA PACIFIC MEDICAL CENTER - DAVIES CAMPUS HOSPITAL #380933,Ambulatory Surgery
Self Pay,1,4,2,2,CALIFORNIA PACIFIC MEDICAL CENTER - DAVIES CAMPUS HOSPITAL #380933,Ambulatory Surgery
Veterans Affairs Plan,1,1,2,3,CALIFORNIA PACIFIC MEDICAL CENTER - DAVIES CAMPUS HOSPITAL #380933,Ambulatory Surgery
Workers' Compensation Health Claim,30,24,26,13,CALIFORNIA PACIFIC MEDICAL CENTER - DAVIES CAMPUS HOSPITAL #380933,Ambulatory Surgery
Other federal program,2,3,1,2,CALIFORNIA PACIFIC MEDICAL CENTER - DAVIES CAMPUS HOSPITAL #380933,Ambulatory Surgery
Other Non-federal programs,0,0,2,0,CALIFORNIA PACIFIC MEDICAL CENTER - DAVIES CAMPUS HOSPITAL #380933,Ambulatory Surgery
Blue Cross/Blue Shield,1,3,2,0,CALIFORNIA PACIFIC MEDICAL CENTER - MISSION BERNAL CAMPUS #384202,Ambulatory Surgery
CHAMPUS (TRICARE),2,1,0,1,CALIFORNIA PACIFIC MEDICAL CENTER - MISSION BERNAL CAMPUS #384202,Ambulatory Surgery
Commercial Insurance Company,2,1,1,0,CALIFORNIA PACIFIC MEDICAL CENTER - MISSION BERNAL CAMPUS #384202,Ambulatory Surgery
Exclusive Provider Organization (EPO),1,1,0,2,CALIFORNIA PACIFIC MEDICAL CENTER - MISSION BERNAL CAMPUS #384202,Ambulatory Surgery
Health Maintenance Organization,47,48,51,38,CALIFORNIA PACIFIC MEDICAL CENTER - MISSION BERNAL CAMPUS #384202,Ambulatory Surgery
Health Maintenance Organization (HMO) Medicare Risk,34,36,29,50,CALIFORNIA PACIFIC MEDICAL CENTER - MISSION BERNAL CAMPUS #384202,Ambulatory Surgery
Medicaid (Medi-Cal),64,63,83,78,CALIFORNIA PACIFIC MEDICAL CENTER - MISSION BERNAL CAMPUS #384202,Ambulatory Surgery
Medicare Part B,99,98,97,106,CALIFORNIA PACIFIC MEDICAL CENTER - MISSION BERNAL CAMPUS #384202,Ambulatory Surgery
Preferred Provider Organization (PPO),201,177,179,179,CALIFORNIA PACIFIC MEDICAL CENTER - MISSION BERNAL CAMPUS #384202,Ambulatory Surgery
Self Pay,0,3,1,2,CALIFORNIA PACIFIC MEDICAL CENTER - MISSION BERNAL CAMPUS #384202,Ambulatory Surgery
Veterans Affairs Plan,0,0,0,1,CALIFORNIA PACIFIC MEDICAL CENTER - MISSION BERNAL CAMPUS #384202,Ambulatory Surgery
Workers' Compensation Health Claim,13,17,13,23,CALIFORNIA PACIFIC MEDICAL CENTER - MISSION BERNAL CAMPUS #384202,Ambulatory Surgery
Other Non-federal programs,0,0,1,1,CALIFORNIA PACIFIC MEDICAL CENTER - MISSION BERNAL CAMPUS #384202,Ambulatory Surgery
Blue Cross/Blue Shield,8,5,4,4,CALIFORNIA PACIFIC MEDICAL CENTER - VAN NESS CAMPUS #384176,Ambulatory Surgery
CHAMPUS (TRICARE),7,4,3,11,CALIFORNIA PACIFIC MEDICAL CENTER - VAN NESS CAMPUS #384176,Ambulatory Surgery
Commercial Insurance Company,17,10,10,12,CALIFORNIA PACIFIC MEDICAL CENTER - VAN NESS CAMPUS #384176,Ambulatory Surgery
Exclusive Provider Organization (EPO),0,0,1,1,CALIFORNIA PACIFIC MEDICAL CENTER - VAN NESS CAMPUS #384176,Ambulatory Surgery
Health Maintenance Organization,263,289,309,208,CALIFORNIA PACIFIC MEDICAL CENTER - VAN NESS CAMPUS #384176,Ambulatory Surgery
Health Maintenance Organization (HMO) Medicare Risk,311,344,319,421,CALIFORNIA PACIFIC MEDICAL CENTER - VAN NESS CAMPUS #384176,Ambulatory Surgery
Medicaid (Medi-Cal),425,415,467,419,CALIFORNIA PACIFIC MEDICAL CENTER - VAN NESS CAMPUS #384176,Ambulatory Surgery
Medicare Part B,886,874,946,886,CALIFORNIA PACIFIC MEDICAL CENTER - VAN NESS CAMPUS #384176,Ambulatory Surgery
Point of Service (POS),0,0,0,1,CALIFORNIA PACIFIC MEDICAL CENTER - VAN NESS CAMPUS #384176,Ambulatory Surgery
Preferred Provider Organization (PPO),866,933,966,975,CALIFORNIA PACIFIC MEDICAL CENTER - VAN NESS CAMPUS #384176,Ambulatory Surgery
Self Pay,4,7,7,11,CALIFORNIA PACIFIC MEDICAL CENTER - VAN NESS CAMPUS #384176,Ambulatory Surgery
Veterans Affairs Plan,3,1,1,4,CALIFORNIA PACIFIC MEDICAL CENTER - VAN NESS CAMPUS #384176,Ambulatory Surgery
Workers' Compensation Health Claim,4,6,4,1,CALIFORNIA PACIFIC MEDICAL CENTER - VAN NESS CAMPUS #384176,Ambulatory Surgery
Other,31,31,31,19,CALIFORNIA PACIFIC MEDICAL CENTER - VAN NESS CAMPUS #384176,Ambulatory Surgery
Other federal program,0,3,0,0,CALIFORNIA PACIFIC MEDICAL CENTER - VAN NESS CAMPUS #384176,Ambulatory Surgery
Other Non-federal programs,4,6,3,3,CALIFORNIA PACIFIC MEDICAL CENTER - VAN NESS CAMPUS #384176,Ambulatory Surgery
Commercial Insurance Company,13,12,22,20,CASA COLINA HOSPITAL #190137,Ambulatory Surgery
Health Maintenance Organization,132,122,128,125,CASA COLINA HOSPITAL #190137,Ambulatory Surgery
Health Maintenance Organization (HMO) Medicare Risk,83,71,95,107,CASA COLINA HOSPITAL #190137,Ambulatory Surgery
Medicaid (Medi-Cal),199,310,277,226,CASA COLINA HOSPITAL #190137,Ambulatory Surgery
Medicare Part B,156,161,154,160,CASA COLINA HOSPITAL #190137,Ambulatory Surgery
Point of Service (POS),18,25,30,22,CASA COLINA HOSPITAL #190137,Ambulatory Surgery
Preferred Provider Organization (PPO),145,123,111,114,CASA COLINA HOSPITAL #190137,Ambulatory Surgery
Self Pay,1,0,0,0,CASA COLINA HOSPITAL #190137,Ambulatory Surgery
Veterans Affairs Plan,2,1,0,0,CASA COLINA HOSPITAL #190137,Ambulatory Surgery
Workers' Compensation Health Claim,0,0,1,1,CASA COLINA HOSPITAL #190137,Ambulatory Surgery
Blue Cross/Blue Shield,42,42,51,60,CEDARS-SINAI MARINA HOSPITAL #190500,Ambulatory Surgery
CHAMPUS (TRICARE),0,2,0,0,CEDARS-SINAI MARINA HOSPITAL #190500,Ambulatory Surgery
Commercial Insurance Company,5,3,6,6,CEDARS-SINAI MARINA HOSPITAL #190500,Ambulatory Surgery
Health Maintenance Organization,51,58,53,58,CEDARS-SINAI MARINA HOSPITAL #190500,Ambulatory Surgery
Health Maintenance Organization (HMO) Medicare Risk,33,43,44,44,CEDARS-SINAI MARINA HOSPITAL #190500,Ambulatory Surgery
Medicaid (Medi-Cal),18,17,16,17,CEDARS-SINAI MARINA HOSPITAL #190500,Ambulatory Surgery
Medicare Part B,195,212,185,206,CEDARS-SINAI MARINA HOSPITAL #190500,Ambulatory Surgery
Preferred Provider Organization (PPO),306,348,318,358,CEDARS-SINAI MARINA HOSPITAL #190500,Ambulatory Surgery
Self Pay,5,7,7,6,CEDARS-SINAI MARINA HOSPITAL #190500,Ambulatory Surgery
Veterans Affairs Plan,1,1,0,0,CEDARS-SINAI MARINA HOSPITAL #190500,Ambulatory Surgery
Workers' Compensation Health Claim,110,109,102,96,CEDARS-SINAI MARINA HOSPITAL #190500,Ambulatory Surgery
Other,1,0,0,1,CEDARS-SINAI MARINA HOSPITAL #190500,Ambulatory Surgery
Blue Cross/Blue Shield,264,215,255,284,CEDARS-SINAI MEDICAL CENTER #190555,Ambulatory Surgery
CHAMPUS (TRICARE),9,6,4,7,CEDARS-SINAI MEDICAL CENTER #190555,Ambulatory Surgery
Commercial Insurance Company,32,51,47,52,CEDARS-SINAI MEDICAL CENTER #190555,Ambulatory Surgery
Health Maintenance Organization,377,359,355,397,CEDARS-SINAI MEDICAL CENTER #190555,Ambulatory Surgery
Health Maintenance Organization (HMO) Medicare Risk,364,419,395,410,CEDARS-SINAI MEDICAL CENTER #190555,Ambulatory Surgery
Medicaid (Medi-Cal),226,214,244,241,CEDARS-SINAI MEDICAL CENTER #190555,Ambulatory Surgery
Medicare Part B,1845,1875,1974,1819,CEDARS-SINAI MEDICAL CENTER #190555,Ambulatory Surgery
Preferred Provider Organization (PPO),1837,1946,1938,1994,CEDARS-SINAI MEDICAL CENTER #190555,Ambulatory Surgery
Self Pay,37,43,29,42,CEDARS-SINAI MEDICAL CENTER #190555,Ambulatory Surgery
Title V,4,9,9,7,CEDARS-SINAI MEDICAL CENTER #190555,Ambulatory Surgery
Veterans Affairs Plan,2,0,1,1,CEDARS-SINAI MEDICAL CENTER #190555,Ambulatory Surgery
Workers' Compensation Health Claim,29,33,16,26,CEDARS-SINAI MEDICAL CENTER #190555,Ambulatory Surgery
Other,27,28,35,33,CEDARS-SINAI MEDICAL CENTER #190555,Ambulatory Surgery
Other Non-federal programs,0,0,1,0,CEDARS-SINAI MEDICAL CENTER #190555,Ambulatory Surgery
Blue Cross/Blue Shield,0,0,14,21,CENTINELA HOSPITAL MEDICAL CENTER #190148,Ambulatory Surgery
Commercial Insurance Company,13,8,0,0,CENTINELA HOSPITAL MEDICAL CENTER #190148,Ambulatory Surgery
Health Maintenance Organization,4,0,0,0,CENTINELA HOSPITAL MEDICAL CENTER #190148,Ambulatory Surgery
Health Maintenance Organization (HMO) Medicare Risk,0,0,5,2,CENTINELA HOSPITAL MEDICAL CENTER #190148,Ambulatory Surgery
Medicaid (Medi-Cal),32,42,34,51,CENTINELA HOSPITAL MEDICAL CENTER #190148,Ambulatory Surgery
Medicare Part B,44,49,38,44,CENTINELA HOSPITAL MEDICAL CENTER #190148,Ambulatory Surgery
Preferred Provider Organization (PPO),3,4,3,0,CENTINELA HOSPITAL MEDICAL CENTER #190148,Ambulatory Surgery
Self Pay,0,0,2,0,CENTINELA HOSPITAL MEDICAL CENTER #190148,Ambulatory Surgery
Blue Cross/Blue Shield,1,4,7,8,CENTRAL CALIFORNIA DENTAL SURGERY CENTER #244030,Ambulatory Surgery
CHAMPUS (TRICARE),0,0,0,1,CENTRAL CALIFORNIA DENTAL SURGERY CENTER #244030,Ambulatory Surgery
