ZIP CODE,Q1 2024,Q2 2024,Q3 2024,Q4 2024,Facility,Report
Does Not Reside in US,69,77,83,51,SCRIPPS MERCY HOSPITAL #370744,Emergency Department
Unknown,4221,3904,4269,4127,SCRIPPS MERCY HOSPITAL #370744,Emergency Department
Blank/Invalid,0,0,1,1,SCRIPPS MERCY HOSPITAL #370744,Emergency Department
California Resident,467,666,779,472,SENECA DISTRICT HOSPITAL #321016,Emergency Department
Out of State,9,26,66,14,SENECA DISTRICT HOSPITAL #321016,Emergency Department
Does Not Reside in US,0,0,2,0,SENECA DISTRICT HOSPITAL #321016,Emergency Department
Blank/Invalid,0,0,1,1,SENECA DISTRICT HOSPITAL #321016,Emergency Department
California Resident,4356,4531,4563,4392,SEQUOIA HOSPITAL #410891,Emergency Department
Out of State,50,72,79,86,SEQUOIA HOSPITAL #410891,Emergency Department
Does Not Reside in US,3,3,3,3,SEQUOIA HOSPITAL #410891,Emergency Department
Unknown,11,2,8,9,SEQUOIA HOSPITAL #410891,Emergency Department
Blank/Invalid,10,6,1,4,SEQUOIA HOSPITAL #410891,Emergency Department
California Resident,17226,20614,21517,21961,SHARP CHULA VISTA MEDICAL CENTER #370875,Emergency Department
Out of State,184,252,279,263,SHARP CHULA VISTA MEDICAL CENTER #370875,Emergency Department
Does Not Reside in US,52,33,41,40,SHARP CHULA VISTA MEDICAL CENTER #370875,Emergency Department
Unknown,451,31,32,29,SHARP CHULA VISTA MEDICAL CENTER #370875,Emergency Department
Blank/Invalid,0,1,2,0,SHARP CHULA VISTA MEDICAL CENTER #370875,Emergency Department
California Resident,6536,7257,7755,7464,SHARP CORONADO HOSPITAL AND HEALTHCARE CENTER #370689,Emergency Department
Out of State,343,395,547,332,SHARP CORONADO HOSPITAL AND HEALTHCARE CENTER #370689,Emergency Department
Does Not Reside in US,9,20,33,14,SHARP CORONADO HOSPITAL AND HEALTHCARE CENTER #370689,Emergency Department
Unknown,218,5,6,6,SHARP CORONADO HOSPITAL AND HEALTHCARE CENTER #370689,Emergency Department
Blank/Invalid,0,1,0,0,SHARP CORONADO HOSPITAL AND HEALTHCARE CENTER #370689,Emergency Department
California Resident,20691,24297,25175,24671,SHARP MEMORIAL HOSPITAL #370694,Emergency Department
Out of State,398,446,476,507,SHARP MEMORIAL HOSPITAL #370694,Emergency Department
Does Not Reside in US,23,37,35,29,SHARP MEMORIAL HOSPITAL #370694,Emergency Department
Unknown,374,52,42,31,SHARP MEMORIAL HOSPITAL #370694,Emergency Department
Blank/Invalid,0,4,4,0,SHARP MEMORIAL HOSPITAL #370694,Emergency Department
California Resident,5396,5844,6168,5742,SHASTA REGIONAL MEDICAL CENTER #450940,Emergency Department
Out of State,68,97,116,76,SHASTA REGIONAL MEDICAL CENTER #450940,Emergency Department
Does Not Reside in US,5,2,0,2,SHASTA REGIONAL MEDICAL CENTER #450940,Emergency Department
Unknown,33,254,95,197,SHASTA REGIONAL MEDICAL CENTER #450940,Emergency Department
California Resident,4193,4358,4409,4459,SHERMAN OAKS HOSPITAL  #190708,Emergency Department
Out of State,81,97,121,115,SHERMAN OAKS HOSPITAL  #190708,Emergency Department
Does Not Reside in US,11,9,3,2,SHERMAN OAKS HOSPITAL  #190708,Emergency Department
Unknown,211,233,95,108,SHERMAN OAKS HOSPITAL  #190708,Emergency Department
Blank/Invalid,1,0,1,2,SHERMAN OAKS HOSPITAL  #190708,Emergency Department
California Resident,5956,6896,6633,6099,SIERRA NEVADA MEMORIAL HOSPITAL #291023,Emergency Department
Out of State,35,84,88,80,SIERRA NEVADA MEMORIAL HOSPITAL #291023,Emergency Department
Does Not Reside in US,1,0,2,0,SIERRA NEVADA MEMORIAL HOSPITAL #291023,Emergency Department
Unknown,4,34,28,25,SIERRA NEVADA MEMORIAL HOSPITAL #291023,Emergency Department
Blank/Invalid,5,14,0,7,SIERRA NEVADA MEMORIAL HOSPITAL #291023,Emergency Department
California Resident,8206,8677,8573,8967,SIERRA VIEW MEDICAL CENTER #540798,Emergency Department
Out of State,29,33,33,34,SIERRA VIEW MEDICAL CENTER #540798,Emergency Department
Does Not Reside in US,0,1,2,0,SIERRA VIEW MEDICAL CENTER #540798,Emergency Department
Unknown,140,146,72,73,SIERRA VIEW MEDICAL CENTER #540798,Emergency Department
California Resident,2243,2498,2485,2360,SONOMA VALLEY HOSPITAL #491076,Emergency Department
Out of State,35,58,63,59,SONOMA VALLEY HOSPITAL #491076,Emergency Department
Does Not Reside in US,7,2,5,0,SONOMA VALLEY HOSPITAL #491076,Emergency Department
Unknown,2,1,0,1,SONOMA VALLEY HOSPITAL #491076,Emergency Department
Blank/Invalid,0,1,0,0,SONOMA VALLEY HOSPITAL #491076,Emergency Department
California Resident,2998,3117,2983,2772,SOUTH COAST GLOBAL MEDICAL CENTER #301258,Emergency Department
Out of State,62,40,49,40,SOUTH COAST GLOBAL MEDICAL CENTER #301258,Emergency Department
Does Not Reside in US,4,1,2,2,SOUTH COAST GLOBAL MEDICAL CENTER #301258,Emergency Department
Unknown,15,12,31,24,SOUTH COAST GLOBAL MEDICAL CENTER #301258,Emergency Department
California Resident,2804,2705,2485,2500,SOUTHERN CALIFORNIA HOSPITAL AT CULVER CITY #190110,Emergency Department
Out of State,71,63,68,67,SOUTHERN CALIFORNIA HOSPITAL AT CULVER CITY #190110,Emergency Department
Does Not Reside in US,10,5,11,3,SOUTHERN CALIFORNIA HOSPITAL AT CULVER CITY #190110,Emergency Department
Unknown,138,128,118,112,SOUTHERN CALIFORNIA HOSPITAL AT CULVER CITY #190110,Emergency Department
Blank/Invalid,4,5,3,3,SOUTHERN CALIFORNIA HOSPITAL AT CULVER CITY #190110,Emergency Department
California Resident,23666,24389,24289,25598,SOUTHWEST HEALTHCARE RANCHO SPRINGS HOSPITAL #334068,Emergency Department
Out of State,316,349,307,271,SOUTHWEST HEALTHCARE RANCHO SPRINGS HOSPITAL #334068,Emergency Department
Does Not Reside in US,2,3,14,9,SOUTHWEST HEALTHCARE RANCHO SPRINGS HOSPITAL #334068,Emergency Department
Unknown,1,7,11,23,SOUTHWEST HEALTHCARE RANCHO SPRINGS HOSPITAL #334068,Emergency Department
Blank/Invalid,0,1,1,4,SOUTHWEST HEALTHCARE RANCHO SPRINGS HOSPITAL #334068,Emergency Department
California Resident,15701,17396,17941,17747,ST. AGNES MEDICAL CENTER #100899,Emergency Department
Out of State,78,116,146,96,ST. AGNES MEDICAL CENTER #100899,Emergency Department
Does Not Reside in US,4,11,11,6,ST. AGNES MEDICAL CENTER #100899,Emergency Department
Unknown,1,3,0,1,ST. AGNES MEDICAL CENTER #100899,Emergency Department
California Resident,15377,16079,16178,16584,ST. BERNARDINE MEDICAL CENTER #361339,Emergency Department
Out of State,63,72,83,61,ST. BERNARDINE MEDICAL CENTER #361339,Emergency Department
Unknown,596,439,275,38,ST. BERNARDINE MEDICAL CENTER #361339,Emergency Department
Blank/Invalid,163,91,22,3,ST. BERNARDINE MEDICAL CENTER #361339,Emergency Department
California Resident,7343,7761,7456,7115,ST. ELIZABETH COMMUNITY HOSPITAL #521041,Emergency Department
Out of State,42,74,64,70,ST. ELIZABETH COMMUNITY HOSPITAL #521041,Emergency Department
Does Not Reside in US,1,2,5,0,ST. ELIZABETH COMMUNITY HOSPITAL #521041,Emergency Department
Unknown,15,32,40,55,ST. ELIZABETH COMMUNITY HOSPITAL #521041,Emergency Department
Blank/Invalid,24,0,77,7,ST. ELIZABETH COMMUNITY HOSPITAL #521041,Emergency Department
California Resident,12459,13062,13001,13524,ST. FRANCIS MEDICAL CENTER #190754,Emergency Department
Out of State,54,60,70,57,ST. FRANCIS MEDICAL CENTER #190754,Emergency Department
Does Not Reside in US,4,0,0,4,ST. FRANCIS MEDICAL CENTER #190754,Emergency Department
Unknown,47,101,95,83,ST. FRANCIS MEDICAL CENTER #190754,Emergency Department
California Resident,6335,6396,6661,6681,ST. JOHN'S HOSPITAL CAMARILLO #560508,Emergency Department
Out of State,57,94,97,113,ST. JOHN'S HOSPITAL CAMARILLO #560508,Emergency Department
Does Not Reside in US,1,2,4,2,ST. JOHN'S HOSPITAL CAMARILLO #560508,Emergency Department
Unknown,2,8,2,3,ST. JOHN'S HOSPITAL CAMARILLO #560508,Emergency Department
Blank/Invalid,0,7,1,1,ST. JOHN'S HOSPITAL CAMARILLO #560508,Emergency Department
California Resident,12550,12428,12333,12685,ST. JOHNS REGIONAL MEDICAL CENTER #560529,Emergency Department
Out of State,86,107,169,153,ST. JOHNS REGIONAL MEDICAL CENTER #560529,Emergency Department
Does Not Reside in US,0,0,2,1,ST. JOHNS REGIONAL MEDICAL CENTER #560529,Emergency Department
Unknown,89,74,122,72,ST. JOHNS REGIONAL MEDICAL CENTER #560529,Emergency Department
Blank/Invalid,3,13,1,0,ST. JOHNS REGIONAL MEDICAL CENTER #560529,Emergency Department
California Resident,20712,21736,20660,19724,ST. JOSEPH'S MEDICAL CENTER OF STOCKTON #391042,Emergency Department
Out of State,63,79,74,95,ST. JOSEPH'S MEDICAL CENTER OF STOCKTON #391042,Emergency Department
Does Not Reside in US,0,0,1,0,ST. JOSEPH'S MEDICAL CENTER OF STOCKTON #391042,Emergency Department
Unknown,124,126,100,285,ST. JOSEPH'S MEDICAL CENTER OF STOCKTON #391042,Emergency Department
Blank/Invalid,199,165,132,10,ST. JOSEPH'S MEDICAL CENTER OF STOCKTON #391042,Emergency Department
California Resident,10006,10293,9674,9350,ST. LOUISE REGIONAL HOSPITAL #434138,Emergency Department
Out of State,64,53,90,74,ST. LOUISE REGIONAL HOSPITAL #434138,Emergency Department
Does Not Reside in US,0,1,5,0,ST. LOUISE REGIONAL HOSPITAL #434138,Emergency Department
Unknown,0,1,0,0,ST. LOUISE REGIONAL HOSPITAL #434138,Emergency Department
Blank/Invalid,0,6,0,7,ST. LOUISE REGIONAL HOSPITAL #434138,Emergency Department
California Resident,10421,11400,11368,11628,ST. MARY MEDICAL CENTER - LONG BEACH #190053,Emergency Department
Out of State,126,154,165,123,ST. MARY MEDICAL CENTER - LONG BEACH #190053,Emergency Department
Does Not Reside in US,0,11,3,2,ST. MARY MEDICAL CENTER - LONG BEACH #190053,Emergency Department
Unknown,87,45,53,152,ST. MARY MEDICAL CENTER - LONG BEACH #190053,Emergency Department
Blank/Invalid,67,10,94,24,ST. MARY MEDICAL CENTER - LONG BEACH #190053,Emergency Department
California Resident,5325,5157,5292,5493,ST. ROSE HOSPITAL #010967,Emergency Department
Out of State,35,34,31,29,ST. ROSE HOSPITAL #010967,Emergency Department
Does Not Reside in US,4,0,1,1,ST. ROSE HOSPITAL #010967,Emergency Department
Unknown,31,34,35,34,ST. ROSE HOSPITAL #010967,Emergency Department
Blank/Invalid,0,0,0,3,ST. ROSE HOSPITAL #010967,Emergency Department
California Resident,19307,19003,17990,18784,STANFORD HEALTH CARE #430905,Emergency Department
Out of State,453,475,429,410,STANFORD HEALTH CARE #430905,Emergency Department
Does Not Reside in US,20,28,56,43,STANFORD HEALTH CARE #430905,Emergency Department
Unknown,140,164,158,176,STANFORD HEALTH CARE #430905,Emergency Department
Blank/Invalid,0,0,1,1,STANFORD HEALTH CARE #430905,Emergency Department
California Resident,7994,8295,8011,7762,STANFORD HEALTH CARE TRI-VALLEY #014050,Emergency Department
Out of State,122,155,146,131,STANFORD HEALTH CARE TRI-VALLEY #014050,Emergency Department
Does Not Reside in US,4,5,7,11,STANFORD HEALTH CARE TRI-VALLEY #014050,Emergency Department
Unknown,163,176,190,186,STANFORD HEALTH CARE TRI-VALLEY #014050,Emergency Department
California Resident,6217,6487,6051,5967,SUTTER AMADOR HOSPITAL #034002,Emergency Department
Out of State,49,63,55,60,SUTTER AMADOR HOSPITAL #034002,Emergency Department
Does Not Reside in US,0,5,1,2,SUTTER AMADOR HOSPITAL #034002,Emergency Department
Unknown,7,11,7,1,SUTTER AMADOR HOSPITAL #034002,Emergency Department
Blank/Invalid,0,1,0,0,SUTTER AMADOR HOSPITAL #034002,Emergency Department
California Resident,6867,7608,7343,6691,SUTTER AUBURN FAITH HOSPITAL #310791,Emergency Department
Out of State,71,123,89,93,SUTTER AUBURN FAITH HOSPITAL #310791,Emergency Department
Does Not Reside in US,2,4,5,3,SUTTER AUBURN FAITH HOSPITAL #310791,Emergency Department
Unknown,40,24,32,24,SUTTER AUBURN FAITH HOSPITAL #310791,Emergency Department
Blank/Invalid,0,1,1,0,SUTTER AUBURN FAITH HOSPITAL #310791,Emergency Department
California Resident,3782,4363,4445,4141,SUTTER COAST HOSPITAL #084001,Emergency Department
Out of State,233,325,335,224,SUTTER COAST HOSPITAL #084001,Emergency Department
Does Not Reside in US,3,9,13,5,SUTTER COAST HOSPITAL #084001,Emergency Department
Unknown,39,23,12,26,SUTTER COAST HOSPITAL #084001,Emergency Department
Blank/Invalid,42,22,23,13,SUTTER COAST HOSPITAL #084001,Emergency Department
California Resident,8615,9873,8652,8955,SUTTER DAVIS HOSPITAL #574010,Emergency Department
Out of State,92,106,97,110,SUTTER DAVIS HOSPITAL #574010,Emergency Department
Does Not Reside in US,5,8,18,5,SUTTER DAVIS HOSPITAL #574010,Emergency Department
Unknown,13,26,26,26,SUTTER DAVIS HOSPITAL #574010,Emergency Department
Blank/Invalid,1,0,1,1,SUTTER DAVIS HOSPITAL #574010,Emergency Department
California Resident,11957,12755,11833,11777,SUTTER DELTA MEDICAL CENTER #070934,Emergency Department
Out of State,80,83,77,63,SUTTER DELTA MEDICAL CENTER #070934,Emergency Department
Does Not Reside in US,9,11,8,10,SUTTER DELTA MEDICAL CENTER #070934,Emergency Department
Unknown,213,180,228,238,SUTTER DELTA MEDICAL CENTER #070934,Emergency Department
Blank/Invalid,0,1,0,0,SUTTER DELTA MEDICAL CENTER #070934,Emergency Department
California Resident,5009,5386,5612,5082,SUTTER LAKESIDE HOSPITAL #171395,Emergency Department
Out of State,22,51,41,38,SUTTER LAKESIDE HOSPITAL #171395,Emergency Department
Does Not Reside in US,0,1,5,2,SUTTER LAKESIDE HOSPITAL #171395,Emergency Department
Unknown,41,43,26,17,SUTTER LAKESIDE HOSPITAL #171395,Emergency Department
Blank/Invalid,1,1,2,1,SUTTER LAKESIDE HOSPITAL #171395,Emergency Department
California Resident,22933,23017,21841,22802,"SUTTER MEDICAL CENTER, SACRAMENTO #341051",Emergency Department
Out of State,180,191,218,232,"SUTTER MEDICAL CENTER, SACRAMENTO #341051",Emergency Department
Does Not Reside in US,9,8,13,8,"SUTTER MEDICAL CENTER, SACRAMENTO #341051",Emergency Department
Unknown,1023,977,916,922,"SUTTER MEDICAL CENTER, SACRAMENTO #341051",Emergency Department
Blank/Invalid,2,2,3,1,"SUTTER MEDICAL CENTER, SACRAMENTO #341051",Emergency Department
California Resident,21960,22962,22324,22146,SUTTER ROSEVILLE MEDICAL CENTER #311000,Emergency Department
Out of State,168,240,226,221,SUTTER ROSEVILLE MEDICAL CENTER #311000,Emergency Department
Does Not Reside in US,4,9,9,12,SUTTER ROSEVILLE MEDICAL CENTER #311000,Emergency Department
Unknown,143,146,98,124,SUTTER ROSEVILLE MEDICAL CENTER #311000,Emergency Department
Blank/Invalid,2,2,1,1,SUTTER ROSEVILLE MEDICAL CENTER #311000,Emergency Department
California Resident,8580,9267,9130,8944,SUTTER SANTA ROSA REGIONAL HOSPITAL #494106,Emergency Department
Out of State,80,109,141,119,SUTTER SANTA ROSA REGIONAL HOSPITAL #494106,Emergency Department
Does Not Reside in US,6,5,9,3,SUTTER SANTA ROSA REGIONAL HOSPITAL #494106,Emergency Department
Unknown,5,7,5,5,SUTTER SANTA ROSA REGIONAL HOSPITAL #494106,Emergency Department
Blank/Invalid,2,1,0,4,SUTTER SANTA ROSA REGIONAL HOSPITAL #494106,Emergency Department
California Resident,7126,7376,6933,7294,SUTTER SOLANO MEDICAL CENTER #481094,Emergency Department
Out of State,51,55,47,54,SUTTER SOLANO MEDICAL CENTER #481094,Emergency Department
Does Not Reside in US,3,3,5,1,SUTTER SOLANO MEDICAL CENTER #481094,Emergency Department
Unknown,96,83,26,33,SUTTER SOLANO MEDICAL CENTER #481094,Emergency Department
Blank/Invalid,0,2,0,0,SUTTER SOLANO MEDICAL CENTER #481094,Emergency Department
California Resident,9552,10035,9254,9407,SUTTER TRACY COMMUNITY HOSPITAL #391056,Emergency Department
Out of State,57,86,70,69,SUTTER TRACY COMMUNITY HOSPITAL #391056,Emergency Department
Does Not Reside in US,5,16,20,16,SUTTER TRACY COMMUNITY HOSPITAL #391056,Emergency Department
Unknown,39,36,48,33,SUTTER TRACY COMMUNITY HOSPITAL #391056,Emergency Department
Blank/Invalid,0,2,0,0,SUTTER TRACY COMMUNITY HOSPITAL #391056,Emergency Department
California Resident,2828,2368,2890,2280,TAHOE FOREST HOSPITAL #291053,Emergency Department
Out of State,330,366,486,292,TAHOE FOREST HOSPITAL #291053,Emergency Department
Does Not Reside in US,16,3,10,7,TAHOE FOREST HOSPITAL #291053,Emergency Department
Unknown,2,0,3,2,TAHOE FOREST HOSPITAL #291053,Emergency Department
Blank/Invalid,1,0,0,0,TAHOE FOREST HOSPITAL #291053,Emergency Department
California Resident,9079,9313,9369,9596,TEMECULA VALLEY HOSPITAL #334564,Emergency Department
Out of State,183,232,260,215,TEMECULA VALLEY HOSPITAL #334564,Emergency Department
Does Not Reside in US,5,5,13,5,TEMECULA VALLEY HOSPITAL #334564,Emergency Department
Unknown,0,1,0,2,TEMECULA VALLEY HOSPITAL #334564,Emergency Department
Blank/Invalid,0,0,16,1,TEMECULA VALLEY HOSPITAL #334564,Emergency Department
California Resident,20184,20771,20716,21744,TORRANCE MEMORIAL MEDICAL CENTER #190422,Emergency Department
Out of State,203,210,252,219,TORRANCE MEMORIAL MEDICAL CENTER #190422,Emergency Department
Does Not Reside in US,1,4,6,4,TORRANCE MEMORIAL MEDICAL CENTER #190422,Emergency Department
Unknown,9,12,11,11,TORRANCE MEMORIAL MEDICAL CENTER #190422,Emergency Department
Blank/Invalid,54,34,46,55,TORRANCE MEMORIAL MEDICAL CENTER #190422,Emergency Department
California Resident,8106,8754,9021,8955,TRI-CITY MEDICAL CENTER #370780,Emergency Department
Out of State,611,695,627,617,TRI-CITY MEDICAL CENTER #370780,Emergency Department
Does Not Reside in US,5,0,3,1,TRI-CITY MEDICAL CENTER #370780,Emergency Department
Unknown,0,5,73,40,TRI-CITY MEDICAL CENTER #370780,Emergency Department
Blank/Invalid,0,0,8,5,TRI-CITY MEDICAL CENTER #370780,Emergency Department
California Resident,1260,1369,1398,1272,TRINITY HOSPITAL #531059,Emergency Department
Out of State,10,31,31,24,TRINITY HOSPITAL #531059,Emergency Department
Unknown,0,0,2,1,TRINITY HOSPITAL #531059,Emergency Department
Blank/Invalid,0,1,1,0,TRINITY HOSPITAL #531059,Emergency Department
California Resident,19892,17228,19782,19351,UC SAN DIEGO HEALTH HILLCREST - HILLCREST MEDICAL CENTER #370782,Emergency Department
Out of State,606,620,703,750,UC SAN DIEGO HEALTH HILLCREST - HILLCREST MEDICAL CENTER #370782,Emergency Department
Does Not Reside in US,38,59,47,48,UC SAN DIEGO HEALTH HILLCREST - HILLCREST MEDICAL CENTER #370782,Emergency Department
Unknown,1239,1087,1759,1655,UC SAN DIEGO HEALTH HILLCREST - HILLCREST MEDICAL CENTER #370782,Emergency Department
Blank/Invalid,3,3,2,10,UC SAN DIEGO HEALTH HILLCREST - HILLCREST MEDICAL CENTER #370782,Emergency Department
California Resident,8624,9059,9176,9184,UCI HEALTH-FOUNTAIN VALLEY #301175,Emergency Department
Out of State,158,146,136,141,UCI HEALTH-FOUNTAIN VALLEY #301175,Emergency Department
Does Not Reside in US,0,1,1,0,UCI HEALTH-FOUNTAIN VALLEY #301175,Emergency Department
Unknown,55,88,142,73,UCI HEALTH-FOUNTAIN VALLEY #301175,Emergency Department
Blank/Invalid,36,43,2,67,UCI HEALTH-FOUNTAIN VALLEY #301175,Emergency Department
California Resident,7685,7632,7707,7587,UCI HEALTH-LAKEWOOD #190240,Emergency Department
Out of State,55,55,68,53,UCI HEALTH-LAKEWOOD #190240,Emergency Department
Does Not Reside in US,1,1,1,3,UCI HEALTH-LAKEWOOD #190240,Emergency Department
Unknown,185,61,101,320,UCI HEALTH-LAKEWOOD #190240,Emergency Department
Blank/Invalid,3,76,0,0,UCI HEALTH-LAKEWOOD #190240,Emergency Department
California Resident,6676,6721,6848,6963,UCI HEALTH-LOS ALAMITOS #301248,Emergency Department
Out of State,103,97,112,100,UCI HEALTH-LOS ALAMITOS #301248,Emergency Department
Does Not Reside in US,1,0,0,0,UCI HEALTH-LOS ALAMITOS #301248,Emergency Department
Unknown,100,118,46,109,UCI HEALTH-LOS ALAMITOS #301248,Emergency Department
Blank/Invalid,0,0,52,0,UCI HEALTH-LOS ALAMITOS #301248,Emergency Department
California Resident,6188,6400,6317,6483,UCI HEALTH-PLACENTIA LINDA #301297,Emergency Department
Out of State,99,69,86,90,UCI HEALTH-PLACENTIA LINDA #301297,Emergency Department
Does Not Reside in US,0,2,4,0,UCI HEALTH-PLACENTIA LINDA #301297,Emergency Department
Unknown,100,91,105,74,UCI HEALTH-PLACENTIA LINDA #301297,Emergency Department
Blank/Invalid,0,0,1,0,UCI HEALTH-PLACENTIA LINDA #301297,Emergency Department
California Resident,12927,11298,12610,12615,UCLA WEST VALLEY MEDICAL CENTER #190859,Emergency Department
Out of State,417,372,469,446,UCLA WEST VALLEY MEDICAL CENTER #190859,Emergency Department
Does Not Reside in US,6,4,20,11,UCLA WEST VALLEY MEDICAL CENTER #190859,Emergency Department
Unknown,7,11,6,52,UCLA WEST VALLEY MEDICAL CENTER #190859,Emergency Department
Blank/Invalid,15,24,26,0,UCLA WEST VALLEY MEDICAL CENTER #190859,Emergency Department
California Resident,10315,9374,7358,9452,UCSF BENIOFF CHILDREN'S HOSPITAL OAKLAND #010776,Emergency Department
Out of State,33,39,53,49,UCSF BENIOFF CHILDREN'S HOSPITAL OAKLAND #010776,Emergency Department
Unknown,7,6,4,5,UCSF BENIOFF CHILDREN'S HOSPITAL OAKLAND #010776,Emergency Department
Blank/Invalid,0,0,0,1,UCSF BENIOFF CHILDREN'S HOSPITAL OAKLAND #010776,Emergency Department
California Resident,5079,4577,4721,4846,UCSF HEALTH - SAINT FRANCIS HOSPITAL #380960,Emergency Department
Out of State,179,201,216,170,UCSF HEALTH - SAINT FRANCIS HOSPITAL #380960,Emergency Department
Does Not Reside in US,68,113,149,89,UCSF HEALTH - SAINT FRANCIS HOSPITAL #380960,Emergency Department
Unknown,45,50,54,62,UCSF HEALTH - SAINT FRANCIS HOSPITAL #380960,Emergency Department
Blank/Invalid,9,12,14,9,UCSF HEALTH - SAINT FRANCIS HOSPITAL #380960,Emergency Department
California Resident,2897,2863,2827,3206,UCSF HEALTH - ST. MARY'S HOSPITAL #380965,Emergency Department
Out of State,66,81,93,85,UCSF HEALTH - ST. MARY'S HOSPITAL #380965,Emergency Department
Does Not Reside in US,11,13,25,16,UCSF HEALTH - ST. MARY'S HOSPITAL #380965,Emergency Department
Unknown,36,16,25,20,UCSF HEALTH - ST. MARY'S HOSPITAL #380965,Emergency Department
Blank/Invalid,2,1,9,9,UCSF HEALTH - ST. MARY'S HOSPITAL #380965,Emergency Department
California Resident,10036,10033,9452,10276,UCSF MEDICAL CENTER #381154,Emergency Department
Out of State,171,176,200,194,UCSF MEDICAL CENTER #381154,Emergency Department
Unknown,220,201,205,224,UCSF MEDICAL CENTER #381154,Emergency Department
Blank/Invalid,2,7,5,2,UCSF MEDICAL CENTER #381154,Emergency Department
California Resident,17695,17825,17524,17665,UNIVERSITY OF CALIFORNIA DAVIS MEDICAL CENTER #341006,Emergency Department
Out of State,154,193,180,197,UNIVERSITY OF CALIFORNIA DAVIS MEDICAL CENTER #341006,Emergency Department
Does Not Reside in US,3,1,2,0,UNIVERSITY OF CALIFORNIA DAVIS MEDICAL CENTER #341006,Emergency Department
Unknown,0,8,37,40,UNIVERSITY OF CALIFORNIA DAVIS MEDICAL CENTER #341006,Emergency Department
Blank/Invalid,6,1,0,0,UNIVERSITY OF CALIFORNIA DAVIS MEDICAL CENTER #341006,Emergency Department
California Resident,11251,11325,11339,10860,UNIVERSITY OF CALIFORNIA IRVINE MEDICAL CENTER #301279,Emergency Department
Out of State,262,281,280,313,UNIVERSITY OF CALIFORNIA IRVINE MEDICAL CENTER #301279,Emergency Department
Does Not Reside in US,36,42,59,39,UNIVERSITY OF CALIFORNIA IRVINE MEDICAL CENTER #301279,Emergency Department
Unknown,0,182,23,2,UNIVERSITY OF CALIFORNIA IRVINE MEDICAL CENTER #301279,Emergency Department
California Resident,9536,9912,9791,9744,USC ARCADIA HOSPITAL #190529,Emergency Department
Out of State,86,97,100,85,USC ARCADIA HOSPITAL #190529,Emergency Department
Does Not Reside in US,3,2,5,2,USC ARCADIA HOSPITAL #190529,Emergency Department
Unknown,109,142,124,139,USC ARCADIA HOSPITAL #190529,Emergency Department
Blank/Invalid,44,14,23,21,USC ARCADIA HOSPITAL #190529,Emergency Department
California Resident,5605,5137,5130,5108,USC VERDUGO HILLS HOSPITAL #190818,Emergency Department
Out of State,64,60,51,56,USC VERDUGO HILLS HOSPITAL #190818,Emergency Department
Does Not Reside in US,46,1,7,3,USC VERDUGO HILLS HOSPITAL #190818,Emergency Department
Blank/Invalid,11,10,14,8,USC VERDUGO HILLS HOSPITAL #190818,Emergency Department
California Resident,22517,23499,19912,23316,VALLEY CHILDREN'S HOSPITAL #204019,Emergency Department
Out of State,39,68,79,50,VALLEY CHILDREN'S HOSPITAL #204019,Emergency Department
Does Not Reside in US,2,2,8,2,VALLEY CHILDREN'S HOSPITAL #204019,Emergency Department
Unknown,1,0,0,0,VALLEY CHILDREN'S HOSPITAL #204019,Emergency Department
California Resident,12084,12069,12539,12912,VALLEY PRESBYTERIAN HOSPITAL #190812,Emergency Department
Out of State,52,58,63,59,VALLEY PRESBYTERIAN HOSPITAL #190812,Emergency Department
Does Not Reside in US,8,6,9,5,VALLEY PRESBYTERIAN HOSPITAL #190812,Emergency Department
Unknown,190,189,177,170,VALLEY PRESBYTERIAN HOSPITAL #190812,Emergency Department
Blank/Invalid,1,3,0,0,VALLEY PRESBYTERIAN HOSPITAL #190812,Emergency Department
California Resident,11409,12555,12273,12344,VENTURA COUNTY MEDICAL CENTER #560481,Emergency Department
Out of State,75,65,85,84,VENTURA COUNTY MEDICAL CENTER #560481,Emergency Department
Does Not Reside in US,0,1,5,2,VENTURA COUNTY MEDICAL CENTER #560481,Emergency Department
Unknown,6,7,18,18,VENTURA COUNTY MEDICAL CENTER #560481,Emergency Department
Blank/Invalid,0,5,0,0,VENTURA COUNTY MEDICAL CENTER #560481,Emergency Department
California Resident,7322,7467,7407,7484,VICTOR VALLEY GLOBAL MEDICAL CENTER #361370,Emergency Department
Out of State,58,47,43,37,VICTOR VALLEY GLOBAL MEDICAL CENTER #361370,Emergency Department
Does Not Reside in US,0,5,0,1,VICTOR VALLEY GLOBAL MEDICAL CENTER #361370,Emergency Department
Unknown,338,394,367,339,VICTOR VALLEY GLOBAL MEDICAL CENTER #361370,Emergency Department
Blank/Invalid,0,12,42,5,VICTOR VALLEY GLOBAL MEDICAL CENTER #361370,Emergency Department
California Resident,11522,11778,11326,11580,WASHINGTON HOSPITAL - FREMONT #010987,Emergency Department
Out of State,93,100,109,98,WASHINGTON HOSPITAL - FREMONT #010987,Emergency Department
Does Not Reside in US,48,28,19,39,WASHINGTON HOSPITAL - FREMONT #010987,Emergency Department
Unknown,186,239,230,233,WASHINGTON HOSPITAL - FREMONT #010987,Emergency Department
California Resident,7600,7892,8065,7835,WATSONVILLE COMMUNITY HOSPITAL #444013,Emergency Department
Out of State,28,31,42,33,WATSONVILLE COMMUNITY HOSPITAL #444013,Emergency Department
