AGE GROUPS,Q1 2024,Q2 2024,Q3 2024,Q4 2024,Facility,Report
10--19,11,18,20,25,BAY AREA DENTAL SURGERY CENTER #434211,Ambulatory Surgery
20 - 29,0,0,0,1,BEAR VALLEY COMMUNITY HOSPITAL #361110,Ambulatory Surgery
30 - 39,0,1,0,3,BEAR VALLEY COMMUNITY HOSPITAL #361110,Ambulatory Surgery
40 - 49,0,4,1,5,BEAR VALLEY COMMUNITY HOSPITAL #361110,Ambulatory Surgery
50 - 59,0,5,1,3,BEAR VALLEY COMMUNITY HOSPITAL #361110,Ambulatory Surgery
60 - 69,3,9,5,14,BEAR VALLEY COMMUNITY HOSPITAL #361110,Ambulatory Surgery
70 - 79,3,1,7,6,BEAR VALLEY COMMUNITY HOSPITAL #361110,Ambulatory Surgery
80 Years +,1,0,5,1,BEAR VALLEY COMMUNITY HOSPITAL #361110,Ambulatory Surgery
Under 1 Year,0,0,1,0,"BEVERLY HILLS INTEGRATED SURGICAL, INC. #197833",Ambulatory Surgery
10--19,1,0,3,1,"BEVERLY HILLS INTEGRATED SURGICAL, INC. #197833",Ambulatory Surgery
20 - 29,9,7,10,11,"BEVERLY HILLS INTEGRATED SURGICAL, INC. #197833",Ambulatory Surgery
30 - 39,23,25,27,17,"BEVERLY HILLS INTEGRATED SURGICAL, INC. #197833",Ambulatory Surgery
40 - 49,47,38,47,37,"BEVERLY HILLS INTEGRATED SURGICAL, INC. #197833",Ambulatory Surgery
50 - 59,127,111,117,110,"BEVERLY HILLS INTEGRATED SURGICAL, INC. #197833",Ambulatory Surgery
60 - 69,51,33,32,35,"BEVERLY HILLS INTEGRATED SURGICAL, INC. #197833",Ambulatory Surgery
70 - 79,3,4,7,5,"BEVERLY HILLS INTEGRATED SURGICAL, INC. #197833",Ambulatory Surgery
Under 1 Year,1,1,2,0,CALIFORNIA HOSPITAL MEDICAL CENTER - LOS ANGELES #190125,Ambulatory Surgery
0 - 9,29,34,38,31,CALIFORNIA HOSPITAL MEDICAL CENTER - LOS ANGELES #190125,Ambulatory Surgery
10--19,33,36,36,27,CALIFORNIA HOSPITAL MEDICAL CENTER - LOS ANGELES #190125,Ambulatory Surgery
20 - 29,100,69,99,88,CALIFORNIA HOSPITAL MEDICAL CENTER - LOS ANGELES #190125,Ambulatory Surgery
30 - 39,115,144,163,149,CALIFORNIA HOSPITAL MEDICAL CENTER - LOS ANGELES #190125,Ambulatory Surgery
40 - 49,185,192,250,264,CALIFORNIA HOSPITAL MEDICAL CENTER - LOS ANGELES #190125,Ambulatory Surgery
50 - 59,380,360,393,337,CALIFORNIA HOSPITAL MEDICAL CENTER - LOS ANGELES #190125,Ambulatory Surgery
60 - 69,259,250,269,206,CALIFORNIA HOSPITAL MEDICAL CENTER - LOS ANGELES #190125,Ambulatory Surgery
70 - 79,85,71,78,63,CALIFORNIA HOSPITAL MEDICAL CENTER - LOS ANGELES #190125,Ambulatory Surgery
80 Years +,9,10,12,21,CALIFORNIA HOSPITAL MEDICAL CENTER - LOS ANGELES #190125,Ambulatory Surgery
0 - 9,1,2,2,4,CALIFORNIA PACIFIC MEDICAL CENTER - DAVIES CAMPUS HOSPITAL #380933,Ambulatory Surgery
10--19,11,11,13,7,CALIFORNIA PACIFIC MEDICAL CENTER - DAVIES CAMPUS HOSPITAL #380933,Ambulatory Surgery
20 - 29,45,46,53,50,CALIFORNIA PACIFIC MEDICAL CENTER - DAVIES CAMPUS HOSPITAL #380933,Ambulatory Surgery
30 - 39,96,85,79,91,CALIFORNIA PACIFIC MEDICAL CENTER - DAVIES CAMPUS HOSPITAL #380933,Ambulatory Surgery
40 - 49,107,133,117,139,CALIFORNIA PACIFIC MEDICAL CENTER - DAVIES CAMPUS HOSPITAL #380933,Ambulatory Surgery
50 - 59,143,153,162,192,CALIFORNIA PACIFIC MEDICAL CENTER - DAVIES CAMPUS HOSPITAL #380933,Ambulatory Surgery
60 - 69,184,168,175,165,CALIFORNIA PACIFIC MEDICAL CENTER - DAVIES CAMPUS HOSPITAL #380933,Ambulatory Surgery
70 - 79,182,187,180,185,CALIFORNIA PACIFIC MEDICAL CENTER - DAVIES CAMPUS HOSPITAL #380933,Ambulatory Surgery
80 Years +,65,80,81,76,CALIFORNIA PACIFIC MEDICAL CENTER - DAVIES CAMPUS HOSPITAL #380933,Ambulatory Surgery
10--19,22,16,18,15,CALIFORNIA PACIFIC MEDICAL CENTER - MISSION BERNAL CAMPUS #384202,Ambulatory Surgery
20 - 29,40,26,29,32,CALIFORNIA PACIFIC MEDICAL CENTER - MISSION BERNAL CAMPUS #384202,Ambulatory Surgery
30 - 39,61,64,67,73,CALIFORNIA PACIFIC MEDICAL CENTER - MISSION BERNAL CAMPUS #384202,Ambulatory Surgery
40 - 49,60,56,62,75,CALIFORNIA PACIFIC MEDICAL CENTER - MISSION BERNAL CAMPUS #384202,Ambulatory Surgery
50 - 59,91,85,89,71,CALIFORNIA PACIFIC MEDICAL CENTER - MISSION BERNAL CAMPUS #384202,Ambulatory Surgery
60 - 69,90,86,94,100,CALIFORNIA PACIFIC MEDICAL CENTER - MISSION BERNAL CAMPUS #384202,Ambulatory Surgery
70 - 79,73,89,70,81,CALIFORNIA PACIFIC MEDICAL CENTER - MISSION BERNAL CAMPUS #384202,Ambulatory Surgery
80 Years +,27,26,28,34,CALIFORNIA PACIFIC MEDICAL CENTER - MISSION BERNAL CAMPUS #384202,Ambulatory Surgery
Under 1 Year,15,14,15,18,CALIFORNIA PACIFIC MEDICAL CENTER - VAN NESS CAMPUS #384176,Ambulatory Surgery
0 - 9,62,84,91,58,CALIFORNIA PACIFIC MEDICAL CENTER - VAN NESS CAMPUS #384176,Ambulatory Surgery
10--19,63,54,73,70,CALIFORNIA PACIFIC MEDICAL CENTER - VAN NESS CAMPUS #384176,Ambulatory Surgery
20 - 29,81,67,93,87,CALIFORNIA PACIFIC MEDICAL CENTER - VAN NESS CAMPUS #384176,Ambulatory Surgery
30 - 39,238,248,247,250,CALIFORNIA PACIFIC MEDICAL CENTER - VAN NESS CAMPUS #384176,Ambulatory Surgery
40 - 49,322,287,287,322,CALIFORNIA PACIFIC MEDICAL CENTER - VAN NESS CAMPUS #384176,Ambulatory Surgery
50 - 59,427,490,452,477,CALIFORNIA PACIFIC MEDICAL CENTER - VAN NESS CAMPUS #384176,Ambulatory Surgery
60 - 69,644,661,767,681,CALIFORNIA PACIFIC MEDICAL CENTER - VAN NESS CAMPUS #384176,Ambulatory Surgery
70 - 79,692,708,732,724,CALIFORNIA PACIFIC MEDICAL CENTER - VAN NESS CAMPUS #384176,Ambulatory Surgery
80 Years +,285,315,314,289,CALIFORNIA PACIFIC MEDICAL CENTER - VAN NESS CAMPUS #384176,Ambulatory Surgery
10--19,2,1,2,6,CASA COLINA HOSPITAL #190137,Ambulatory Surgery
20 - 29,26,32,25,25,CASA COLINA HOSPITAL #190137,Ambulatory Surgery
30 - 39,51,56,70,41,CASA COLINA HOSPITAL #190137,Ambulatory Surgery
40 - 49,83,118,88,86,CASA COLINA HOSPITAL #190137,Ambulatory Surgery
50 - 59,155,181,183,176,CASA COLINA HOSPITAL #190137,Ambulatory Surgery
60 - 69,225,236,229,225,CASA COLINA HOSPITAL #190137,Ambulatory Surgery
70 - 79,171,164,179,163,CASA COLINA HOSPITAL #190137,Ambulatory Surgery
80 Years +,36,37,42,53,CASA COLINA HOSPITAL #190137,Ambulatory Surgery
10--19,9,9,12,14,CEDARS-SINAI MARINA HOSPITAL #190500,Ambulatory Surgery
20 - 29,52,59,50,61,CEDARS-SINAI MARINA HOSPITAL #190500,Ambulatory Surgery
30 - 39,84,86,99,96,CEDARS-SINAI MARINA HOSPITAL #190500,Ambulatory Surgery
40 - 49,113,110,108,103,CEDARS-SINAI MARINA HOSPITAL #190500,Ambulatory Surgery
50 - 59,123,180,150,163,CEDARS-SINAI MARINA HOSPITAL #190500,Ambulatory Surgery
60 - 69,201,199,182,205,CEDARS-SINAI MARINA HOSPITAL #190500,Ambulatory Surgery
70 - 79,145,165,134,162,CEDARS-SINAI MARINA HOSPITAL #190500,Ambulatory Surgery
80 Years +,40,34,47,48,CEDARS-SINAI MARINA HOSPITAL #190500,Ambulatory Surgery
Under 1 Year,31,16,19,24,CEDARS-SINAI MEDICAL CENTER #190555,Ambulatory Surgery
0 - 9,61,72,77,78,CEDARS-SINAI MEDICAL CENTER #190555,Ambulatory Surgery
10--19,90,114,123,125,CEDARS-SINAI MEDICAL CENTER #190555,Ambulatory Surgery
20 - 29,211,225,249,228,CEDARS-SINAI MEDICAL CENTER #190555,Ambulatory Surgery
30 - 39,411,447,426,461,CEDARS-SINAI MEDICAL CENTER #190555,Ambulatory Surgery
40 - 49,579,564,556,581,CEDARS-SINAI MEDICAL CENTER #190555,Ambulatory Surgery
50 - 59,750,748,744,771,CEDARS-SINAI MEDICAL CENTER #190555,Ambulatory Surgery
60 - 69,1179,1198,1183,1195,CEDARS-SINAI MEDICAL CENTER #190555,Ambulatory Surgery
70 - 79,1230,1249,1324,1291,CEDARS-SINAI MEDICAL CENTER #190555,Ambulatory Surgery
80 Years +,511,565,602,559,CEDARS-SINAI MEDICAL CENTER #190555,Ambulatory Surgery
10--19,0,0,0,1,CENTINELA HOSPITAL MEDICAL CENTER #190148,Ambulatory Surgery
20 - 29,7,2,6,1,CENTINELA HOSPITAL MEDICAL CENTER #190148,Ambulatory Surgery
30 - 39,5,6,9,7,CENTINELA HOSPITAL MEDICAL CENTER #190148,Ambulatory Surgery
40 - 49,8,8,9,13,CENTINELA HOSPITAL MEDICAL CENTER #190148,Ambulatory Surgery
50 - 59,20,17,18,28,CENTINELA HOSPITAL MEDICAL CENTER #190148,Ambulatory Surgery
60 - 69,31,42,31,37,CENTINELA HOSPITAL MEDICAL CENTER #190148,Ambulatory Surgery
70 - 79,20,21,13,23,CENTINELA HOSPITAL MEDICAL CENTER #190148,Ambulatory Surgery
80 Years +,5,7,10,8,CENTINELA HOSPITAL MEDICAL CENTER #190148,Ambulatory Surgery
0 - 9,276,325,361,324,CENTRAL CALIFORNIA DENTAL SURGERY CENTER #244030,Ambulatory Surgery
10--19,5,6,10,14,CENTRAL CALIFORNIA DENTAL SURGERY CENTER #244030,Ambulatory Surgery
10--19,0,4,0,0,CHAPMAN GLOBAL MEDICAL CENTER #301140,Ambulatory Surgery
20 - 29,7,2,5,5,CHAPMAN GLOBAL MEDICAL CENTER #301140,Ambulatory Surgery
30 - 39,11,10,8,9,CHAPMAN GLOBAL MEDICAL CENTER #301140,Ambulatory Surgery
40 - 49,32,25,21,27,CHAPMAN GLOBAL MEDICAL CENTER #301140,Ambulatory Surgery
50 - 59,45,45,37,42,CHAPMAN GLOBAL MEDICAL CENTER #301140,Ambulatory Surgery
60 - 69,35,29,33,25,CHAPMAN GLOBAL MEDICAL CENTER #301140,Ambulatory Surgery
70 - 79,11,9,14,10,CHAPMAN GLOBAL MEDICAL CENTER #301140,Ambulatory Surgery
80 Years +,0,3,0,2,CHAPMAN GLOBAL MEDICAL CENTER #301140,Ambulatory Surgery
Under 1 Year,5,3,3,1,CHILDREN'S HOSPITAL AT MISSION #304113,Ambulatory Surgery
0 - 9,65,56,60,49,CHILDREN'S HOSPITAL AT MISSION #304113,Ambulatory Surgery
10--19,20,36,50,44,CHILDREN'S HOSPITAL AT MISSION #304113,Ambulatory Surgery
Under 1 Year,181,193,194,171,CHILDREN'S HOSPITAL OF LOS ANGELES #190170,Ambulatory Surgery
0 - 9,2005,2105,2255,2014,CHILDREN'S HOSPITAL OF LOS ANGELES #190170,Ambulatory Surgery
10--19,1278,1323,1411,1302,CHILDREN'S HOSPITAL OF LOS ANGELES #190170,Ambulatory Surgery
20 - 29,81,67,68,63,CHILDREN'S HOSPITAL OF LOS ANGELES #190170,Ambulatory Surgery
30 - 39,1,0,0,2,CHILDREN'S HOSPITAL OF LOS ANGELES #190170,Ambulatory Surgery
Under 1 Year,243,211,222,226,CHILDREN'S HOSPITAL OF ORANGE COUNTY #300032,Ambulatory Surgery
0 - 9,1435,1347,1330,1283,CHILDREN'S HOSPITAL OF ORANGE COUNTY #300032,Ambulatory Surgery
10--19,1156,1216,1155,1181,CHILDREN'S HOSPITAL OF ORANGE COUNTY #300032,Ambulatory Surgery
20 - 29,80,91,98,69,CHILDREN'S HOSPITAL OF ORANGE COUNTY #300032,Ambulatory Surgery
30 - 39,1,1,1,1,CHILDREN'S HOSPITAL OF ORANGE COUNTY #300032,Ambulatory Surgery
40 - 49,0,1,0,1,CHILDREN'S HOSPITAL OF ORANGE COUNTY #300032,Ambulatory Surgery
50 - 59,0,0,0,1,CHILDREN'S HOSPITAL OF ORANGE COUNTY #300032,Ambulatory Surgery
20 - 29,2,3,0,1,CHINESE HOSPITAL #382715,Ambulatory Surgery
30 - 39,5,2,6,9,CHINESE HOSPITAL #382715,Ambulatory Surgery
40 - 49,37,31,43,60,CHINESE HOSPITAL #382715,Ambulatory Surgery
50 - 59,77,135,119,112,CHINESE HOSPITAL #382715,Ambulatory Surgery
60 - 69,204,207,218,219,CHINESE HOSPITAL #382715,Ambulatory Surgery
70 - 79,244,255,246,234,CHINESE HOSPITAL #382715,Ambulatory Surgery
80 Years +,99,101,77,72,CHINESE HOSPITAL #382715,Ambulatory Surgery
0 - 9,0,1,4,2,CHINO VALLEY MEDICAL CENTER #361144,Ambulatory Surgery
10--19,2,4,0,2,CHINO VALLEY MEDICAL CENTER #361144,Ambulatory Surgery
20 - 29,6,9,11,6,CHINO VALLEY MEDICAL CENTER #361144,Ambulatory Surgery
30 - 39,21,22,12,13,CHINO VALLEY MEDICAL CENTER #361144,Ambulatory Surgery
40 - 49,23,39,32,27,CHINO VALLEY MEDICAL CENTER #361144,Ambulatory Surgery
50 - 59,33,41,42,32,CHINO VALLEY MEDICAL CENTER #361144,Ambulatory Surgery
60 - 69,33,34,44,41,CHINO VALLEY MEDICAL CENTER #361144,Ambulatory Surgery
70 - 79,16,8,11,16,CHINO VALLEY MEDICAL CENTER #361144,Ambulatory Surgery
80 Years +,5,8,8,5,CHINO VALLEY MEDICAL CENTER #361144,Ambulatory Surgery
0 - 9,2,2,5,2,CITY OF HOPE HELFORD CLINICAL RESEARCH HOSPITAL #190176,Ambulatory Surgery
10--19,12,11,17,11,CITY OF HOPE HELFORD CLINICAL RESEARCH HOSPITAL #190176,Ambulatory Surgery
20 - 29,71,92,89,67,CITY OF HOPE HELFORD CLINICAL RESEARCH HOSPITAL #190176,Ambulatory Surgery
30 - 39,193,251,216,217,CITY OF HOPE HELFORD CLINICAL RESEARCH HOSPITAL #190176,Ambulatory Surgery
40 - 49,388,529,500,513,CITY OF HOPE HELFORD CLINICAL RESEARCH HOSPITAL #190176,Ambulatory Surgery
50 - 59,601,744,722,755,CITY OF HOPE HELFORD CLINICAL RESEARCH HOSPITAL #190176,Ambulatory Surgery
60 - 69,875,1093,1080,1043,CITY OF HOPE HELFORD CLINICAL RESEARCH HOSPITAL #190176,Ambulatory Surgery
70 - 79,640,836,813,855,CITY OF HOPE HELFORD CLINICAL RESEARCH HOSPITAL #190176,Ambulatory Surgery
80 Years +,176,213,261,262,CITY OF HOPE HELFORD CLINICAL RESEARCH HOSPITAL #190176,Ambulatory Surgery
10--19,2,3,2,2,COAST PLAZA HOSPITAL #190766,Ambulatory Surgery
20 - 29,10,11,5,7,COAST PLAZA HOSPITAL #190766,Ambulatory Surgery
30 - 39,14,11,16,16,COAST PLAZA HOSPITAL #190766,Ambulatory Surgery
40 - 49,30,17,34,22,COAST PLAZA HOSPITAL #190766,Ambulatory Surgery
50 - 59,60,55,59,59,COAST PLAZA HOSPITAL #190766,Ambulatory Surgery
60 - 69,70,56,53,53,COAST PLAZA HOSPITAL #190766,Ambulatory Surgery
70 - 79,33,23,19,34,COAST PLAZA HOSPITAL #190766,Ambulatory Surgery
80 Years +,9,2,9,10,COAST PLAZA HOSPITAL #190766,Ambulatory Surgery
20 - 29,1,17,3,16,COLLEGE HOSPITAL COSTA MESA #301155,Ambulatory Surgery
30 - 39,30,30,27,23,COLLEGE HOSPITAL COSTA MESA #301155,Ambulatory Surgery
40 - 49,34,55,18,17,COLLEGE HOSPITAL COSTA MESA #301155,Ambulatory Surgery
50 - 59,57,31,39,68,COLLEGE HOSPITAL COSTA MESA #301155,Ambulatory Surgery
60 - 69,12,23,31,39,COLLEGE HOSPITAL COSTA MESA #301155,Ambulatory Surgery
70 - 79,5,34,14,3,COLLEGE HOSPITAL COSTA MESA #301155,Ambulatory Surgery
80 Years +,0,0,0,15,COLLEGE HOSPITAL COSTA MESA #301155,Ambulatory Surgery
10--19,2,1,0,0,COLLEGE MEDICAL CENTER #190587,Ambulatory Surgery
20 - 29,6,11,2,1,COLLEGE MEDICAL CENTER #190587,Ambulatory Surgery
30 - 39,6,15,5,3,COLLEGE MEDICAL CENTER #190587,Ambulatory Surgery
40 - 49,19,26,18,15,COLLEGE MEDICAL CENTER #190587,Ambulatory Surgery
50 - 59,67,61,36,17,COLLEGE MEDICAL CENTER #190587,Ambulatory Surgery
60 - 69,62,100,63,29,COLLEGE MEDICAL CENTER #190587,Ambulatory Surgery
70 - 79,41,38,32,27,COLLEGE MEDICAL CENTER #190587,Ambulatory Surgery
80 Years +,9,8,10,5,COLLEGE MEDICAL CENTER #190587,Ambulatory Surgery
40 - 49,1,0,1,0,COLORADO RIVER MEDICAL CENTER #361458,Ambulatory Surgery
50 - 59,1,0,0,0,COLORADO RIVER MEDICAL CENTER #361458,Ambulatory Surgery
60 - 69,5,2,5,1,COLORADO RIVER MEDICAL CENTER #361458,Ambulatory Surgery
70 - 79,10,1,8,3,COLORADO RIVER MEDICAL CENTER #361458,Ambulatory Surgery
80 Years +,1,1,0,1,COLORADO RIVER MEDICAL CENTER #361458,Ambulatory Surgery
10--19,0,1,2,2,COLUSA MEDICAL CENTER #060870,Ambulatory Surgery
20 - 29,2,9,7,8,COLUSA MEDICAL CENTER #060870,Ambulatory Surgery
30 - 39,5,26,20,25,COLUSA MEDICAL CENTER #060870,Ambulatory Surgery
40 - 49,11,37,45,35,COLUSA MEDICAL CENTER #060870,Ambulatory Surgery
50 - 59,19,39,55,46,COLUSA MEDICAL CENTER #060870,Ambulatory Surgery
60 - 69,16,33,27,28,COLUSA MEDICAL CENTER #060870,Ambulatory Surgery
70 - 79,0,8,9,4,COLUSA MEDICAL CENTER #060870,Ambulatory Surgery
80 Years +,2,2,1,2,COLUSA MEDICAL CENTER #060870,Ambulatory Surgery
10--19,0,1,2,1,COMMUNITY HOSPITAL OF HUNTINGTON PARK  #190197,Ambulatory Surgery
20 - 29,6,2,6,4,COMMUNITY HOSPITAL OF HUNTINGTON PARK  #190197,Ambulatory Surgery
30 - 39,6,3,4,5,COMMUNITY HOSPITAL OF HUNTINGTON PARK  #190197,Ambulatory Surgery
40 - 49,5,4,8,11,COMMUNITY HOSPITAL OF HUNTINGTON PARK  #190197,Ambulatory Surgery
50 - 59,9,10,13,11,COMMUNITY HOSPITAL OF HUNTINGTON PARK  #190197,Ambulatory Surgery
60 - 69,10,5,7,8,COMMUNITY HOSPITAL OF HUNTINGTON PARK  #190197,Ambulatory Surgery
70 - 79,3,2,5,5,COMMUNITY HOSPITAL OF HUNTINGTON PARK  #190197,Ambulatory Surgery
80 Years +,1,1,2,1,COMMUNITY HOSPITAL OF HUNTINGTON PARK  #190197,Ambulatory Surgery
0 - 9,7,18,8,9,COMMUNITY HOSPITAL OF SAN BERNARDINO #361323,Ambulatory Surgery
10--19,23,20,21,19,COMMUNITY HOSPITAL OF SAN BERNARDINO #361323,Ambulatory Surgery
20 - 29,59,69,56,69,COMMUNITY HOSPITAL OF SAN BERNARDINO #361323,Ambulatory Surgery
30 - 39,85,92,86,77,COMMUNITY HOSPITAL OF SAN BERNARDINO #361323,Ambulatory Surgery
40 - 49,84,83,91,102,COMMUNITY HOSPITAL OF SAN BERNARDINO #361323,Ambulatory Surgery
50 - 59,94,97,99,112,COMMUNITY HOSPITAL OF SAN BERNARDINO #361323,Ambulatory Surgery
60 - 69,76,87,87,99,COMMUNITY HOSPITAL OF SAN BERNARDINO #361323,Ambulatory Surgery
70 - 79,29,38,44,38,COMMUNITY HOSPITAL OF SAN BERNARDINO #361323,Ambulatory Surgery
80 Years +,8,11,16,13,COMMUNITY HOSPITAL OF SAN BERNARDINO #361323,Ambulatory Surgery
Under 1 Year,1,6,1,1,COMMUNITY HOSPITAL OF THE MONTEREY PENINSULA #270744,Ambulatory Surgery
0 - 9,25,43,19,25,COMMUNITY HOSPITAL OF THE MONTEREY PENINSULA #270744,Ambulatory Surgery
10--19,16,37,28,20,COMMUNITY HOSPITAL OF THE MONTEREY PENINSULA #270744,Ambulatory Surgery
20 - 29,49,71,54,65,COMMUNITY HOSPITAL OF THE MONTEREY PENINSULA #270744,Ambulatory Surgery
30 - 39,123,152,152,168,COMMUNITY HOSPITAL OF THE MONTEREY PENINSULA #270744,Ambulatory Surgery
40 - 49,192,194,196,202,COMMUNITY HOSPITAL OF THE MONTEREY PENINSULA #270744,Ambulatory Surgery
50 - 59,335,307,285,305,COMMUNITY HOSPITAL OF THE MONTEREY PENINSULA #270744,Ambulatory Surgery
60 - 69,516,527,518,516,COMMUNITY HOSPITAL OF THE MONTEREY PENINSULA #270744,Ambulatory Surgery
70 - 79,711,729,652,631,COMMUNITY HOSPITAL OF THE MONTEREY PENINSULA #270744,Ambulatory Surgery
80 Years +,573,570,504,521,COMMUNITY HOSPITAL OF THE MONTEREY PENINSULA #270744,Ambulatory Surgery
Under 1 Year,4,9,6,5,COMMUNITY REGIONAL MEDICAL CENTER-FRESNO #100717,Ambulatory Surgery
0 - 9,122,167,177,145,COMMUNITY REGIONAL MEDICAL CENTER-FRESNO #100717,Ambulatory Surgery
10--19,161,206,195,193,COMMUNITY REGIONAL MEDICAL CENTER-FRESNO #100717,Ambulatory Surgery
20 - 29,388,466,450,446,COMMUNITY REGIONAL MEDICAL CENTER-FRESNO #100717,Ambulatory Surgery
30 - 39,699,793,723,728,COMMUNITY REGIONAL MEDICAL CENTER-FRESNO #100717,Ambulatory Surgery
40 - 49,994,976,921,1023,COMMUNITY REGIONAL MEDICAL CENTER-FRESNO #100717,Ambulatory Surgery
50 - 59,1158,1245,1155,1201,COMMUNITY REGIONAL MEDICAL CENTER-FRESNO #100717,Ambulatory Surgery
60 - 69,1358,1433,1416,1363,COMMUNITY REGIONAL MEDICAL CENTER-FRESNO #100717,Ambulatory Surgery
70 - 79,1049,1139,1150,981,COMMUNITY REGIONAL MEDICAL CENTER-FRESNO #100717,Ambulatory Surgery
80 Years +,404,424,443,406,COMMUNITY REGIONAL MEDICAL CENTER-FRESNO #100717,Ambulatory Surgery
10--19,17,18,14,11,CONTRA COSTA REGIONAL MEDICAL CENTER #070924,Ambulatory Surgery
20 - 29,74,91,82,79,CONTRA COSTA REGIONAL MEDICAL CENTER #070924,Ambulatory Surgery
30 - 39,148,151,157,155,CONTRA COSTA REGIONAL MEDICAL CENTER #070924,Ambulatory Surgery
40 - 49,177,225,243,227,CONTRA COSTA REGIONAL MEDICAL CENTER #070924,Ambulatory Surgery
50 - 59,230,260,246,237,CONTRA COSTA REGIONAL MEDICAL CENTER #070924,Ambulatory Surgery
60 - 69,286,285,312,261,CONTRA COSTA REGIONAL MEDICAL CENTER #070924,Ambulatory Surgery
70 - 79,153,143,145,120,CONTRA COSTA REGIONAL MEDICAL CENTER #070924,Ambulatory Surgery
80 Years +,21,31,28,18,CONTRA COSTA REGIONAL MEDICAL CENTER #070924,Ambulatory Surgery
0 - 9,0,2,0,0,CORONA REGIONAL MEDICAL CENTER-MAIN #331152,Ambulatory Surgery
10--19,14,11,9,15,CORONA REGIONAL MEDICAL CENTER-MAIN #331152,Ambulatory Surgery
20 - 29,48,40,52,52,CORONA REGIONAL MEDICAL CENTER-MAIN #331152,Ambulatory Surgery
30 - 39,81,90,86,82,CORONA REGIONAL MEDICAL CENTER-MAIN #331152,Ambulatory Surgery
40 - 49,146,140,149,124,CORONA REGIONAL MEDICAL CENTER-MAIN #331152,Ambulatory Surgery
50 - 59,228,263,204,193,CORONA REGIONAL MEDICAL CENTER-MAIN #331152,Ambulatory Surgery
60 - 69,244,243,252,192,CORONA REGIONAL MEDICAL CENTER-MAIN #331152,Ambulatory Surgery
70 - 79,159,127,144,149,CORONA REGIONAL MEDICAL CENTER-MAIN #331152,Ambulatory Surgery
80 Years +,42,49,49,44,CORONA REGIONAL MEDICAL CENTER-MAIN #331152,Ambulatory Surgery
0 - 9,1,1,1,4,DAMERON HOSPITAL #390846,Ambulatory Surgery
10--19,16,16,18,17,DAMERON HOSPITAL #390846,Ambulatory Surgery
20 - 29,34,35,26,30,DAMERON HOSPITAL #390846,Ambulatory Surgery
30 - 39,62,71,66,80,DAMERON HOSPITAL #390846,Ambulatory Surgery
40 - 49,93,124,146,168,DAMERON HOSPITAL #390846,Ambulatory Surgery
50 - 59,162,175,207,225,DAMERON HOSPITAL #390846,Ambulatory Surgery
60 - 69,209,263,265,304,DAMERON HOSPITAL #390846,Ambulatory Surgery
70 - 79,214,238,198,232,DAMERON HOSPITAL #390846,Ambulatory Surgery
80 Years +,69,81,84,111,DAMERON HOSPITAL #390846,Ambulatory Surgery
0 - 9,406,344,404,310,DELTA SURGICAL #394088,Ambulatory Surgery
10--19,21,7,16,28,DELTA SURGICAL #394088,Ambulatory Surgery
0 - 9,0,1,0,0,DESERT REGIONAL MEDICAL CENTER #331164,Ambulatory Surgery
10--19,10,18,11,10,DESERT REGIONAL MEDICAL CENTER #331164,Ambulatory Surgery
20 - 29,58,51,45,49,DESERT REGIONAL MEDICAL CENTER #331164,Ambulatory Surgery
30 - 39,94,85,108,72,DESERT REGIONAL MEDICAL CENTER #331164,Ambulatory Surgery
40 - 49,129,161,179,200,DESERT REGIONAL MEDICAL CENTER #331164,Ambulatory Surgery
50 - 59,185,231,206,187,DESERT REGIONAL MEDICAL CENTER #331164,Ambulatory Surgery
60 - 69,265,313,316,240,DESERT REGIONAL MEDICAL CENTER #331164,Ambulatory Surgery
70 - 79,232,270,237,191,DESERT REGIONAL MEDICAL CENTER #331164,Ambulatory Surgery
80 Years +,114,142,108,98,DESERT REGIONAL MEDICAL CENTER #331164,Ambulatory Surgery
10--19,5,6,7,7,DESERT VALLEY HOSPITAL #364144,Ambulatory Surgery
20 - 29,16,11,11,21,DESERT VALLEY HOSPITAL #364144,Ambulatory Surgery
30 - 39,25,19,47,46,DESERT VALLEY HOSPITAL #364144,Ambulatory Surgery
40 - 49,46,44,52,51,DESERT VALLEY HOSPITAL #364144,Ambulatory Surgery
50 - 59,68,68,85,87,DESERT VALLEY HOSPITAL #364144,Ambulatory Surgery
60 - 69,127,148,114,120,DESERT VALLEY HOSPITAL #364144,Ambulatory Surgery
70 - 79,92,108,102,121,DESERT VALLEY HOSPITAL #364144,Ambulatory Surgery
80 Years +,42,51,55,32,DESERT VALLEY HOSPITAL #364144,Ambulatory Surgery
20 - 29,2,2,0,2,DOCS SURGICAL HOSPITAL #190681,Ambulatory Surgery
30 - 39,4,1,0,0,DOCS SURGICAL HOSPITAL #190681,Ambulatory Surgery
40 - 49,5,2,7,3,DOCS SURGICAL HOSPITAL #190681,Ambulatory Surgery
50 - 59,7,12,11,4,DOCS SURGICAL HOSPITAL #190681,Ambulatory Surgery
60 - 69,8,8,4,5,DOCS SURGICAL HOSPITAL #190681,Ambulatory Surgery
70 - 79,4,5,2,2,DOCS SURGICAL HOSPITAL #190681,Ambulatory Surgery
80 Years +,1,1,1,1,DOCS SURGICAL HOSPITAL #190681,Ambulatory Surgery
0 - 9,3,2,7,5,DOCTORS HOSPITAL OF MANTECA #392287,Ambulatory Surgery
