DISPOSITION,Q1 2024,Q2 2024,Q3 2024,Q4 2024,Facility,Report
Discharged/Transferred to Court/Law Enforcement,1,0,0,5,BANNER LASSEN MEDICAL CENTER #184008,Ambulatory Surgery
Discharged to home or self care (routine discharge),146,142,103,68,"BARNES DENTAL SURGERY CENTER, INC. #544088",Ambulatory Surgery
Discharged/Transferred to a facility that provides custodial or supportive care (includes Intermediate Care Facility),0,0,2,0,"BARNES DENTAL SURGERY CENTER, INC. #544088",Ambulatory Surgery
"Discharged/Transferred to a nursing facility certified under Medicaid (Medi-Cal), but not certified under Medicare",0,0,1,0,"BARNES DENTAL SURGERY CENTER, INC. #544088",Ambulatory Surgery
Discharged/Transferred to a short term general hospital for inpatient care,0,0,0,1,"BARNES DENTAL SURGERY CENTER, INC. #544088",Ambulatory Surgery
Discharged/Transferred to skilled nursing facility (SNF) with Medicare certification in anticipation of covered skilled care,15,2,13,18,"BARNES DENTAL SURGERY CENTER, INC. #544088",Ambulatory Surgery
Discharged to home or self care (routine discharge),816,867,817,897,BARTON MEMORIAL HOSPITAL #090793,Ambulatory Surgery
Discharged/Transferred to a Critical Access Hospital (CAH) with a Planned Acute Care Hospital Inpatient Readmission,0,1,0,0,BARTON MEMORIAL HOSPITAL #090793,Ambulatory Surgery
Discharged/Transferred to a Medicare certified long term care hospital (LTCH),1,1,0,0,BARTON MEMORIAL HOSPITAL #090793,Ambulatory Surgery
Discharged/Transferred to a short term general hospital for inpatient care,0,1,0,1,BARTON MEMORIAL HOSPITAL #090793,Ambulatory Surgery
Discharged/Transferred to another type of health care institution not defined elsewhere in this code list,0,1,0,0,BARTON MEMORIAL HOSPITAL #090793,Ambulatory Surgery
Discharged/Transferred to home under care of organized home health service organization with a Planned Acute Care Hospital Inpatient Readmission,0,0,1,0,BARTON MEMORIAL HOSPITAL #090793,Ambulatory Surgery
Discharged/Transferred to skilled nursing facility (SNF) with Medicare certification in anticipation of covered skilled care,1,0,1,1,BARTON MEMORIAL HOSPITAL #090793,Ambulatory Surgery
Left against medical advice or discontinued care,0,2,0,1,BARTON MEMORIAL HOSPITAL #090793,Ambulatory Surgery
Discharged to home or self care (routine discharge),372,371,373,356,BAY AREA DENTAL SURGERY CENTER #434211,Ambulatory Surgery
Discharged/Transferred to a short term general hospital for inpatient care,0,1,0,0,BAY AREA DENTAL SURGERY CENTER #434211,Ambulatory Surgery
Discharged to home or self care (routine discharge),7,20,19,33,BEAR VALLEY COMMUNITY HOSPITAL #361110,Ambulatory Surgery
Discharged to home or self care (routine discharge),261,218,244,216,"BEVERLY HILLS INTEGRATED SURGICAL, INC. #197833",Ambulatory Surgery
Discharged to home or self care (routine discharge),1190,1161,1337,1183,CALIFORNIA HOSPITAL MEDICAL CENTER - LOS ANGELES #190125,Ambulatory Surgery
"Discharged/Transferred to a nursing facility certified under Medicaid (Medi-Cal), but not certified under Medicare",1,0,0,0,CALIFORNIA HOSPITAL MEDICAL CENTER - LOS ANGELES #190125,Ambulatory Surgery
Discharged/Transferred to a short term general hospital for inpatient care,0,0,0,1,CALIFORNIA HOSPITAL MEDICAL CENTER - LOS ANGELES #190125,Ambulatory Surgery
Discharged/Transferred to home under care of organized home health service organization in anticipation of covered skilled care,1,0,0,1,CALIFORNIA HOSPITAL MEDICAL CENTER - LOS ANGELES #190125,Ambulatory Surgery
Discharged/Transferred to skilled nursing facility (SNF) with Medicare certification in anticipation of covered skilled care,0,0,1,0,CALIFORNIA HOSPITAL MEDICAL CENTER - LOS ANGELES #190125,Ambulatory Surgery
Left against medical advice or discontinued care,4,6,2,1,CALIFORNIA HOSPITAL MEDICAL CENTER - LOS ANGELES #190125,Ambulatory Surgery
Discharged home with hospice care,1,1,2,0,CALIFORNIA PACIFIC MEDICAL CENTER - DAVIES CAMPUS HOSPITAL #380933,Ambulatory Surgery
Discharged to home or self care (routine discharge),820,847,842,891,CALIFORNIA PACIFIC MEDICAL CENTER - DAVIES CAMPUS HOSPITAL #380933,Ambulatory Surgery
Discharged/Transferred to a Critical Access Hospital (CAH),0,0,1,0,CALIFORNIA PACIFIC MEDICAL CENTER - DAVIES CAMPUS HOSPITAL #380933,Ambulatory Surgery
Discharged/Transferred to a facility that provides custodial or supportive care (includes Intermediate Care Facility),0,0,0,1,CALIFORNIA PACIFIC MEDICAL CENTER - DAVIES CAMPUS HOSPITAL #380933,Ambulatory Surgery
Discharged/Transferred to a federal health care facility,1,0,0,0,CALIFORNIA PACIFIC MEDICAL CENTER - DAVIES CAMPUS HOSPITAL #380933,Ambulatory Surgery
Discharged/Transferred to a Medicare certified long term care hospital (LTCH),0,3,0,0,CALIFORNIA PACIFIC MEDICAL CENTER - DAVIES CAMPUS HOSPITAL #380933,Ambulatory Surgery
"Discharged/Transferred to a nursing facility certified under Medicaid (Medi-Cal), but not certified under Medicare",0,1,1,3,CALIFORNIA PACIFIC MEDICAL CENTER - DAVIES CAMPUS HOSPITAL #380933,Ambulatory Surgery
Discharged/Transferred to a short term general hospital for inpatient care,1,0,2,1,CALIFORNIA PACIFIC MEDICAL CENTER - DAVIES CAMPUS HOSPITAL #380933,Ambulatory Surgery
Discharged/Transferred to an inpatient rehabilitation facility (IRF) including rehabilitation distinct part unit of a hospital,2,3,1,0,CALIFORNIA PACIFIC MEDICAL CENTER - DAVIES CAMPUS HOSPITAL #380933,Ambulatory Surgery
Discharged/Transferred to another type of health care institution not defined elsewhere in this code list,1,1,1,1,CALIFORNIA PACIFIC MEDICAL CENTER - DAVIES CAMPUS HOSPITAL #380933,Ambulatory Surgery
Discharged/Transferred to Court/Law Enforcement,0,0,1,1,CALIFORNIA PACIFIC MEDICAL CENTER - DAVIES CAMPUS HOSPITAL #380933,Ambulatory Surgery
Discharged/Transferred to home under care of organized home health service organization in anticipation of covered skilled care,0,0,3,0,CALIFORNIA PACIFIC MEDICAL CENTER - DAVIES CAMPUS HOSPITAL #380933,Ambulatory Surgery
Discharged/Transferred to skilled nursing facility (SNF) with Medicare certification in anticipation of covered skilled care,7,9,8,11,CALIFORNIA PACIFIC MEDICAL CENTER - DAVIES CAMPUS HOSPITAL #380933,Ambulatory Surgery
Not Provided/Blank,1,0,0,0,CALIFORNIA PACIFIC MEDICAL CENTER - DAVIES CAMPUS HOSPITAL #380933,Ambulatory Surgery
Discharged home with hospice care,0,0,1,1,CALIFORNIA PACIFIC MEDICAL CENTER - MISSION BERNAL CAMPUS #384202,Ambulatory Surgery
Discharged to home or self care (routine discharge),453,444,448,468,CALIFORNIA PACIFIC MEDICAL CENTER - MISSION BERNAL CAMPUS #384202,Ambulatory Surgery
"Discharged/Transferred to a nursing facility certified under Medicaid (Medi-Cal), but not certified under Medicare",1,0,1,0,CALIFORNIA PACIFIC MEDICAL CENTER - MISSION BERNAL CAMPUS #384202,Ambulatory Surgery
Discharged/Transferred to a short term general hospital for inpatient care,2,2,2,3,CALIFORNIA PACIFIC MEDICAL CENTER - MISSION BERNAL CAMPUS #384202,Ambulatory Surgery
Discharged/Transferred to another type of health care institution not defined elsewhere in this code list,1,2,1,0,CALIFORNIA PACIFIC MEDICAL CENTER - MISSION BERNAL CAMPUS #384202,Ambulatory Surgery
Discharged/Transferred to home under care of organized home health service organization in anticipation of covered skilled care,4,0,2,8,CALIFORNIA PACIFIC MEDICAL CENTER - MISSION BERNAL CAMPUS #384202,Ambulatory Surgery
Discharged/Transferred to skilled nursing facility (SNF) with Medicare certification in anticipation of covered skilled care,3,0,2,1,CALIFORNIA PACIFIC MEDICAL CENTER - MISSION BERNAL CAMPUS #384202,Ambulatory Surgery
Discharged home with hospice care,0,1,0,0,CALIFORNIA PACIFIC MEDICAL CENTER - VAN NESS CAMPUS #384176,Ambulatory Surgery
Discharged to a medical facility with hospice care,5,2,3,2,CALIFORNIA PACIFIC MEDICAL CENTER - VAN NESS CAMPUS #384176,Ambulatory Surgery
Discharged to home or self care (routine discharge),2729,2817,2962,2869,CALIFORNIA PACIFIC MEDICAL CENTER - VAN NESS CAMPUS #384176,Ambulatory Surgery
Discharged/Transferred to a Critical Access Hospital (CAH),2,1,5,2,CALIFORNIA PACIFIC MEDICAL CENTER - VAN NESS CAMPUS #384176,Ambulatory Surgery
Discharged/Transferred to a hospital-based Medicare approved swing bed,1,0,0,1,CALIFORNIA PACIFIC MEDICAL CENTER - VAN NESS CAMPUS #384176,Ambulatory Surgery
Discharged/Transferred to a Medicare certified long term care hospital (LTCH),2,1,0,0,CALIFORNIA PACIFIC MEDICAL CENTER - VAN NESS CAMPUS #384176,Ambulatory Surgery
"Discharged/Transferred to a nursing facility certified under Medicaid (Medi-Cal), but not certified under Medicare",1,6,6,6,CALIFORNIA PACIFIC MEDICAL CENTER - VAN NESS CAMPUS #384176,Ambulatory Surgery
Discharged/Transferred to a short term general hospital for inpatient care,29,37,25,46,CALIFORNIA PACIFIC MEDICAL CENTER - VAN NESS CAMPUS #384176,Ambulatory Surgery
Discharged/Transferred to an inpatient rehabilitation facility (IRF) including rehabilitation distinct part unit of a hospital,1,0,1,0,CALIFORNIA PACIFIC MEDICAL CENTER - VAN NESS CAMPUS #384176,Ambulatory Surgery
Discharged/Transferred to another type of health care institution not defined elsewhere in this code list,48,43,57,43,CALIFORNIA PACIFIC MEDICAL CENTER - VAN NESS CAMPUS #384176,Ambulatory Surgery
Discharged/Transferred to Court/Law Enforcement,2,4,0,1,CALIFORNIA PACIFIC MEDICAL CENTER - VAN NESS CAMPUS #384176,Ambulatory Surgery
Discharged/Transferred to home under care of organized home health service organization in anticipation of covered skilled care,4,3,4,0,CALIFORNIA PACIFIC MEDICAL CENTER - VAN NESS CAMPUS #384176,Ambulatory Surgery
Discharged/Transferred to skilled nursing facility (SNF) with Medicare certification in anticipation of covered skilled care,1,11,4,6,CALIFORNIA PACIFIC MEDICAL CENTER - VAN NESS CAMPUS #384176,Ambulatory Surgery
Error/Unknown,3,1,2,0,CALIFORNIA PACIFIC MEDICAL CENTER - VAN NESS CAMPUS #384176,Ambulatory Surgery
Left against medical advice or discontinued care,1,1,2,0,CALIFORNIA PACIFIC MEDICAL CENTER - VAN NESS CAMPUS #384176,Ambulatory Surgery
Discharged to a medical facility with hospice care,0,0,1,0,CASA COLINA HOSPITAL #190137,Ambulatory Surgery
Discharged to home or self care (routine discharge),694,755,753,769,CASA COLINA HOSPITAL #190137,Ambulatory Surgery
Discharged/Transferred to a Medicare certified long term care hospital (LTCH),1,1,0,0,CASA COLINA HOSPITAL #190137,Ambulatory Surgery
Discharged/Transferred to a short term general hospital for inpatient care,1,0,0,1,CASA COLINA HOSPITAL #190137,Ambulatory Surgery
Discharged/Transferred to an inpatient rehabilitation facility (IRF) including rehabilitation distinct part unit of a hospital,0,1,3,0,CASA COLINA HOSPITAL #190137,Ambulatory Surgery
Discharged/Transferred to home under care of organized home health service organization in anticipation of covered skilled care,52,68,61,5,CASA COLINA HOSPITAL #190137,Ambulatory Surgery
Discharged/Transferred to skilled nursing facility (SNF) with Medicare certification in anticipation of covered skilled care,1,0,0,0,CASA COLINA HOSPITAL #190137,Ambulatory Surgery
Discharged to home or self care (routine discharge),752,813,762,839,CEDARS-SINAI MARINA HOSPITAL #190500,Ambulatory Surgery
Discharged/Transferred to a short term general hospital for inpatient care,0,2,0,1,CEDARS-SINAI MARINA HOSPITAL #190500,Ambulatory Surgery
Discharged/Transferred to an inpatient rehabilitation facility (IRF) including rehabilitation distinct part unit of a hospital,1,0,0,0,CEDARS-SINAI MARINA HOSPITAL #190500,Ambulatory Surgery
Discharged/Transferred to home under care of organized home health service organization in anticipation of covered skilled care,10,26,20,10,CEDARS-SINAI MARINA HOSPITAL #190500,Ambulatory Surgery
Discharged/Transferred to skilled nursing facility (SNF) with Medicare certification in anticipation of covered skilled care,2,0,0,1,CEDARS-SINAI MARINA HOSPITAL #190500,Ambulatory Surgery
Left against medical advice or discontinued care,2,1,0,0,CEDARS-SINAI MARINA HOSPITAL #190500,Ambulatory Surgery
Not Provided/Blank,0,0,0,1,CEDARS-SINAI MARINA HOSPITAL #190500,Ambulatory Surgery
Discharged to home or self care (routine discharge),4987,5141,5230,5256,CEDARS-SINAI MEDICAL CENTER #190555,Ambulatory Surgery
Discharged/Transferred to a facility that provides custodial or supportive care (includes Intermediate Care Facility),0,0,2,0,CEDARS-SINAI MEDICAL CENTER #190555,Ambulatory Surgery
Discharged/Transferred to a hospital-based Medicare approved swing bed,0,0,1,0,CEDARS-SINAI MEDICAL CENTER #190555,Ambulatory Surgery
"Discharged/Transferred to a Nursing Facility certified under Medicaid (Medi-Cal), but not certified under Medicare with a Planned Acute Care Hospital Inpatient Readmission",0,0,1,0,CEDARS-SINAI MEDICAL CENTER #190555,Ambulatory Surgery
Discharged/Transferred to a short term general hospital for inpatient care,3,4,1,2,CEDARS-SINAI MEDICAL CENTER #190555,Ambulatory Surgery
Discharged/Transferred to an inpatient rehabilitation facility (IRF) including rehabilitation distinct part unit of a hospital,3,0,1,0,CEDARS-SINAI MEDICAL CENTER #190555,Ambulatory Surgery
Discharged/Transferred to home under care of organized home health service organization in anticipation of covered skilled care,43,41,39,39,CEDARS-SINAI MEDICAL CENTER #190555,Ambulatory Surgery
Discharged/Transferred to skilled nursing facility (SNF) with Medicare certification in anticipation of covered skilled care,12,8,23,14,CEDARS-SINAI MEDICAL CENTER #190555,Ambulatory Surgery
Left against medical advice or discontinued care,3,0,4,1,CEDARS-SINAI MEDICAL CENTER #190555,Ambulatory Surgery
Not Provided/Blank,2,4,0,0,CEDARS-SINAI MEDICAL CENTER #190555,Ambulatory Surgery
Other,0,0,1,1,CEDARS-SINAI MEDICAL CENTER #190555,Ambulatory Surgery
Discharged to home or self care (routine discharge),95,103,96,118,CENTINELA HOSPITAL MEDICAL CENTER #190148,Ambulatory Surgery
Discharged/Transferred to skilled nursing facility (SNF) with Medicare certification in anticipation of covered skilled care,1,0,0,0,CENTINELA HOSPITAL MEDICAL CENTER #190148,Ambulatory Surgery
Discharged to home or self care (routine discharge),281,331,371,338,CENTRAL CALIFORNIA DENTAL SURGERY CENTER #244030,Ambulatory Surgery
Discharged to home or self care (routine discharge),140,127,117,120,CHAPMAN GLOBAL MEDICAL CENTER #301140,Ambulatory Surgery
Discharged/Transferred to a Medicare certified long term care hospital (LTCH),1,0,0,0,CHAPMAN GLOBAL MEDICAL CENTER #301140,Ambulatory Surgery
Discharged/Transferred to skilled nursing facility (SNF) with Medicare certification in anticipation of covered skilled care,0,0,1,0,CHAPMAN GLOBAL MEDICAL CENTER #301140,Ambulatory Surgery
Discharged to home or self care (routine discharge),90,94,113,94,CHILDREN'S HOSPITAL AT MISSION #304113,Ambulatory Surgery
Discharged/Transferred to a designated Cancer Center or Children's Hospital,0,1,0,0,CHILDREN'S HOSPITAL AT MISSION #304113,Ambulatory Surgery
Discharged to home or self care (routine discharge),3531,3688,3928,3552,CHILDREN'S HOSPITAL OF LOS ANGELES #190170,Ambulatory Surgery
Not Provided/Blank,15,0,0,0,CHILDREN'S HOSPITAL OF LOS ANGELES #190170,Ambulatory Surgery
Discharged to home or self care (routine discharge),2908,2859,2797,2752,CHILDREN'S HOSPITAL OF ORANGE COUNTY #300032,Ambulatory Surgery
Discharged/Transferred to a facility that provides custodial or supportive care (includes Intermediate Care Facility),0,2,0,1,CHILDREN'S HOSPITAL OF ORANGE COUNTY #300032,Ambulatory Surgery
Discharged/Transferred to a short term general hospital for inpatient care,0,1,1,0,CHILDREN'S HOSPITAL OF ORANGE COUNTY #300032,Ambulatory Surgery
Discharged/Transferred to an inpatient rehabilitation facility (IRF) including rehabilitation distinct part unit of a hospital,1,0,0,1,CHILDREN'S HOSPITAL OF ORANGE COUNTY #300032,Ambulatory Surgery
Discharged/Transferred to another type of health care institution not defined elsewhere in this code list,0,1,0,1,CHILDREN'S HOSPITAL OF ORANGE COUNTY #300032,Ambulatory Surgery
Discharged/Transferred to Court/Law Enforcement,0,0,0,1,CHILDREN'S HOSPITAL OF ORANGE COUNTY #300032,Ambulatory Surgery
Discharged/Transferred to home under care of organized home health service organization in anticipation of covered skilled care,3,4,7,4,CHILDREN'S HOSPITAL OF ORANGE COUNTY #300032,Ambulatory Surgery
Discharged/Transferred to skilled nursing facility (SNF) with Medicare certification in anticipation of covered skilled care,3,0,0,1,CHILDREN'S HOSPITAL OF ORANGE COUNTY #300032,Ambulatory Surgery
Left against medical advice or discontinued care,0,0,1,1,CHILDREN'S HOSPITAL OF ORANGE COUNTY #300032,Ambulatory Surgery
Discharged to home or self care (routine discharge),664,730,705,705,CHINESE HOSPITAL #382715,Ambulatory Surgery
