PREFERRED LANGUAGE SPOKEN,PREFERRED LANGUAGE SPOKEN_1,Q1 2024,Q2 2024,Q3 2024,Q4 2024,Facility,Report
TGL,Tagalog,1,1,0,1,AHMC ANAHEIM REGIONAL MEDICAL CENTER #301098,Ambulatory Surgery
THA,Thai,0,1,0,0,AHMC ANAHEIM REGIONAL MEDICAL CENTER #301098,Ambulatory Surgery
TON,Tonga,0,0,0,1,AHMC ANAHEIM REGIONAL MEDICAL CENTER #301098,Ambulatory Surgery
UKR,Ukrainian,0,0,0,1,AHMC ANAHEIM REGIONAL MEDICAL CENTER #301098,Ambulatory Surgery
URD,Urdu,0,0,1,1,AHMC ANAHEIM REGIONAL MEDICAL CENTER #301098,Ambulatory Surgery
VIE,Vietnamese,15,5,21,10,AHMC ANAHEIM REGIONAL MEDICAL CENTER #301098,Ambulatory Surgery
999,Unknown,0,5,1,4,AHMC ANAHEIM REGIONAL MEDICAL CENTER #301098,Ambulatory Surgery
ARA,Arabic,6,7,10,0,AHMC SETON MEDICAL CENTER #410817,Ambulatory Surgery
BUR,Burmese,4,4,5,4,AHMC SETON MEDICAL CENTER #410817,Ambulatory Surgery
CHI,Chinese,37,65,70,62,AHMC SETON MEDICAL CENTER #410817,Ambulatory Surgery
ENG,English,455,477,435,452,AHMC SETON MEDICAL CENTER #410817,Ambulatory Surgery
CPF,French Creole,1,1,0,0,AHMC SETON MEDICAL CENTER #410817,Ambulatory Surgery
HIN,Hindi,0,2,0,1,AHMC SETON MEDICAL CENTER #410817,Ambulatory Surgery
IND,Indonesian,0,0,0,2,AHMC SETON MEDICAL CENTER #410817,Ambulatory Surgery
JPN,Japanese,1,0,2,1,AHMC SETON MEDICAL CENTER #410817,Ambulatory Surgery
KOR,Korean,2,0,0,2,AHMC SETON MEDICAL CENTER #410817,Ambulatory Surgery
,Not Provided/Blank,0,0,1,0,AHMC SETON MEDICAL CENTER #410817,Ambulatory Surgery
RUS,Russian,1,2,2,6,AHMC SETON MEDICAL CENTER #410817,Ambulatory Surgery
SGN,Sign Language,0,0,1,0,AHMC SETON MEDICAL CENTER #410817,Ambulatory Surgery
SPA,Spanish,22,29,26,34,AHMC SETON MEDICAL CENTER #410817,Ambulatory Surgery
TGL,Tagalog,63,84,91,80,AHMC SETON MEDICAL CENTER #410817,Ambulatory Surgery
THA,Thai,0,2,0,2,AHMC SETON MEDICAL CENTER #410817,Ambulatory Surgery
UKR,Ukrainian,2,0,0,0,AHMC SETON MEDICAL CENTER #410817,Ambulatory Surgery
VIE,Vietnamese,1,6,2,6,AHMC SETON MEDICAL CENTER #410817,Ambulatory Surgery
999,Unknown,0,0,1,0,AHMC SETON MEDICAL CENTER #410817,Ambulatory Surgery
AMH,Amharic,3,1,0,4,ALAMEDA HOSPITAL #010735,Ambulatory Surgery
ARA,Arabic,2,3,1,0,ALAMEDA HOSPITAL #010735,Ambulatory Surgery
BOS,Bosnian,1,2,0,0,ALAMEDA HOSPITAL #010735,Ambulatory Surgery
YUE,Cantonese; Yue Chinese,7,8,7,5,ALAMEDA HOSPITAL #010735,Ambulatory Surgery
CHI,Chinese,1,0,0,0,ALAMEDA HOSPITAL #010735,Ambulatory Surgery
ENG,English,233,198,119,110,ALAMEDA HOSPITAL #010735,Ambulatory Surgery
PES,Farsi,3,0,0,0,ALAMEDA HOSPITAL #010735,Ambulatory Surgery
HIN,Hindi,3,0,1,0,ALAMEDA HOSPITAL #010735,Ambulatory Surgery
IBO,Igbo,2,2,0,0,ALAMEDA HOSPITAL #010735,Ambulatory Surgery
KOR,Korean,1,1,3,1,ALAMEDA HOSPITAL #010735,Ambulatory Surgery
LAO,Lao,0,1,0,0,ALAMEDA HOSPITAL #010735,Ambulatory Surgery
MAL,Malayalam,0,1,0,0,ALAMEDA HOSPITAL #010735,Ambulatory Surgery
CMN,Mandarin,2,2,0,0,ALAMEDA HOSPITAL #010735,Ambulatory Surgery
IUM,Mien; lu Mien,6,3,0,1,ALAMEDA HOSPITAL #010735,Ambulatory Surgery
MKH,Mon-Khmer,4,1,0,1,ALAMEDA HOSPITAL #010735,Ambulatory Surgery
PAN,Panjabi; Punjabi,2,2,2,0,ALAMEDA HOSPITAL #010735,Ambulatory Surgery
PER,Persian,2,1,0,3,ALAMEDA HOSPITAL #010735,Ambulatory Surgery
POR,Portuguese,0,0,2,0,ALAMEDA HOSPITAL #010735,Ambulatory Surgery
RUS,Russian,1,0,0,0,ALAMEDA HOSPITAL #010735,Ambulatory Surgery
SGN,Sign Language,1,0,0,0,ALAMEDA HOSPITAL #010735,Ambulatory Surgery
SPA,Spanish,126,162,57,53,ALAMEDA HOSPITAL #010735,Ambulatory Surgery
SWA,Swahili,0,1,0,0,ALAMEDA HOSPITAL #010735,Ambulatory Surgery
TGL,Tagalog,5,5,0,0,ALAMEDA HOSPITAL #010735,Ambulatory Surgery
TIR,Tigrinya,2,3,0,0,ALAMEDA HOSPITAL #010735,Ambulatory Surgery
TON,Tonga,1,0,0,0,ALAMEDA HOSPITAL #010735,Ambulatory Surgery
VIE,Vietnamese,10,2,3,5,ALAMEDA HOSPITAL #010735,Ambulatory Surgery
YOR,Yoruba,0,1,0,0,ALAMEDA HOSPITAL #010735,Ambulatory Surgery
999,Unknown,2,6,0,1,ALAMEDA HOSPITAL #010735,Ambulatory Surgery
ARA,Arabic,1,0,2,0,ALHAMBRA HOSPITAL MEDICAL CENTER #190017,Ambulatory Surgery
BUR,Burmese,0,0,0,1,ALHAMBRA HOSPITAL MEDICAL CENTER #190017,Ambulatory Surgery
YUE,Cantonese; Yue Chinese,124,55,75,75,ALHAMBRA HOSPITAL MEDICAL CENTER #190017,Ambulatory Surgery
CHI,Chinese,2,6,8,4,ALHAMBRA HOSPITAL MEDICAL CENTER #190017,Ambulatory Surgery
ENG,English,97,112,128,92,ALHAMBRA HOSPITAL MEDICAL CENTER #190017,Ambulatory Surgery
IND,Indonesian,0,0,1,0,ALHAMBRA HOSPITAL MEDICAL CENTER #190017,Ambulatory Surgery
CMN,Mandarin,81,93,123,92,ALHAMBRA HOSPITAL MEDICAL CENTER #190017,Ambulatory Surgery
MKH,Mon-Khmer,0,0,1,1,ALHAMBRA HOSPITAL MEDICAL CENTER #190017,Ambulatory Surgery
SGN,Sign Language,0,0,0,1,ALHAMBRA HOSPITAL MEDICAL CENTER #190017,Ambulatory Surgery
SPA,Spanish,26,38,41,27,ALHAMBRA HOSPITAL MEDICAL CENTER #190017,Ambulatory Surgery
TGL,Tagalog,1,0,1,1,ALHAMBRA HOSPITAL MEDICAL CENTER #190017,Ambulatory Surgery
VIE,Vietnamese,26,14,18,13,ALHAMBRA HOSPITAL MEDICAL CENTER #190017,Ambulatory Surgery
ENG,English,413,380,399,259,ALL KIDS DENTAL SURGERY CENTER #154169,Ambulatory Surgery
SPA,Spanish,120,118,100,60,ALL KIDS DENTAL SURGERY CENTER #154169,Ambulatory Surgery
AMH,Amharic,0,1,0,1,ALTA BATES SUMMIT MEDICAL CENTER #010937,Ambulatory Surgery
ARA,Arabic,4,4,4,1,ALTA BATES SUMMIT MEDICAL CENTER #010937,Ambulatory Surgery
BEN,Bengali,0,0,1,0,ALTA BATES SUMMIT MEDICAL CENTER #010937,Ambulatory Surgery
BOS,Bosnian,0,0,0,1,ALTA BATES SUMMIT MEDICAL CENTER #010937,Ambulatory Surgery
BUR,Burmese,0,1,0,1,ALTA BATES SUMMIT MEDICAL CENTER #010937,Ambulatory Surgery
YUE,Cantonese; Yue Chinese,55,54,70,69,ALTA BATES SUMMIT MEDICAL CENTER #010937,Ambulatory Surgery
CHI,Chinese,0,1,1,6,ALTA BATES SUMMIT MEDICAL CENTER #010937,Ambulatory Surgery
ENG,English,1106,1204,1188,1219,ALTA BATES SUMMIT MEDICAL CENTER #010937,Ambulatory Surgery
EPO,Esperanto,1,0,0,0,ALTA BATES SUMMIT MEDICAL CENTER #010937,Ambulatory Surgery
PES,Farsi,0,0,0,3,ALTA BATES SUMMIT MEDICAL CENTER #010937,Ambulatory Surgery
FRE,French,0,1,1,3,ALTA BATES SUMMIT MEDICAL CENTER #010937,Ambulatory Surgery
GER,German,0,0,0,1,ALTA BATES SUMMIT MEDICAL CENTER #010937,Ambulatory Surgery
HIN,Hindi,1,3,3,1,ALTA BATES SUMMIT MEDICAL CENTER #010937,Ambulatory Surgery
ITA,Italian,0,0,1,0,ALTA BATES SUMMIT MEDICAL CENTER #010937,Ambulatory Surgery
JPN,Japanese,1,0,1,0,ALTA BATES SUMMIT MEDICAL CENTER #010937,Ambulatory Surgery
KOR,Korean,5,2,4,3,ALTA BATES SUMMIT MEDICAL CENTER #010937,Ambulatory Surgery
LAO,Lao,0,2,1,0,ALTA BATES SUMMIT MEDICAL CENTER #010937,Ambulatory Surgery
CMN,Mandarin,20,15,21,12,ALTA BATES SUMMIT MEDICAL CENTER #010937,Ambulatory Surgery
MAR,Marathi,0,0,0,1,ALTA BATES SUMMIT MEDICAL CENTER #010937,Ambulatory Surgery
IUM,Mien; lu Mien,0,1,0,1,ALTA BATES SUMMIT MEDICAL CENTER #010937,Ambulatory Surgery
MON,Mongolian,1,0,1,1,ALTA BATES SUMMIT MEDICAL CENTER #010937,Ambulatory Surgery
MKH,Mon-Khmer,3,1,0,5,ALTA BATES SUMMIT MEDICAL CENTER #010937,Ambulatory Surgery
PAN,Panjabi; Punjabi,0,3,2,3,ALTA BATES SUMMIT MEDICAL CENTER #010937,Ambulatory Surgery
PUS,Pashto,1,0,0,1,ALTA BATES SUMMIT MEDICAL CENTER #010937,Ambulatory Surgery
PER,Persian,1,1,1,0,ALTA BATES SUMMIT MEDICAL CENTER #010937,Ambulatory Surgery
POR,Portuguese,2,1,3,1,ALTA BATES SUMMIT MEDICAL CENTER #010937,Ambulatory Surgery
RUM,Romanian,0,0,1,0,ALTA BATES SUMMIT MEDICAL CENTER #010937,Ambulatory Surgery
RUS,Russian,2,1,1,3,ALTA BATES SUMMIT MEDICAL CENTER #010937,Ambulatory Surgery
SPA,Spanish,101,120,138,132,ALTA BATES SUMMIT MEDICAL CENTER #010937,Ambulatory Surgery
TGL,Tagalog,3,3,6,4,ALTA BATES SUMMIT MEDICAL CENTER #010937,Ambulatory Surgery
TEL,Telugu,0,0,0,1,ALTA BATES SUMMIT MEDICAL CENTER #010937,Ambulatory Surgery
THA,Thai,0,0,0,1,ALTA BATES SUMMIT MEDICAL CENTER #010937,Ambulatory Surgery
TIR,Tigrinya,0,2,0,1,ALTA BATES SUMMIT MEDICAL CENTER #010937,Ambulatory Surgery
UKR,Ukrainian,0,0,1,0,ALTA BATES SUMMIT MEDICAL CENTER #010937,Ambulatory Surgery
URD,Urdu,0,0,0,1,ALTA BATES SUMMIT MEDICAL CENTER #010937,Ambulatory Surgery
VIE,Vietnamese,11,16,14,16,ALTA BATES SUMMIT MEDICAL CENTER #010937,Ambulatory Surgery
999,Unknown,5,10,1,5,ALTA BATES SUMMIT MEDICAL CENTER #010937,Ambulatory Surgery
ARA,Arabic,0,2,1,3,ANAHEIM GLOBAL MEDICAL CENTER #301188,Ambulatory Surgery
ENG,English,85,109,74,97,ANAHEIM GLOBAL MEDICAL CENTER #301188,Ambulatory Surgery
KOR,Korean,1,0,2,1,ANAHEIM GLOBAL MEDICAL CENTER #301188,Ambulatory Surgery
SPA,Spanish,24,67,47,42,ANAHEIM GLOBAL MEDICAL CENTER #301188,Ambulatory Surgery
TGL,Tagalog,0,1,0,1,ANAHEIM GLOBAL MEDICAL CENTER #301188,Ambulatory Surgery
VIE,Vietnamese,0,0,1,1,ANAHEIM GLOBAL MEDICAL CENTER #301188,Ambulatory Surgery
ARA,Arabic,1,2,1,1,ARROWHEAD REGIONAL MEDICAL CENTER #364231,Ambulatory Surgery
BEN,Bengali,0,0,1,0,ARROWHEAD REGIONAL MEDICAL CENTER #364231,Ambulatory Surgery
YUE,Cantonese; Yue Chinese,0,0,0,2,ARROWHEAD REGIONAL MEDICAL CENTER #364231,Ambulatory Surgery
CHI,Chinese,0,0,0,1,ARROWHEAD REGIONAL MEDICAL CENTER #364231,Ambulatory Surgery
ENG,English,489,540,476,518,ARROWHEAD REGIONAL MEDICAL CENTER #364231,Ambulatory Surgery
HIN,Hindi,0,1,0,4,ARROWHEAD REGIONAL MEDICAL CENTER #364231,Ambulatory Surgery
IBO,Igbo,0,0,1,0,ARROWHEAD REGIONAL MEDICAL CENTER #364231,Ambulatory Surgery
IND,Indonesian,0,1,2,0,ARROWHEAD REGIONAL MEDICAL CENTER #364231,Ambulatory Surgery
CMN,Mandarin,0,0,0,7,ARROWHEAD REGIONAL MEDICAL CENTER #364231,Ambulatory Surgery
MKH,Mon-Khmer,0,0,0,2,ARROWHEAD REGIONAL MEDICAL CENTER #364231,Ambulatory Surgery
NAV,Navajo,1,0,1,0,ARROWHEAD REGIONAL MEDICAL CENTER #364231,Ambulatory Surgery
PAN,Panjabi; Punjabi,3,0,3,3,ARROWHEAD REGIONAL MEDICAL CENTER #364231,Ambulatory Surgery
POL,Polish,0,0,0,1,ARROWHEAD REGIONAL MEDICAL CENTER #364231,Ambulatory Surgery
POR,Portuguese,0,0,0,1,ARROWHEAD REGIONAL MEDICAL CENTER #364231,Ambulatory Surgery
RUS,Russian,1,2,2,1,ARROWHEAD REGIONAL MEDICAL CENTER #364231,Ambulatory Surgery
SGN,Sign Language,0,1,0,0,ARROWHEAD REGIONAL MEDICAL CENTER #364231,Ambulatory Surgery
SPA,Spanish,284,275,285,284,ARROWHEAD REGIONAL MEDICAL CENTER #364231,Ambulatory Surgery
TGL,Tagalog,2,2,1,1,ARROWHEAD REGIONAL MEDICAL CENTER #364231,Ambulatory Surgery
THA,Thai,1,0,0,0,ARROWHEAD REGIONAL MEDICAL CENTER #364231,Ambulatory Surgery
VIE,Vietnamese,0,5,5,3,ARROWHEAD REGIONAL MEDICAL CENTER #364231,Ambulatory Surgery
999,Unknown,3,1,2,0,ARROWHEAD REGIONAL MEDICAL CENTER #364231,Ambulatory Surgery
AMH,Amharic,1,0,0,0,BAKERSFIELD MEMORIAL HOSPITAL #150722,Ambulatory Surgery
ARA,Arabic,5,4,5,3,BAKERSFIELD MEMORIAL HOSPITAL #150722,Ambulatory Surgery
CHI,Chinese,0,1,0,0,BAKERSFIELD MEMORIAL HOSPITAL #150722,Ambulatory Surgery
ENG,English,1581,1721,1638,1550,BAKERSFIELD MEMORIAL HOSPITAL #150722,Ambulatory Surgery
GUJ,Gujarati,0,0,1,1,BAKERSFIELD MEMORIAL HOSPITAL #150722,Ambulatory Surgery
HIN,Hindi,1,1,0,1,BAKERSFIELD MEMORIAL HOSPITAL #150722,Ambulatory Surgery
ILO,Ilocano; Iloko,0,0,1,0,BAKERSFIELD MEMORIAL HOSPITAL #150722,Ambulatory Surgery
ITA,Italian,0,0,1,1,BAKERSFIELD MEMORIAL HOSPITAL #150722,Ambulatory Surgery
KOR,Korean,1,2,1,0,BAKERSFIELD MEMORIAL HOSPITAL #150722,Ambulatory Surgery
MKH,Mon-Khmer,1,0,2,1,BAKERSFIELD MEMORIAL HOSPITAL #150722,Ambulatory Surgery
PAN,Panjabi; Punjabi,14,11,13,16,BAKERSFIELD MEMORIAL HOSPITAL #150722,Ambulatory Surgery
PUS,Pashto,2,0,0,1,BAKERSFIELD MEMORIAL HOSPITAL #150722,Ambulatory Surgery
POR,Portuguese,0,0,0,1,BAKERSFIELD MEMORIAL HOSPITAL #150722,Ambulatory Surgery
SMO,Samoan,0,0,0,1,BAKERSFIELD MEMORIAL HOSPITAL #150722,Ambulatory Surgery
SGN,Sign Language,0,0,0,3,BAKERSFIELD MEMORIAL HOSPITAL #150722,Ambulatory Surgery
SPA,Spanish,435,460,450,400,BAKERSFIELD MEMORIAL HOSPITAL #150722,Ambulatory Surgery
TGL,Tagalog,2,7,7,8,BAKERSFIELD MEMORIAL HOSPITAL #150722,Ambulatory Surgery
URD,Urdu,1,0,0,0,BAKERSFIELD MEMORIAL HOSPITAL #150722,Ambulatory Surgery
VIE,Vietnamese,3,3,0,1,BAKERSFIELD MEMORIAL HOSPITAL #150722,Ambulatory Surgery
ZAP,Zapotec,0,0,1,0,BAKERSFIELD MEMORIAL HOSPITAL #150722,Ambulatory Surgery
999,Unknown,1,2,1,2,BAKERSFIELD MEMORIAL HOSPITAL #150722,Ambulatory Surgery
ENG,English,122,119,100,124,BANNER LASSEN MEDICAL CENTER #184008,Ambulatory Surgery
SPA,Spanish,2,2,2,2,BANNER LASSEN MEDICAL CENTER #184008,Ambulatory Surgery
CHI,Chinese,1,0,0,0,"BARNES DENTAL SURGERY CENTER, INC. #544088",Ambulatory Surgery
ENG,English,120,115,98,74,"BARNES DENTAL SURGERY CENTER, INC. #544088",Ambulatory Surgery
HMN,Hmong,0,1,0,0,"BARNES DENTAL SURGERY CENTER, INC. #544088",Ambulatory Surgery
PAN,Panjabi; Punjabi,0,1,0,0,"BARNES DENTAL SURGERY CENTER, INC. #544088",Ambulatory Surgery
SPA,Spanish,40,27,20,13,"BARNES DENTAL SURGERY CENTER, INC. #544088",Ambulatory Surgery
VIE,Vietnamese,0,0,1,0,"BARNES DENTAL SURGERY CENTER, INC. #544088",Ambulatory Surgery
YUE,Cantonese; Yue Chinese,0,0,1,0,BARTON MEMORIAL HOSPITAL #090793,Ambulatory Surgery
ENG,English,759,808,753,842,BARTON MEMORIAL HOSPITAL #090793,Ambulatory Surgery
GUJ,Gujarati,0,0,1,0,BARTON MEMORIAL HOSPITAL #090793,Ambulatory Surgery
RUS,Russian,3,0,1,0,BARTON MEMORIAL HOSPITAL #090793,Ambulatory Surgery
SGN,Sign Language,0,0,1,2,BARTON MEMORIAL HOSPITAL #090793,Ambulatory Surgery
SPA,Spanish,54,65,60,55,BARTON MEMORIAL HOSPITAL #090793,Ambulatory Surgery
TGL,Tagalog,2,0,2,1,BARTON MEMORIAL HOSPITAL #090793,Ambulatory Surgery
ARA,Arabic,2,2,0,4,BAY AREA DENTAL SURGERY CENTER #434211,Ambulatory Surgery
CHI,Chinese,2,4,4,3,BAY AREA DENTAL SURGERY CENTER #434211,Ambulatory Surgery
ENG,English,160,187,185,174,BAY AREA DENTAL SURGERY CENTER #434211,Ambulatory Surgery
PES,Farsi,1,0,0,0,BAY AREA DENTAL SURGERY CENTER #434211,Ambulatory Surgery
FIL,Filipino,0,1,0,0,BAY AREA DENTAL SURGERY CENTER #434211,Ambulatory Surgery
HEB,Hebrew,0,0,0,1,BAY AREA DENTAL SURGERY CENTER #434211,Ambulatory Surgery
IND,Indonesian,0,0,0,1,BAY AREA DENTAL SURGERY CENTER #434211,Ambulatory Surgery
KOR,Korean,0,0,1,0,BAY AREA DENTAL SURGERY CENTER #434211,Ambulatory Surgery
CMN,Mandarin,1,0,0,0,BAY AREA DENTAL SURGERY CENTER #434211,Ambulatory Surgery
MON,Mongolian,0,0,0,1,BAY AREA DENTAL SURGERY CENTER #434211,Ambulatory Surgery
NEP,Nepali,0,1,0,1,BAY AREA DENTAL SURGERY CENTER #434211,Ambulatory Surgery
PAN,Panjabi; Punjabi,2,1,0,3,BAY AREA DENTAL SURGERY CENTER #434211,Ambulatory Surgery
PUS,Pashto,1,0,0,0,BAY AREA DENTAL SURGERY CENTER #434211,Ambulatory Surgery
PER,Persian,0,1,1,2,BAY AREA DENTAL SURGERY CENTER #434211,Ambulatory Surgery
POR,Portuguese,0,1,1,1,BAY AREA DENTAL SURGERY CENTER #434211,Ambulatory Surgery
RUS,Russian,6,2,2,1,BAY AREA DENTAL SURGERY CENTER #434211,Ambulatory Surgery
SOM,Somali,0,0,0,1,BAY AREA DENTAL SURGERY CENTER #434211,Ambulatory Surgery
SPA,Spanish,181,166,169,155,BAY AREA DENTAL SURGERY CENTER #434211,Ambulatory Surgery
TGL,Tagalog,1,0,0,0,BAY AREA DENTAL SURGERY CENTER #434211,Ambulatory Surgery
TEL,Telugu,0,0,0,1,BAY AREA DENTAL SURGERY CENTER #434211,Ambulatory Surgery
TUR,Turkish,1,0,1,1,BAY AREA DENTAL SURGERY CENTER #434211,Ambulatory Surgery
URD,Urdu,0,0,1,1,BAY AREA DENTAL SURGERY CENTER #434211,Ambulatory Surgery
VIE,Vietnamese,14,6,8,5,BAY AREA DENTAL SURGERY CENTER #434211,Ambulatory Surgery
ENG,English,7,20,19,33,BEAR VALLEY COMMUNITY HOSPITAL #361110,Ambulatory Surgery
AFR,Afrikaans,0,1,2,0,"BEVERLY HILLS INTEGRATED SURGICAL, INC. #197833",Ambulatory Surgery
AMH,Amharic,0,0,1,0,"BEVERLY HILLS INTEGRATED SURGICAL, INC. #197833",Ambulatory Surgery
ARA,Arabic,0,0,3,0,"BEVERLY HILLS INTEGRATED SURGICAL, INC. #197833",Ambulatory Surgery
ARM,Armenian,0,0,15,0,"BEVERLY HILLS INTEGRATED SURGICAL, INC. #197833",Ambulatory Surgery
BEN,Bengali,0,0,1,0,"BEVERLY HILLS INTEGRATED SURGICAL, INC. #197833",Ambulatory Surgery
BUL,Bulgarian,0,0,2,0,"BEVERLY HILLS INTEGRATED SURGICAL, INC. #197833",Ambulatory Surgery
CAT,Catalan,0,0,1,0,"BEVERLY HILLS INTEGRATED SURGICAL, INC. #197833",Ambulatory Surgery
CHA,Chamorro,0,0,1,0,"BEVERLY HILLS INTEGRATED SURGICAL, INC. #197833",Ambulatory Surgery
CHI,Chinese,0,0,7,0,"BEVERLY HILLS INTEGRATED SURGICAL, INC. #197833",Ambulatory Surgery
DUT,Dutch,0,0,2,0,"BEVERLY HILLS INTEGRATED SURGICAL, INC. #197833",Ambulatory Surgery
EGY,Egyptian Ancient,0,0,1,0,"BEVERLY HILLS INTEGRATED SURGICAL, INC. #197833",Ambulatory Surgery
ENG,English,243,202,139,215,"BEVERLY HILLS INTEGRATED SURGICAL, INC. #197833",Ambulatory Surgery
FIL,Filipino,0,0,2,0,"BEVERLY HILLS INTEGRATED SURGICAL, INC. #197833",Ambulatory Surgery
FRE,French,0,0,2,0,"BEVERLY HILLS INTEGRATED SURGICAL, INC. #197833",Ambulatory Surgery
CPF,French Creole,0,0,1,0,"BEVERLY HILLS INTEGRATED SURGICAL, INC. #197833",Ambulatory Surgery
GER,German,0,0,1,0,"BEVERLY HILLS INTEGRATED SURGICAL, INC. #197833",Ambulatory Surgery
GRE,Greek,0,0,1,0,"BEVERLY HILLS INTEGRATED SURGICAL, INC. #197833",Ambulatory Surgery
GLE,Irish,0,0,1,0,"BEVERLY HILLS INTEGRATED SURGICAL, INC. #197833",Ambulatory Surgery
ITA,Italian,0,0,2,0,"BEVERLY HILLS INTEGRATED SURGICAL, INC. #197833",Ambulatory Surgery
JPN,Japanese,0,0,1,0,"BEVERLY HILLS INTEGRATED SURGICAL, INC. #197833",Ambulatory Surgery
KOR,Korean,1,0,1,0,"BEVERLY HILLS INTEGRATED SURGICAL, INC. #197833",Ambulatory Surgery
CMN,Mandarin,0,0,2,0,"BEVERLY HILLS INTEGRATED SURGICAL, INC. #197833",Ambulatory Surgery
SPA,Spanish,17,15,53,1,"BEVERLY HILLS INTEGRATED SURGICAL, INC. #197833",Ambulatory Surgery
TUR,Turkish,0,0,1,0,"BEVERLY HILLS INTEGRATED SURGICAL, INC. #197833",Ambulatory Surgery
999,Unknown,0,0,1,0,"BEVERLY HILLS INTEGRATED SURGICAL, INC. #197833",Ambulatory Surgery
AMH,Amharic,2,0,2,1,CALIFORNIA HOSPITAL MEDICAL CENTER - LOS ANGELES #190125,Ambulatory Surgery
ARA,Arabic,0,2,0,0,CALIFORNIA HOSPITAL MEDICAL CENTER - LOS ANGELES #190125,Ambulatory Surgery
ARM,Armenian,0,2,1,4,CALIFORNIA HOSPITAL MEDICAL CENTER - LOS ANGELES #190125,Ambulatory Surgery
BEN,Bengali,2,1,0,0,CALIFORNIA HOSPITAL MEDICAL CENTER - LOS ANGELES #190125,Ambulatory Surgery
BUR,Burmese,0,0,0,1,CALIFORNIA HOSPITAL MEDICAL CENTER - LOS ANGELES #190125,Ambulatory Surgery
YUE,Cantonese; Yue Chinese,2,3,3,3,CALIFORNIA HOSPITAL MEDICAL CENTER - LOS ANGELES #190125,Ambulatory Surgery
CHI,Chinese,1,0,0,1,CALIFORNIA HOSPITAL MEDICAL CENTER - LOS ANGELES #190125,Ambulatory Surgery
ENG,English,617,561,611,506,CALIFORNIA HOSPITAL MEDICAL CENTER - LOS ANGELES #190125,Ambulatory Surgery
PES,Farsi,0,1,0,1,CALIFORNIA HOSPITAL MEDICAL CENTER - LOS ANGELES #190125,Ambulatory Surgery
FRE,French,0,0,1,0,CALIFORNIA HOSPITAL MEDICAL CENTER - LOS ANGELES #190125,Ambulatory Surgery
HIN,Hindi,0,0,0,1,CALIFORNIA HOSPITAL MEDICAL CENTER - LOS ANGELES #190125,Ambulatory Surgery
IND,Indonesian,0,1,0,0,CALIFORNIA HOSPITAL MEDICAL CENTER - LOS ANGELES #190125,Ambulatory Surgery
ITA,Italian,0,0,1,0,CALIFORNIA HOSPITAL MEDICAL CENTER - LOS ANGELES #190125,Ambulatory Surgery
KOR,Korean,7,4,10,11,CALIFORNIA HOSPITAL MEDICAL CENTER - LOS ANGELES #190125,Ambulatory Surgery
CMN,Mandarin,2,2,7,7,CALIFORNIA HOSPITAL MEDICAL CENTER - LOS ANGELES #190125,Ambulatory Surgery
MKH,Mon-Khmer,0,2,2,3,CALIFORNIA HOSPITAL MEDICAL CENTER - LOS ANGELES #190125,Ambulatory Surgery
,Not Provided/Blank,0,0,1,2,CALIFORNIA HOSPITAL MEDICAL CENTER - LOS ANGELES #190125,Ambulatory Surgery
POR,Portuguese,0,1,0,0,CALIFORNIA HOSPITAL MEDICAL CENTER - LOS ANGELES #190125,Ambulatory Surgery
RUS,Russian,4,2,4,4,CALIFORNIA HOSPITAL MEDICAL CENTER - LOS ANGELES #190125,Ambulatory Surgery
SGN,Sign Language,1,0,0,0,CALIFORNIA HOSPITAL MEDICAL CENTER - LOS ANGELES #190125,Ambulatory Surgery
SPA,Spanish,557,582,695,638,CALIFORNIA HOSPITAL MEDICAL CENTER - LOS ANGELES #190125,Ambulatory Surgery
TGL,Tagalog,0,1,0,0,CALIFORNIA HOSPITAL MEDICAL CENTER - LOS ANGELES #190125,Ambulatory Surgery
THA,Thai,1,1,1,2,CALIFORNIA HOSPITAL MEDICAL CENTER - LOS ANGELES #190125,Ambulatory Surgery
URD,Urdu,0,1,0,0,CALIFORNIA HOSPITAL MEDICAL CENTER - LOS ANGELES #190125,Ambulatory Surgery
VIE,Vietnamese,0,0,1,1,CALIFORNIA HOSPITAL MEDICAL CENTER - LOS ANGELES #190125,Ambulatory Surgery
ARA,Arabic,1,0,0,0,CALIFORNIA PACIFIC MEDICAL CENTER - DAVIES CAMPUS HOSPITAL #380933,Ambulatory Surgery
BEN,Bengali,0,1,0,0,CALIFORNIA PACIFIC MEDICAL CENTER - DAVIES CAMPUS HOSPITAL #380933,Ambulatory Surgery
BUR,Burmese,1,1,0,2,CALIFORNIA PACIFIC MEDICAL CENTER - DAVIES CAMPUS HOSPITAL #380933,Ambulatory Surgery
YUE,Cantonese; Yue Chinese,51,36,54,48,CALIFORNIA PACIFIC MEDICAL CENTER - DAVIES CAMPUS HOSPITAL #380933,Ambulatory Surgery
CHI,Chinese,2,0,2,0,CALIFORNIA PACIFIC MEDICAL CENTER - DAVIES CAMPUS HOSPITAL #380933,Ambulatory Surgery
ENG,English,747,775,758,820,CALIFORNIA PACIFIC MEDICAL CENTER - DAVIES CAMPUS HOSPITAL #380933,Ambulatory Surgery
PES,Farsi,0,0,0,1,CALIFORNIA PACIFIC MEDICAL CENTER - DAVIES CAMPUS HOSPITAL #380933,Ambulatory Surgery
