ETHNICITY,Q1 2024,Q2 2024,Q3 2024,Q4 2024,Facility,Report
Non Hispanic or Latino Ethnicity,396,332,331,337,SUTTER SOLANO MEDICAL CENTER #481094,Ambulatory Surgery
Unknown,22,19,23,13,SUTTER SOLANO MEDICAL CENTER #481094,Ambulatory Surgery
Error/Unknown,0,0,0,1,SUTTER SURGICAL HOSPITAL-NORTH VALLEY #514030,Ambulatory Surgery
Hispanic or Latino,92,96,88,97,SUTTER SURGICAL HOSPITAL-NORTH VALLEY #514030,Ambulatory Surgery
Non Hispanic or Latino Ethnicity,333,273,338,380,SUTTER SURGICAL HOSPITAL-NORTH VALLEY #514030,Ambulatory Surgery
Unknown,47,29,45,43,SUTTER SURGICAL HOSPITAL-NORTH VALLEY #514030,Ambulatory Surgery
Hispanic or Latino,247,307,337,340,SUTTER TRACY COMMUNITY HOSPITAL #391056,Ambulatory Surgery
Non Hispanic or Latino Ethnicity,608,695,786,721,SUTTER TRACY COMMUNITY HOSPITAL #391056,Ambulatory Surgery
Unknown,21,17,39,33,SUTTER TRACY COMMUNITY HOSPITAL #391056,Ambulatory Surgery
Hispanic or Latino,202,175,200,293,TAHOE FOREST HOSPITAL #291053,Ambulatory Surgery
Non Hispanic or Latino Ethnicity,1528,1507,1439,1705,TAHOE FOREST HOSPITAL #291053,Ambulatory Surgery
Unknown,8,13,9,8,TAHOE FOREST HOSPITAL #291053,Ambulatory Surgery
Hispanic or Latino,60,84,145,82,TEMECULA VALLEY HOSPITAL #334564,Ambulatory Surgery
Non Hispanic or Latino Ethnicity,383,368,374,341,TEMECULA VALLEY HOSPITAL #334564,Ambulatory Surgery
Unknown,3,1,1,2,TEMECULA VALLEY HOSPITAL #334564,Ambulatory Surgery
Hispanic or Latino,245,267,297,297,THE SURGERY CENTER AT NORTHBAY VACAVALLEY #484068,Ambulatory Surgery
Non Hispanic or Latino Ethnicity,1231,1159,1253,1237,THE SURGERY CENTER AT NORTHBAY VACAVALLEY #484068,Ambulatory Surgery
Unknown,16,2,12,12,THE SURGERY CENTER AT NORTHBAY VACAVALLEY #484068,Ambulatory Surgery
Hispanic or Latino,1405,1316,1108,1078,TORRANCE MEMORIAL MEDICAL CENTER #190422,Ambulatory Surgery
Non Hispanic or Latino Ethnicity,6282,5600,4563,4666,TORRANCE MEMORIAL MEDICAL CENTER #190422,Ambulatory Surgery
Not Provided/Blank,3,3,1,0,TORRANCE MEMORIAL MEDICAL CENTER #190422,Ambulatory Surgery
Unknown,225,198,157,125,TORRANCE MEMORIAL MEDICAL CENTER #190422,Ambulatory Surgery
Hispanic or Latino,356,392,375,345,TRI-CITY MEDICAL CENTER #370780,Ambulatory Surgery
Non Hispanic or Latino Ethnicity,819,936,903,941,TRI-CITY MEDICAL CENTER #370780,Ambulatory Surgery
Not Provided/Blank,0,0,2,0,TRI-CITY MEDICAL CENTER #370780,Ambulatory Surgery
Unknown,17,13,8,9,TRI-CITY MEDICAL CENTER #370780,Ambulatory Surgery
Hispanic or Latino,0,2,6,2,TRINITY HOSPITAL #531059,Ambulatory Surgery
Non Hispanic or Latino Ethnicity,48,125,88,46,TRINITY HOSPITAL #531059,Ambulatory Surgery
Unknown,1,1,6,0,TRINITY HOSPITAL #531059,Ambulatory Surgery
Hispanic or Latino,3894,4115,4262,4194,UC SAN DIEGO HEALTH HILLCREST - HILLCREST MEDICAL CENTER #370782,Ambulatory Surgery
Non Hispanic or Latino Ethnicity,12895,13268,13485,12897,UC SAN DIEGO HEALTH HILLCREST - HILLCREST MEDICAL CENTER #370782,Ambulatory Surgery
Unknown,611,658,718,696,UC SAN DIEGO HEALTH HILLCREST - HILLCREST MEDICAL CENTER #370782,Ambulatory Surgery
Hispanic or Latino,344,428,434,496,UCI HEALTH-FOUNTAIN VALLEY #301175,Ambulatory Surgery
Non Hispanic or Latino Ethnicity,539,613,557,582,UCI HEALTH-FOUNTAIN VALLEY #301175,Ambulatory Surgery
Unknown,14,10,17,22,UCI HEALTH-FOUNTAIN VALLEY #301175,Ambulatory Surgery
Hispanic or Latino,620,652,681,703,UCI HEALTH-LAKEWOOD #190240,Ambulatory Surgery
Non Hispanic or Latino Ethnicity,506,544,496,541,UCI HEALTH-LAKEWOOD #190240,Ambulatory Surgery
Unknown,8,14,8,11,UCI HEALTH-LAKEWOOD #190240,Ambulatory Surgery
Hispanic or Latino,490,511,503,449,UCI HEALTH-PLACENTIA LINDA #301297,Ambulatory Surgery
Non Hispanic or Latino Ethnicity,810,818,816,773,UCI HEALTH-PLACENTIA LINDA #301297,Ambulatory Surgery
Unknown,2,2,1,8,UCI HEALTH-PLACENTIA LINDA #301297,Ambulatory Surgery
Hispanic or Latino,635,693,605,546,UCSF BENIOFF CHILDREN'S HOSPITAL OAKLAND #010776,Ambulatory Surgery
Non Hispanic or Latino Ethnicity,926,977,899,714,UCSF BENIOFF CHILDREN'S HOSPITAL OAKLAND #010776,Ambulatory Surgery
Unknown,47,64,83,62,UCSF BENIOFF CHILDREN'S HOSPITAL OAKLAND #010776,Ambulatory Surgery
Hispanic or Latino,39,37,42,58,UCSF HEALTH - SAINT FRANCIS HOSPITAL #380960,Ambulatory Surgery
Non Hispanic or Latino Ethnicity,400,382,330,361,UCSF HEALTH - SAINT FRANCIS HOSPITAL #380960,Ambulatory Surgery
Unknown,38,13,13,21,UCSF HEALTH - SAINT FRANCIS HOSPITAL #380960,Ambulatory Surgery
Hispanic or Latino,41,41,43,49,UCSF HEALTH - ST. MARY'S HOSPITAL #380965,Ambulatory Surgery
Non Hispanic or Latino Ethnicity,523,547,531,538,UCSF HEALTH - ST. MARY'S HOSPITAL #380965,Ambulatory Surgery
Unknown,1,0,1,2,UCSF HEALTH - ST. MARY'S HOSPITAL #380965,Ambulatory Surgery
Hispanic or Latino,2319,2387,2385,2149,UCSF MEDICAL CENTER #381154,Ambulatory Surgery
Non Hispanic or Latino Ethnicity,12055,12077,11366,10480,UCSF MEDICAL CENTER #381154,Ambulatory Surgery
Not Provided/Blank,0,1,0,0,UCSF MEDICAL CENTER #381154,Ambulatory Surgery
Unknown,655,642,635,612,UCSF MEDICAL CENTER #381154,Ambulatory Surgery
Hispanic or Latino,1075,1182,1230,1168,UNIVERSITY OF CALIFORNIA DAVIS MEDICAL CENTER #341006,Ambulatory Surgery
Non Hispanic or Latino Ethnicity,6012,6315,6221,6131,UNIVERSITY OF CALIFORNIA DAVIS MEDICAL CENTER #341006,Ambulatory Surgery
Unknown,492,511,501,487,UNIVERSITY OF CALIFORNIA DAVIS MEDICAL CENTER #341006,Ambulatory Surgery
Hispanic or Latino,1806,1822,1939,1993,UNIVERSITY OF CALIFORNIA IRVINE MEDICAL CENTER #301279,Ambulatory Surgery
Non Hispanic or Latino Ethnicity,5207,5346,5775,6077,UNIVERSITY OF CALIFORNIA IRVINE MEDICAL CENTER #301279,Ambulatory Surgery
Unknown,248,271,302,281,UNIVERSITY OF CALIFORNIA IRVINE MEDICAL CENTER #301279,Ambulatory Surgery
Hispanic or Latino,644,689,639,622,USC ARCADIA HOSPITAL #190529,Ambulatory Surgery
Non Hispanic or Latino Ethnicity,1110,1070,1291,1324,USC ARCADIA HOSPITAL #190529,Ambulatory Surgery
Unknown,29,24,28,32,USC ARCADIA HOSPITAL #190529,Ambulatory Surgery
Hispanic or Latino,204,198,248,212,USC KENNETH NORRIS JR. CANCER HOSPITAL #191216,Ambulatory Surgery
Non Hispanic or Latino Ethnicity,547,483,525,474,USC KENNETH NORRIS JR. CANCER HOSPITAL #191216,Ambulatory Surgery
Unknown,26,35,22,27,USC KENNETH NORRIS JR. CANCER HOSPITAL #191216,Ambulatory Surgery
Hispanic or Latino,145,171,184,154,USC VERDUGO HILLS HOSPITAL #190818,Ambulatory Surgery
Non Hispanic or Latino Ethnicity,708,740,754,736,USC VERDUGO HILLS HOSPITAL #190818,Ambulatory Surgery
Unknown,53,32,45,42,USC VERDUGO HILLS HOSPITAL #190818,Ambulatory Surgery
Hispanic or Latino,1801,1547,1726,1547,VALLEY CHILDREN'S HOSPITAL #204019,Ambulatory Surgery
Non Hispanic or Latino Ethnicity,792,692,676,653,VALLEY CHILDREN'S HOSPITAL #204019,Ambulatory Surgery
Unknown,37,33,33,32,VALLEY CHILDREN'S HOSPITAL #204019,Ambulatory Surgery
Hispanic or Latino,1068,1137,1170,1162,VALLEY PRESBYTERIAN HOSPITAL #190812,Ambulatory Surgery
Non Hispanic or Latino Ethnicity,685,775,712,678,VALLEY PRESBYTERIAN HOSPITAL #190812,Ambulatory Surgery
Unknown,2,1,0,0,VALLEY PRESBYTERIAN HOSPITAL #190812,Ambulatory Surgery
Hispanic or Latino,1120,1088,1100,1105,VENTURA COUNTY MEDICAL CENTER #560481,Ambulatory Surgery
Non Hispanic or Latino Ethnicity,516,497,506,536,VENTURA COUNTY MEDICAL CENTER #560481,Ambulatory Surgery
Unknown,49,50,49,42,VENTURA COUNTY MEDICAL CENTER #560481,Ambulatory Surgery
Hispanic or Latino,0,1,2,1,VIBRA HOSPITAL OF SACRAMENTO #344035,Ambulatory Surgery
Non Hispanic or Latino Ethnicity,7,6,6,2,VIBRA HOSPITAL OF SACRAMENTO #344035,Ambulatory Surgery
Unknown,3,0,0,0,VIBRA HOSPITAL OF SACRAMENTO #344035,Ambulatory Surgery
Hispanic or Latino,298,301,310,299,VICTOR VALLEY GLOBAL MEDICAL CENTER #361370,Ambulatory Surgery
Non Hispanic or Latino Ethnicity,248,227,242,243,VICTOR VALLEY GLOBAL MEDICAL CENTER #361370,Ambulatory Surgery
Unknown,2,2,4,3,VICTOR VALLEY GLOBAL MEDICAL CENTER #361370,Ambulatory Surgery
Hispanic or Latino,429,457,476,413,"VISALIA CHILDREN'S DENTAL SURGERY CENTER, INC. #544082",Ambulatory Surgery
Non Hispanic or Latino Ethnicity,102,81,81,67,"VISALIA CHILDREN'S DENTAL SURGERY CENTER, INC. #544082",Ambulatory Surgery
Hispanic or Latino,74,80,85,98,WASHINGTON HOSPITAL - FREMONT #010987,Ambulatory Surgery
Non Hispanic or Latino Ethnicity,685,670,680,697,WASHINGTON HOSPITAL - FREMONT #010987,Ambulatory Surgery
Unknown,49,63,48,50,WASHINGTON HOSPITAL - FREMONT #010987,Ambulatory Surgery
Hispanic or Latino,369,368,344,334,WATSONVILLE COMMUNITY HOSPITAL #444013,Ambulatory Surgery
Non Hispanic or Latino Ethnicity,547,539,465,405,WATSONVILLE COMMUNITY HOSPITAL #444013,Ambulatory Surgery
Unknown,4,2,0,0,WATSONVILLE COMMUNITY HOSPITAL #444013,Ambulatory Surgery
Hispanic or Latino,9,7,6,7,WEST ANAHEIM MEDICAL CENTER #301379,Ambulatory Surgery
Non Hispanic or Latino Ethnicity,11,6,14,9,WEST ANAHEIM MEDICAL CENTER #301379,Ambulatory Surgery
Hispanic or Latino,267,269,319,269,WHITTIER HOSPITAL MEDICAL CENTER #190883,Ambulatory Surgery
Non Hispanic or Latino Ethnicity,187,191,198,170,WHITTIER HOSPITAL MEDICAL CENTER #190883,Ambulatory Surgery
Unknown,6,2,3,7,WHITTIER HOSPITAL MEDICAL CENTER #190883,Ambulatory Surgery
Hispanic or Latino,656,597,544,605,WOODLAND MEMORIAL HOSPITAL #571086,Ambulatory Surgery
Non Hispanic or Latino Ethnicity,1248,1140,1125,1052,WOODLAND MEMORIAL HOSPITAL #571086,Ambulatory Surgery
Unknown,3,2,10,2,WOODLAND MEMORIAL HOSPITAL #571086,Ambulatory Surgery
