PREFERRED LANGUAGE SPOKEN,PREFERRED LANGUAGE SPOKEN_1,Q1 2024,Q2 2024,Q3 2024,Q4 2024,Facility,Report
999,Unknown,8,6,2,2,ADVENTIST HEALTH SIMI VALLEY #560525,Emergency Department
ARA,Arabic,0,1,0,1,ADVENTIST HEALTH SONORA - GREENLEY #554011,Emergency Department
CHI,Chinese,0,1,3,1,ADVENTIST HEALTH SONORA - GREENLEY #554011,Emergency Department
HRV,Croatian,0,0,0,1,ADVENTIST HEALTH SONORA - GREENLEY #554011,Emergency Department
DAN,Danish,1,0,0,0,ADVENTIST HEALTH SONORA - GREENLEY #554011,Emergency Department
DUT,Dutch,0,0,3,0,ADVENTIST HEALTH SONORA - GREENLEY #554011,Emergency Department
ENG,English,7751,8359,8393,7852,ADVENTIST HEALTH SONORA - GREENLEY #554011,Emergency Department
PES,Farsi,1,0,0,0,ADVENTIST HEALTH SONORA - GREENLEY #554011,Emergency Department
FIL,Filipino,0,0,1,0,ADVENTIST HEALTH SONORA - GREENLEY #554011,Emergency Department
FRE,French,0,0,3,2,ADVENTIST HEALTH SONORA - GREENLEY #554011,Emergency Department
GER,German,0,2,7,1,ADVENTIST HEALTH SONORA - GREENLEY #554011,Emergency Department
GUJ,Gujarati,2,0,0,0,ADVENTIST HEALTH SONORA - GREENLEY #554011,Emergency Department
ITA,Italian,0,0,2,0,ADVENTIST HEALTH SONORA - GREENLEY #554011,Emergency Department
JPN,Japanese,0,0,1,0,ADVENTIST HEALTH SONORA - GREENLEY #554011,Emergency Department
KOR,Korean,1,0,0,0,ADVENTIST HEALTH SONORA - GREENLEY #554011,Emergency Department
CMN,Mandarin,1,0,0,0,ADVENTIST HEALTH SONORA - GREENLEY #554011,Emergency Department
NAV,Navajo,1,0,3,0,ADVENTIST HEALTH SONORA - GREENLEY #554011,Emergency Department
PAN,Panjabi; Punjabi,1,0,0,0,ADVENTIST HEALTH SONORA - GREENLEY #554011,Emergency Department
PER,Persian,0,0,0,1,ADVENTIST HEALTH SONORA - GREENLEY #554011,Emergency Department
POR,Portuguese,1,0,1,2,ADVENTIST HEALTH SONORA - GREENLEY #554011,Emergency Department
RUM,Romanian,0,1,0,0,ADVENTIST HEALTH SONORA - GREENLEY #554011,Emergency Department
RUS,Russian,1,5,1,0,ADVENTIST HEALTH SONORA - GREENLEY #554011,Emergency Department
SMO,Samoan,0,0,1,0,ADVENTIST HEALTH SONORA - GREENLEY #554011,Emergency Department
SGN,Sign Language,0,2,0,0,ADVENTIST HEALTH SONORA - GREENLEY #554011,Emergency Department
SPA,Spanish,75,86,78,92,ADVENTIST HEALTH SONORA - GREENLEY #554011,Emergency Department
TGL,Tagalog,1,0,0,1,ADVENTIST HEALTH SONORA - GREENLEY #554011,Emergency Department
THA,Thai,0,0,1,0,ADVENTIST HEALTH SONORA - GREENLEY #554011,Emergency Department
VIE,Vietnamese,0,1,0,0,ADVENTIST HEALTH SONORA - GREENLEY #554011,Emergency Department
999,Unknown,0,4,6,1,ADVENTIST HEALTH SONORA - GREENLEY #554011,Emergency Department
ARM,Armenian,0,0,1,0,ADVENTIST HEALTH ST. HELENA #281078,Emergency Department
CHI,Chinese,0,0,0,1,ADVENTIST HEALTH ST. HELENA #281078,Emergency Department
ENG,English,1240,1414,1343,1322,ADVENTIST HEALTH ST. HELENA #281078,Emergency Department
FRE,French,0,0,1,1,ADVENTIST HEALTH ST. HELENA #281078,Emergency Department
ITA,Italian,1,0,1,0,ADVENTIST HEALTH ST. HELENA #281078,Emergency Department
KOR,Korean,0,1,0,0,ADVENTIST HEALTH ST. HELENA #281078,Emergency Department
CMN,Mandarin,0,1,1,0,ADVENTIST HEALTH ST. HELENA #281078,Emergency Department
NAV,Navajo,0,0,3,0,ADVENTIST HEALTH ST. HELENA #281078,Emergency Department
POL,Polish,0,1,0,0,ADVENTIST HEALTH ST. HELENA #281078,Emergency Department
POR,Portuguese,0,1,2,0,ADVENTIST HEALTH ST. HELENA #281078,Emergency Department
RUS,Russian,0,4,2,1,ADVENTIST HEALTH ST. HELENA #281078,Emergency Department
SPA,Spanish,251,284,279,242,ADVENTIST HEALTH ST. HELENA #281078,Emergency Department
THA,Thai,0,0,0,1,ADVENTIST HEALTH ST. HELENA #281078,Emergency Department
UKR,Ukrainian,0,0,0,2,ADVENTIST HEALTH ST. HELENA #281078,Emergency Department
999,Unknown,0,0,1,1,ADVENTIST HEALTH ST. HELENA #281078,Emergency Department
ARA,Arabic,8,4,1,0,ADVENTIST HEALTH TEHACHAPI VALLEY #154168,Emergency Department
ARM,Armenian,1,0,1,0,ADVENTIST HEALTH TEHACHAPI VALLEY #154168,Emergency Department
ENG,English,4916,5309,5305,5685,ADVENTIST HEALTH TEHACHAPI VALLEY #154168,Emergency Department
PES,Farsi,0,3,3,3,ADVENTIST HEALTH TEHACHAPI VALLEY #154168,Emergency Department
FRE,French,0,0,1,0,ADVENTIST HEALTH TEHACHAPI VALLEY #154168,Emergency Department
HIN,Hindi,0,1,0,0,ADVENTIST HEALTH TEHACHAPI VALLEY #154168,Emergency Department
JPN,Japanese,0,1,0,4,ADVENTIST HEALTH TEHACHAPI VALLEY #154168,Emergency Department
KOR,Korean,1,1,1,3,ADVENTIST HEALTH TEHACHAPI VALLEY #154168,Emergency Department
CMN,Mandarin,1,0,0,0,ADVENTIST HEALTH TEHACHAPI VALLEY #154168,Emergency Department
,Not Provided/Blank,0,0,0,1,ADVENTIST HEALTH TEHACHAPI VALLEY #154168,Emergency Department
PER,Persian,1,2,2,0,ADVENTIST HEALTH TEHACHAPI VALLEY #154168,Emergency Department
POR,Portuguese,1,0,0,0,ADVENTIST HEALTH TEHACHAPI VALLEY #154168,Emergency Department
RUM,Romanian,0,1,0,0,ADVENTIST HEALTH TEHACHAPI VALLEY #154168,Emergency Department
RUS,Russian,0,0,0,2,ADVENTIST HEALTH TEHACHAPI VALLEY #154168,Emergency Department
SMO,Samoan,1,1,0,1,ADVENTIST HEALTH TEHACHAPI VALLEY #154168,Emergency Department
SGN,Sign Language,2,0,0,0,ADVENTIST HEALTH TEHACHAPI VALLEY #154168,Emergency Department
SPA,Spanish,211,229,245,270,ADVENTIST HEALTH TEHACHAPI VALLEY #154168,Emergency Department
THA,Thai,0,1,2,0,ADVENTIST HEALTH TEHACHAPI VALLEY #154168,Emergency Department
URD,Urdu,0,1,0,0,ADVENTIST HEALTH TEHACHAPI VALLEY #154168,Emergency Department
VIE,Vietnamese,2,0,0,0,ADVENTIST HEALTH TEHACHAPI VALLEY #154168,Emergency Department
999,Unknown,0,6,1,9,ADVENTIST HEALTH TEHACHAPI VALLEY #154168,Emergency Department
ARA,Arabic,16,10,10,11,ADVENTIST HEALTH TULARE #540816,Emergency Department
CHI,Chinese,0,1,1,1,ADVENTIST HEALTH TULARE #540816,Emergency Department
ENG,English,6344,6772,6649,6611,ADVENTIST HEALTH TULARE #540816,Emergency Department
GER,German,0,1,1,0,ADVENTIST HEALTH TULARE #540816,Emergency Department
HMN,Hmong,2,0,0,1,ADVENTIST HEALTH TULARE #540816,Emergency Department
KOR,Korean,0,0,1,0,ADVENTIST HEALTH TULARE #540816,Emergency Department
LAO,Lao,2,2,0,0,ADVENTIST HEALTH TULARE #540816,Emergency Department
CMN,Mandarin,0,0,0,1,ADVENTIST HEALTH TULARE #540816,Emergency Department
IUM,Mien; lu Mien,1,0,0,0,ADVENTIST HEALTH TULARE #540816,Emergency Department
NAV,Navajo,2,0,0,0,ADVENTIST HEALTH TULARE #540816,Emergency Department
,Not Provided/Blank,0,0,4,1,ADVENTIST HEALTH TULARE #540816,Emergency Department
PAN,Panjabi; Punjabi,11,10,8,8,ADVENTIST HEALTH TULARE #540816,Emergency Department
POL,Polish,1,0,0,0,ADVENTIST HEALTH TULARE #540816,Emergency Department
POR,Portuguese,11,13,14,25,ADVENTIST HEALTH TULARE #540816,Emergency Department
RUM,Romanian,1,0,0,0,ADVENTIST HEALTH TULARE #540816,Emergency Department
SGN,Sign Language,4,3,3,4,ADVENTIST HEALTH TULARE #540816,Emergency Department
SPA,Spanish,1334,1444,1450,1448,ADVENTIST HEALTH TULARE #540816,Emergency Department
TGL,Tagalog,3,2,2,1,ADVENTIST HEALTH TULARE #540816,Emergency Department
VIE,Vietnamese,0,1,0,0,ADVENTIST HEALTH TULARE #540816,Emergency Department
999,Unknown,4,5,4,2,ADVENTIST HEALTH TULARE #540816,Emergency Department
ARA,Arabic,1,1,2,2,ADVENTIST HEALTH TWIN CITIES #400548,Emergency Department
CHI,Chinese,2,1,0,0,ADVENTIST HEALTH TWIN CITIES #400548,Emergency Department
DAN,Danish,0,2,0,0,ADVENTIST HEALTH TWIN CITIES #400548,Emergency Department
ENG,English,6042,6562,6524,6271,ADVENTIST HEALTH TWIN CITIES #400548,Emergency Department
EST,Estonian,1,0,0,0,ADVENTIST HEALTH TWIN CITIES #400548,Emergency Department
FIL,Filipino,0,0,2,0,ADVENTIST HEALTH TWIN CITIES #400548,Emergency Department
FRE,French,0,0,1,1,ADVENTIST HEALTH TWIN CITIES #400548,Emergency Department
GER,German,1,0,0,0,ADVENTIST HEALTH TWIN CITIES #400548,Emergency Department
GRE,Greek,0,0,0,1,ADVENTIST HEALTH TWIN CITIES #400548,Emergency Department
HMN,Hmong,0,0,3,1,ADVENTIST HEALTH TWIN CITIES #400548,Emergency Department
HUN,Hungarian,1,2,7,5,ADVENTIST HEALTH TWIN CITIES #400548,Emergency Department
IND,Indonesian,5,2,8,1,ADVENTIST HEALTH TWIN CITIES #400548,Emergency Department
ITA,Italian,2,0,1,0,ADVENTIST HEALTH TWIN CITIES #400548,Emergency Department
KOR,Korean,1,0,0,1,ADVENTIST HEALTH TWIN CITIES #400548,Emergency Department
POR,Portuguese,1,0,1,0,ADVENTIST HEALTH TWIN CITIES #400548,Emergency Department
RUM,Romanian,0,1,0,0,ADVENTIST HEALTH TWIN CITIES #400548,Emergency Department
RUS,Russian,0,0,1,0,ADVENTIST HEALTH TWIN CITIES #400548,Emergency Department
SGN,Sign Language,0,0,0,2,ADVENTIST HEALTH TWIN CITIES #400548,Emergency Department
SPA,Spanish,756,784,768,818,ADVENTIST HEALTH TWIN CITIES #400548,Emergency Department
TGL,Tagalog,1,1,0,1,ADVENTIST HEALTH TWIN CITIES #400548,Emergency Department
THA,Thai,1,0,0,0,ADVENTIST HEALTH TWIN CITIES #400548,Emergency Department
VIE,Vietnamese,2,2,4,0,ADVENTIST HEALTH TWIN CITIES #400548,Emergency Department
999,Unknown,8,2,1,5,ADVENTIST HEALTH TWIN CITIES #400548,Emergency Department
ARA,Arabic,1,4,1,1,ADVENTIST HEALTH UKIAH VALLEY #231396,Emergency Department
CHI,Chinese,4,4,0,6,ADVENTIST HEALTH UKIAH VALLEY #231396,Emergency Department
DUT,Dutch,0,0,1,0,ADVENTIST HEALTH UKIAH VALLEY #231396,Emergency Department
ENG,English,6405,6606,6584,6215,ADVENTIST HEALTH UKIAH VALLEY #231396,Emergency Department
GUJ,Gujarati,1,2,2,0,ADVENTIST HEALTH UKIAH VALLEY #231396,Emergency Department
HIN,Hindi,0,0,0,1,ADVENTIST HEALTH UKIAH VALLEY #231396,Emergency Department
ITA,Italian,2,0,0,0,ADVENTIST HEALTH UKIAH VALLEY #231396,Emergency Department
CMN,Mandarin,1,3,9,6,ADVENTIST HEALTH UKIAH VALLEY #231396,Emergency Department
MKH,Mon-Khmer,0,0,0,1,ADVENTIST HEALTH UKIAH VALLEY #231396,Emergency Department
NAV,Navajo,2,0,0,1,ADVENTIST HEALTH UKIAH VALLEY #231396,Emergency Department
PAN,Panjabi; Punjabi,7,0,1,2,ADVENTIST HEALTH UKIAH VALLEY #231396,Emergency Department
POR,Portuguese,0,1,0,0,ADVENTIST HEALTH UKIAH VALLEY #231396,Emergency Department
SMO,Samoan,0,0,0,3,ADVENTIST HEALTH UKIAH VALLEY #231396,Emergency Department
SGN,Sign Language,3,8,8,3,ADVENTIST HEALTH UKIAH VALLEY #231396,Emergency Department
SPA,Spanish,1133,1242,1176,1066,ADVENTIST HEALTH UKIAH VALLEY #231396,Emergency Department
TGL,Tagalog,0,1,5,2,ADVENTIST HEALTH UKIAH VALLEY #231396,Emergency Department
THA,Thai,1,0,2,1,ADVENTIST HEALTH UKIAH VALLEY #231396,Emergency Department
UKR,Ukrainian,0,0,0,1,ADVENTIST HEALTH UKIAH VALLEY #231396,Emergency Department
VIE,Vietnamese,2,3,4,2,ADVENTIST HEALTH UKIAH VALLEY #231396,Emergency Department
999,Unknown,4,4,5,2,ADVENTIST HEALTH UKIAH VALLEY #231396,Emergency Department
AMH,Amharic,1,0,0,0,ADVENTIST HEALTH WHITE MEMORIAL #190878,Emergency Department
ARA,Arabic,2,0,2,1,ADVENTIST HEALTH WHITE MEMORIAL #190878,Emergency Department
ARM,Armenian,0,2,16,14,ADVENTIST HEALTH WHITE MEMORIAL #190878,Emergency Department
CHI,Chinese,3,1,10,11,ADVENTIST HEALTH WHITE MEMORIAL #190878,Emergency Department
DAN,Danish,0,1,0,1,ADVENTIST HEALTH WHITE MEMORIAL #190878,Emergency Department
DUT,Dutch,0,0,0,2,ADVENTIST HEALTH WHITE MEMORIAL #190878,Emergency Department
ENG,English,8037,8076,12583,13759,ADVENTIST HEALTH WHITE MEMORIAL #190878,Emergency Department
PES,Farsi,1,2,1,1,ADVENTIST HEALTH WHITE MEMORIAL #190878,Emergency Department
GER,German,0,0,4,1,ADVENTIST HEALTH WHITE MEMORIAL #190878,Emergency Department
GRE,Greek,0,0,1,0,ADVENTIST HEALTH WHITE MEMORIAL #190878,Emergency Department
GUJ,Gujarati,0,0,0,1,ADVENTIST HEALTH WHITE MEMORIAL #190878,Emergency Department
HEB,Hebrew,0,0,0,1,ADVENTIST HEALTH WHITE MEMORIAL #190878,Emergency Department
JPN,Japanese,2,2,3,3,ADVENTIST HEALTH WHITE MEMORIAL #190878,Emergency Department
KOR,Korean,5,3,6,4,ADVENTIST HEALTH WHITE MEMORIAL #190878,Emergency Department
CMN,Mandarin,0,5,5,15,ADVENTIST HEALTH WHITE MEMORIAL #190878,Emergency Department
NAV,Navajo,1,0,3,7,ADVENTIST HEALTH WHITE MEMORIAL #190878,Emergency Department
,Not Provided/Blank,0,0,1,0,ADVENTIST HEALTH WHITE MEMORIAL #190878,Emergency Department
PER,Persian,1,0,0,0,ADVENTIST HEALTH WHITE MEMORIAL #190878,Emergency Department
POR,Portuguese,0,2,0,0,ADVENTIST HEALTH WHITE MEMORIAL #190878,Emergency Department
RUM,Romanian,0,0,0,3,ADVENTIST HEALTH WHITE MEMORIAL #190878,Emergency Department
RUS,Russian,3,7,4,6,ADVENTIST HEALTH WHITE MEMORIAL #190878,Emergency Department
SMO,Samoan,0,0,0,2,ADVENTIST HEALTH WHITE MEMORIAL #190878,Emergency Department
SGN,Sign Language,0,3,8,3,ADVENTIST HEALTH WHITE MEMORIAL #190878,Emergency Department
SPA,Spanish,5360,5569,7618,7506,ADVENTIST HEALTH WHITE MEMORIAL #190878,Emergency Department
SWA,Swahili,0,0,1,2,ADVENTIST HEALTH WHITE MEMORIAL #190878,Emergency Department
TGL,Tagalog,0,0,7,5,ADVENTIST HEALTH WHITE MEMORIAL #190878,Emergency Department
TEL,Telugu,0,0,0,1,ADVENTIST HEALTH WHITE MEMORIAL #190878,Emergency Department
TUR,Turkish,2,2,3,2,ADVENTIST HEALTH WHITE MEMORIAL #190878,Emergency Department
VIE,Vietnamese,1,1,4,6,ADVENTIST HEALTH WHITE MEMORIAL #190878,Emergency Department
999,Unknown,3,1,2,6,ADVENTIST HEALTH WHITE MEMORIAL #190878,Emergency Department
AMH,Amharic,0,1,1,,ADVENTIST HEALTH WHITE MEMORIAL MONTEBELLO #190081,Emergency Department
ARM,Armenian,14,16,30,,ADVENTIST HEALTH WHITE MEMORIAL MONTEBELLO #190081,Emergency Department
YUE,Cantonese; Yue Chinese,4,1,5,,ADVENTIST HEALTH WHITE MEMORIAL MONTEBELLO #190081,Emergency Department
CHI,Chinese,3,10,13,,ADVENTIST HEALTH WHITE MEMORIAL MONTEBELLO #190081,Emergency Department
DUT,Dutch,0,1,1,,ADVENTIST HEALTH WHITE MEMORIAL MONTEBELLO #190081,Emergency Department
ENG,English,5504,5093,10597,,ADVENTIST HEALTH WHITE MEMORIAL MONTEBELLO #190081,Emergency Department
FIL,Filipino,0,2,2,,ADVENTIST HEALTH WHITE MEMORIAL MONTEBELLO #190081,Emergency Department
FRE,French,1,2,3,,ADVENTIST HEALTH WHITE MEMORIAL MONTEBELLO #190081,Emergency Department
GER,German,0,3,3,,ADVENTIST HEALTH WHITE MEMORIAL MONTEBELLO #190081,Emergency Department
ITA,Italian,1,2,3,,ADVENTIST HEALTH WHITE MEMORIAL MONTEBELLO #190081,Emergency Department
JPN,Japanese,1,0,1,,ADVENTIST HEALTH WHITE MEMORIAL MONTEBELLO #190081,Emergency Department
KOR,Korean,3,1,4,,ADVENTIST HEALTH WHITE MEMORIAL MONTEBELLO #190081,Emergency Department
CMN,Mandarin,4,11,15,,ADVENTIST HEALTH WHITE MEMORIAL MONTEBELLO #190081,Emergency Department
MKH,Mon-Khmer,0,1,1,,ADVENTIST HEALTH WHITE MEMORIAL MONTEBELLO #190081,Emergency Department
NAV,Navajo,0,4,4,,ADVENTIST HEALTH WHITE MEMORIAL MONTEBELLO #190081,Emergency Department
RUM,Romanian,0,1,1,,ADVENTIST HEALTH WHITE MEMORIAL MONTEBELLO #190081,Emergency Department
RUS,Russian,1,1,2,,ADVENTIST HEALTH WHITE MEMORIAL MONTEBELLO #190081,Emergency Department
SMO,Samoan,0,1,1,,ADVENTIST HEALTH WHITE MEMORIAL MONTEBELLO #190081,Emergency Department
SGN,Sign Language,3,2,5,,ADVENTIST HEALTH WHITE MEMORIAL MONTEBELLO #190081,Emergency Department
SPA,Spanish,1664,1781,3445,,ADVENTIST HEALTH WHITE MEMORIAL MONTEBELLO #190081,Emergency Department
TGL,Tagalog,4,1,5,,ADVENTIST HEALTH WHITE MEMORIAL MONTEBELLO #190081,Emergency Department
THA,Thai,1,1,2,,ADVENTIST HEALTH WHITE MEMORIAL MONTEBELLO #190081,Emergency Department
UKR,Ukrainian,1,1,2,,ADVENTIST HEALTH WHITE MEMORIAL MONTEBELLO #190081,Emergency Department
VIE,Vietnamese,3,7,10,,ADVENTIST HEALTH WHITE MEMORIAL MONTEBELLO #190081,Emergency Department
999,Unknown,11,6,17,,ADVENTIST HEALTH WHITE MEMORIAL MONTEBELLO #190081,Emergency Department
ARA,Arabic,27,18,20,24,AHMC ANAHEIM REGIONAL MEDICAL CENTER #301098,Emergency Department
BEN,Bengali,0,0,0,1,AHMC ANAHEIM REGIONAL MEDICAL CENTER #301098,Emergency Department
CHI,Chinese,5,4,2,7,AHMC ANAHEIM REGIONAL MEDICAL CENTER #301098,Emergency Department
ENG,English,4965,5110,5291,5305,AHMC ANAHEIM REGIONAL MEDICAL CENTER #301098,Emergency Department
PES,Farsi,0,1,3,2,AHMC ANAHEIM REGIONAL MEDICAL CENTER #301098,Emergency Department
FRE,French,0,1,0,0,AHMC ANAHEIM REGIONAL MEDICAL CENTER #301098,Emergency Department
GUJ,Gujarati,2,0,3,3,AHMC ANAHEIM REGIONAL MEDICAL CENTER #301098,Emergency Department
HIN,Hindi,1,3,4,1,AHMC ANAHEIM REGIONAL MEDICAL CENTER #301098,Emergency Department
ITA,Italian,1,0,0,1,AHMC ANAHEIM REGIONAL MEDICAL CENTER #301098,Emergency Department
JPN,Japanese,1,1,0,0,AHMC ANAHEIM REGIONAL MEDICAL CENTER #301098,Emergency Department
KOR,Korean,23,27,27,30,AHMC ANAHEIM REGIONAL MEDICAL CENTER #301098,Emergency Department
LAO,Lao,1,0,1,0,AHMC ANAHEIM REGIONAL MEDICAL CENTER #301098,Emergency Department
MKH,Mon-Khmer,0,0,0,3,AHMC ANAHEIM REGIONAL MEDICAL CENTER #301098,Emergency Department
,Not Provided/Blank,12,0,0,0,AHMC ANAHEIM REGIONAL MEDICAL CENTER #301098,Emergency Department
PAN,Panjabi; Punjabi,0,1,3,1,AHMC ANAHEIM REGIONAL MEDICAL CENTER #301098,Emergency Department
PUS,Pashto,0,1,1,1,AHMC ANAHEIM REGIONAL MEDICAL CENTER #301098,Emergency Department
PER,Persian,3,1,7,3,AHMC ANAHEIM REGIONAL MEDICAL CENTER #301098,Emergency Department
POR,Portuguese,4,1,12,5,AHMC ANAHEIM REGIONAL MEDICAL CENTER #301098,Emergency Department
RUM,Romanian,7,36,34,36,AHMC ANAHEIM REGIONAL MEDICAL CENTER #301098,Emergency Department
RUS,Russian,1,0,3,2,AHMC ANAHEIM REGIONAL MEDICAL CENTER #301098,Emergency Department
SPA,Spanish,1491,1661,1848,1820,AHMC ANAHEIM REGIONAL MEDICAL CENTER #301098,Emergency Department
TGL,Tagalog,4,2,5,8,AHMC ANAHEIM REGIONAL MEDICAL CENTER #301098,Emergency Department
THA,Thai,1,0,3,3,AHMC ANAHEIM REGIONAL MEDICAL CENTER #301098,Emergency Department
TUR,Turkish,0,0,9,5,AHMC ANAHEIM REGIONAL MEDICAL CENTER #301098,Emergency Department
UKR,Ukrainian,3,1,0,0,AHMC ANAHEIM REGIONAL MEDICAL CENTER #301098,Emergency Department
URD,Urdu,0,0,2,1,AHMC ANAHEIM REGIONAL MEDICAL CENTER #301098,Emergency Department
VIE,Vietnamese,24,36,29,42,AHMC ANAHEIM REGIONAL MEDICAL CENTER #301098,Emergency Department
999,Unknown,39,32,0,3,AHMC ANAHEIM REGIONAL MEDICAL CENTER #301098,Emergency Department
ARA,Arabic,43,38,50,35,AHMC SETON MEDICAL CENTER #410817,Emergency Department
ARM,Armenian,1,0,1,0,AHMC SETON MEDICAL CENTER #410817,Emergency Department
BUR,Burmese,20,10,16,19,AHMC SETON MEDICAL CENTER #410817,Emergency Department
CAT,Catalan,0,1,0,0,AHMC SETON MEDICAL CENTER #410817,Emergency Department
CHI,Chinese,80,111,122,124,AHMC SETON MEDICAL CENTER #410817,Emergency Department
CHK,Chuukese,0,1,0,0,AHMC SETON MEDICAL CENTER #410817,Emergency Department
CZE,Czech,0,1,1,0,AHMC SETON MEDICAL CENTER #410817,Emergency Department
DUT,Dutch,0,0,1,0,AHMC SETON MEDICAL CENTER #410817,Emergency Department
ENG,English,2577,2358,2445,2351,AHMC SETON MEDICAL CENTER #410817,Emergency Department
FIL,Filipino,2,0,0,0,AHMC SETON MEDICAL CENTER #410817,Emergency Department
FRE,French,0,0,1,1,AHMC SETON MEDICAL CENTER #410817,Emergency Department
CPF,French Creole,1,0,1,1,AHMC SETON MEDICAL CENTER #410817,Emergency Department
GER,German,4,4,3,1,AHMC SETON MEDICAL CENTER #410817,Emergency Department
GUJ,Gujarati,0,1,0,0,AHMC SETON MEDICAL CENTER #410817,Emergency Department
HEB,Hebrew,0,1,2,1,AHMC SETON MEDICAL CENTER #410817,Emergency Department
HIN,Hindi,12,8,5,8,AHMC SETON MEDICAL CENTER #410817,Emergency Department
HMN,Hmong,1,1,2,0,AHMC SETON MEDICAL CENTER #410817,Emergency Department
JPN,Japanese,3,2,2,0,AHMC SETON MEDICAL CENTER #410817,Emergency Department
KOR,Korean,0,3,1,4,AHMC SETON MEDICAL CENTER #410817,Emergency Department
MON,Mongolian,2,1,0,4,AHMC SETON MEDICAL CENTER #410817,Emergency Department
MKH,Mon-Khmer,0,1,0,0,AHMC SETON MEDICAL CENTER #410817,Emergency Department
NEP,Nepali,6,4,2,3,AHMC SETON MEDICAL CENTER #410817,Emergency Department
ZXX,No Linguistic Content,1,0,0,0,AHMC SETON MEDICAL CENTER #410817,Emergency Department
PAN,Panjabi; Punjabi,4,2,2,2,AHMC SETON MEDICAL CENTER #410817,Emergency Department
PER,Persian,0,1,1,0,AHMC SETON MEDICAL CENTER #410817,Emergency Department
POL,Polish,0,0,1,0,AHMC SETON MEDICAL CENTER #410817,Emergency Department
POR,Portuguese,38,28,19,31,AHMC SETON MEDICAL CENTER #410817,Emergency Department
RUS,Russian,17,15,9,12,AHMC SETON MEDICAL CENTER #410817,Emergency Department
SRP,Serbian,0,0,1,0,AHMC SETON MEDICAL CENTER #410817,Emergency Department
SPA,Spanish,435,482,495,480,AHMC SETON MEDICAL CENTER #410817,Emergency Department
TGL,Tagalog,197,266,250,220,AHMC SETON MEDICAL CENTER #410817,Emergency Department
TEL,Telugu,0,0,1,0,AHMC SETON MEDICAL CENTER #410817,Emergency Department
THA,Thai,0,1,1,0,AHMC SETON MEDICAL CENTER #410817,Emergency Department
TUR,Turkish,5,5,6,12,AHMC SETON MEDICAL CENTER #410817,Emergency Department
UND,Undetermined,1,1,1,0,AHMC SETON MEDICAL CENTER #410817,Emergency Department
VIE,Vietnamese,16,21,17,11,AHMC SETON MEDICAL CENTER #410817,Emergency Department
999,Unknown,0,6,4,0,AHMC SETON MEDICAL CENTER #410817,Emergency Department
AMH,Amharic,3,0,1,0,ALAMEDA HOSPITAL #010735,Emergency Department
ARA,Arabic,34,52,53,39,ALAMEDA HOSPITAL #010735,Emergency Department
BAQ,Basque,0,1,0,0,ALAMEDA HOSPITAL #010735,Emergency Department
BEN,Bengali,0,0,1,1,ALAMEDA HOSPITAL #010735,Emergency Department
BOS,Bosnian,0,3,2,6,ALAMEDA HOSPITAL #010735,Emergency Department
YUE,Cantonese; Yue Chinese,65,45,56,52,ALAMEDA HOSPITAL #010735,Emergency Department
CHI,Chinese,9,3,10,3,ALAMEDA HOSPITAL #010735,Emergency Department
HRV,Croatian,3,1,0,1,ALAMEDA HOSPITAL #010735,Emergency Department
ENG,English,3332,3361,3419,3264,ALAMEDA HOSPITAL #010735,Emergency Department
EPO,Esperanto,1,0,0,0,ALAMEDA HOSPITAL #010735,Emergency Department
PES,Farsi,18,16,13,16,ALAMEDA HOSPITAL #010735,Emergency Department
FRE,French,5,0,5,3,ALAMEDA HOSPITAL #010735,Emergency Department
CPF,French Creole,0,2,0,0,ALAMEDA HOSPITAL #010735,Emergency Department
GRE,Greek,0,1,0,0,ALAMEDA HOSPITAL #010735,Emergency Department
GUJ,Gujarati,0,0,0,2,ALAMEDA HOSPITAL #010735,Emergency Department
HIN,Hindi,3,1,1,3,ALAMEDA HOSPITAL #010735,Emergency Department
HUN,Hungarian,0,0,1,0,ALAMEDA HOSPITAL #010735,Emergency Department
IBO,Igbo,0,1,0,0,ALAMEDA HOSPITAL #010735,Emergency Department
IND,Indonesian,0,0,0,1,ALAMEDA HOSPITAL #010735,Emergency Department
ITA,Italian,1,0,0,0,ALAMEDA HOSPITAL #010735,Emergency Department
JPN,Japanese,1,1,0,2,ALAMEDA HOSPITAL #010735,Emergency Department
KOR,Korean,5,3,3,3,ALAMEDA HOSPITAL #010735,Emergency Department
LAO,Lao,1,0,2,0,ALAMEDA HOSPITAL #010735,Emergency Department
LIT,Lithuanian,1,0,0,0,ALAMEDA HOSPITAL #010735,Emergency Department
CMN,Mandarin,8,4,15,10,ALAMEDA HOSPITAL #010735,Emergency Department
IUM,Mien; lu Mien,4,2,5,1,ALAMEDA HOSPITAL #010735,Emergency Department
