AGE GROUPS,Q1 2024,Q2 2024,Q3 2024,Q4 2024,Facility,Report
40 - 49,3094,3188,3272,3093,ANTELOPE VALLEY MEDICAL CENTER #190034,Emergency Department
50 - 59,2980,2894,2937,2976,ANTELOPE VALLEY MEDICAL CENTER #190034,Emergency Department
60 - 69,2697,2708,2947,2648,ANTELOPE VALLEY MEDICAL CENTER #190034,Emergency Department
70 - 79,1418,1492,1587,1526,ANTELOPE VALLEY MEDICAL CENTER #190034,Emergency Department
80 Years +,786,851,922,868,ANTELOPE VALLEY MEDICAL CENTER #190034,Emergency Department
Under 1 Year,303,274,259,313,ARROWHEAD REGIONAL MEDICAL CENTER #364231,Emergency Department
1--9,1293,1356,1019,1342,ARROWHEAD REGIONAL MEDICAL CENTER #364231,Emergency Department
10--19,1535,1631,1481,1581,ARROWHEAD REGIONAL MEDICAL CENTER #364231,Emergency Department
20 - 29,3645,3730,3896,3726,ARROWHEAD REGIONAL MEDICAL CENTER #364231,Emergency Department
30 - 39,3927,3863,4174,3901,ARROWHEAD REGIONAL MEDICAL CENTER #364231,Emergency Department
40 - 49,2893,2952,3075,2630,ARROWHEAD REGIONAL MEDICAL CENTER #364231,Emergency Department
50 - 59,2386,2434,2618,2410,ARROWHEAD REGIONAL MEDICAL CENTER #364231,Emergency Department
60 - 69,1781,1964,1937,1947,ARROWHEAD REGIONAL MEDICAL CENTER #364231,Emergency Department
70 - 79,638,689,675,694,ARROWHEAD REGIONAL MEDICAL CENTER #364231,Emergency Department
80 Years +,261,266,286,260,ARROWHEAD REGIONAL MEDICAL CENTER #364231,Emergency Department
Under 1 Year,1482,1241,1282,1342,BAKERSFIELD MEMORIAL HOSPITAL #150722,Emergency Department
1--9,4726,4928,3790,4646,BAKERSFIELD MEMORIAL HOSPITAL #150722,Emergency Department
10--19,2393,2582,2358,2551,BAKERSFIELD MEMORIAL HOSPITAL #150722,Emergency Department
20 - 29,2854,3117,3198,2986,BAKERSFIELD MEMORIAL HOSPITAL #150722,Emergency Department
30 - 39,2814,2965,2929,2799,BAKERSFIELD MEMORIAL HOSPITAL #150722,Emergency Department
40 - 49,1821,1878,2043,1786,BAKERSFIELD MEMORIAL HOSPITAL #150722,Emergency Department
50 - 59,1565,1659,1728,1458,BAKERSFIELD MEMORIAL HOSPITAL #150722,Emergency Department
60 - 69,1534,1547,1623,1379,BAKERSFIELD MEMORIAL HOSPITAL #150722,Emergency Department
70 - 79,958,1035,1100,981,BAKERSFIELD MEMORIAL HOSPITAL #150722,Emergency Department
80 Years +,629,681,756,667,BAKERSFIELD MEMORIAL HOSPITAL #150722,Emergency Department
Under 1 Year,46,51,31,44,BANNER LASSEN MEDICAL CENTER #184008,Emergency Department
1--9,281,252,227,246,BANNER LASSEN MEDICAL CENTER #184008,Emergency Department
10--19,291,264,309,269,BANNER LASSEN MEDICAL CENTER #184008,Emergency Department
20 - 29,320,367,374,314,BANNER LASSEN MEDICAL CENTER #184008,Emergency Department
30 - 39,468,424,456,385,BANNER LASSEN MEDICAL CENTER #184008,Emergency Department
40 - 49,326,285,311,278,BANNER LASSEN MEDICAL CENTER #184008,Emergency Department
50 - 59,297,329,299,255,BANNER LASSEN MEDICAL CENTER #184008,Emergency Department
60 - 69,350,340,346,313,BANNER LASSEN MEDICAL CENTER #184008,Emergency Department
70 - 79,248,288,294,279,BANNER LASSEN MEDICAL CENTER #184008,Emergency Department
80 Years +,174,183,205,175,BANNER LASSEN MEDICAL CENTER #184008,Emergency Department
Under 1 Year,147,153,141,148,BARSTOW COMMUNITY HOSPITAL #364430,Emergency Department
1--9,853,865,804,961,BARSTOW COMMUNITY HOSPITAL #364430,Emergency Department
10--19,740,802,769,839,BARSTOW COMMUNITY HOSPITAL #364430,Emergency Department
20 - 29,995,1179,1088,1095,BARSTOW COMMUNITY HOSPITAL #364430,Emergency Department
30 - 39,1060,1272,1269,1242,BARSTOW COMMUNITY HOSPITAL #364430,Emergency Department
40 - 49,891,950,981,919,BARSTOW COMMUNITY HOSPITAL #364430,Emergency Department
50 - 59,739,819,825,759,BARSTOW COMMUNITY HOSPITAL #364430,Emergency Department
60 - 69,702,792,808,772,BARSTOW COMMUNITY HOSPITAL #364430,Emergency Department
70 - 79,362,427,387,446,BARSTOW COMMUNITY HOSPITAL #364430,Emergency Department
80 Years +,227,225,216,201,BARSTOW COMMUNITY HOSPITAL #364430,Emergency Department
Under 1 Year,61,82,61,66,BARTON MEMORIAL HOSPITAL #090793,Emergency Department
1--9,429,383,350,340,BARTON MEMORIAL HOSPITAL #090793,Emergency Department
10--19,547,500,450,445,BARTON MEMORIAL HOSPITAL #090793,Emergency Department
20 - 29,759,617,746,681,BARTON MEMORIAL HOSPITAL #090793,Emergency Department
30 - 39,878,789,916,743,BARTON MEMORIAL HOSPITAL #090793,Emergency Department
40 - 49,599,530,596,535,BARTON MEMORIAL HOSPITAL #090793,Emergency Department
50 - 59,531,510,530,450,BARTON MEMORIAL HOSPITAL #090793,Emergency Department
60 - 69,498,541,627,461,BARTON MEMORIAL HOSPITAL #090793,Emergency Department
70 - 79,330,400,526,397,BARTON MEMORIAL HOSPITAL #090793,Emergency Department
80 Years +,110,174,251,130,BARTON MEMORIAL HOSPITAL #090793,Emergency Department
Under 1 Year,35,26,32,34,BEAR VALLEY COMMUNITY HOSPITAL #361110,Emergency Department
1--9,272,202,176,284,BEAR VALLEY COMMUNITY HOSPITAL #361110,Emergency Department
10--19,499,299,276,357,BEAR VALLEY COMMUNITY HOSPITAL #361110,Emergency Department
20 - 29,686,327,309,400,BEAR VALLEY COMMUNITY HOSPITAL #361110,Emergency Department
30 - 39,514,328,352,373,BEAR VALLEY COMMUNITY HOSPITAL #361110,Emergency Department
40 - 49,335,307,324,304,BEAR VALLEY COMMUNITY HOSPITAL #361110,Emergency Department
50 - 59,280,305,302,269,BEAR VALLEY COMMUNITY HOSPITAL #361110,Emergency Department
60 - 69,340,367,364,307,BEAR VALLEY COMMUNITY HOSPITAL #361110,Emergency Department
70 - 79,250,308,326,276,BEAR VALLEY COMMUNITY HOSPITAL #361110,Emergency Department
80 Years +,123,174,182,155,BEAR VALLEY COMMUNITY HOSPITAL #361110,Emergency Department
Under 1 Year,201,170,184,222,CALIFORNIA HOSPITAL MEDICAL CENTER - LOS ANGELES #190125,Emergency Department
1--9,978,949,701,998,CALIFORNIA HOSPITAL MEDICAL CENTER - LOS ANGELES #190125,Emergency Department
10--19,1239,1375,1328,1333,CALIFORNIA HOSPITAL MEDICAL CENTER - LOS ANGELES #190125,Emergency Department
20 - 29,3068,3263,3421,3264,CALIFORNIA HOSPITAL MEDICAL CENTER - LOS ANGELES #190125,Emergency Department
30 - 39,3144,3252,3526,3578,CALIFORNIA HOSPITAL MEDICAL CENTER - LOS ANGELES #190125,Emergency Department
40 - 49,2336,2436,2580,2355,CALIFORNIA HOSPITAL MEDICAL CENTER - LOS ANGELES #190125,Emergency Department
50 - 59,1965,2138,2254,2027,CALIFORNIA HOSPITAL MEDICAL CENTER - LOS ANGELES #190125,Emergency Department
60 - 69,1448,1530,1557,1451,CALIFORNIA HOSPITAL MEDICAL CENTER - LOS ANGELES #190125,Emergency Department
70 - 79,583,603,662,560,CALIFORNIA HOSPITAL MEDICAL CENTER - LOS ANGELES #190125,Emergency Department
80 Years +,174,245,222,239,CALIFORNIA HOSPITAL MEDICAL CENTER - LOS ANGELES #190125,Emergency Department
Under 1 Year,4,1,2,5,CALIFORNIA PACIFIC MEDICAL CENTER - DAVIES CAMPUS HOSPITAL #380933,Emergency Department
-,2,0,0,1,CALIFORNIA PACIFIC MEDICAL CENTER - DAVIES CAMPUS HOSPITAL #380933,Emergency Department
1--9,16,16,18,24,CALIFORNIA PACIFIC MEDICAL CENTER - DAVIES CAMPUS HOSPITAL #380933,Emergency Department
10--19,59,52,52,49,CALIFORNIA PACIFIC MEDICAL CENTER - DAVIES CAMPUS HOSPITAL #380933,Emergency Department
20 - 29,353,353,375,337,CALIFORNIA PACIFIC MEDICAL CENTER - DAVIES CAMPUS HOSPITAL #380933,Emergency Department
30 - 39,536,510,477,500,CALIFORNIA PACIFIC MEDICAL CENTER - DAVIES CAMPUS HOSPITAL #380933,Emergency Department
40 - 49,398,405,387,434,CALIFORNIA PACIFIC MEDICAL CENTER - DAVIES CAMPUS HOSPITAL #380933,Emergency Department
50 - 59,410,405,414,414,CALIFORNIA PACIFIC MEDICAL CENTER - DAVIES CAMPUS HOSPITAL #380933,Emergency Department
60 - 69,437,401,416,391,CALIFORNIA PACIFIC MEDICAL CENTER - DAVIES CAMPUS HOSPITAL #380933,Emergency Department
70 - 79,341,354,365,364,CALIFORNIA PACIFIC MEDICAL CENTER - DAVIES CAMPUS HOSPITAL #380933,Emergency Department
80 Years +,269,269,291,299,CALIFORNIA PACIFIC MEDICAL CENTER - DAVIES CAMPUS HOSPITAL #380933,Emergency Department
Under 1 Year,29,28,22,30,CALIFORNIA PACIFIC MEDICAL CENTER - MISSION BERNAL CAMPUS #384202,Emergency Department
-,0,2,0,6,CALIFORNIA PACIFIC MEDICAL CENTER - MISSION BERNAL CAMPUS #384202,Emergency Department
1--9,233,192,131,195,CALIFORNIA PACIFIC MEDICAL CENTER - MISSION BERNAL CAMPUS #384202,Emergency Department
10--19,256,241,248,261,CALIFORNIA PACIFIC MEDICAL CENTER - MISSION BERNAL CAMPUS #384202,Emergency Department
20 - 29,633,678,733,661,CALIFORNIA PACIFIC MEDICAL CENTER - MISSION BERNAL CAMPUS #384202,Emergency Department
30 - 39,892,849,949,887,CALIFORNIA PACIFIC MEDICAL CENTER - MISSION BERNAL CAMPUS #384202,Emergency Department
40 - 49,780,737,810,800,CALIFORNIA PACIFIC MEDICAL CENTER - MISSION BERNAL CAMPUS #384202,Emergency Department
50 - 59,645,617,647,661,CALIFORNIA PACIFIC MEDICAL CENTER - MISSION BERNAL CAMPUS #384202,Emergency Department
60 - 69,575,597,613,693,CALIFORNIA PACIFIC MEDICAL CENTER - MISSION BERNAL CAMPUS #384202,Emergency Department
70 - 79,479,455,539,469,CALIFORNIA PACIFIC MEDICAL CENTER - MISSION BERNAL CAMPUS #384202,Emergency Department
80 Years +,346,406,370,433,CALIFORNIA PACIFIC MEDICAL CENTER - MISSION BERNAL CAMPUS #384202,Emergency Department
Under 1 Year,195,163,141,189,CALIFORNIA PACIFIC MEDICAL CENTER - VAN NESS CAMPUS #384176,Emergency Department
-,2,4,1,6,CALIFORNIA PACIFIC MEDICAL CENTER - VAN NESS CAMPUS #384176,Emergency Department
1--9,921,811,663,889,CALIFORNIA PACIFIC MEDICAL CENTER - VAN NESS CAMPUS #384176,Emergency Department
10--19,487,441,419,475,CALIFORNIA PACIFIC MEDICAL CENTER - VAN NESS CAMPUS #384176,Emergency Department
20 - 29,915,949,906,1026,CALIFORNIA PACIFIC MEDICAL CENTER - VAN NESS CAMPUS #384176,Emergency Department
30 - 39,1414,1367,1438,1531,CALIFORNIA PACIFIC MEDICAL CENTER - VAN NESS CAMPUS #384176,Emergency Department
40 - 49,1002,1006,1157,1218,CALIFORNIA PACIFIC MEDICAL CENTER - VAN NESS CAMPUS #384176,Emergency Department
50 - 59,818,820,886,959,CALIFORNIA PACIFIC MEDICAL CENTER - VAN NESS CAMPUS #384176,Emergency Department
60 - 69,785,857,984,951,CALIFORNIA PACIFIC MEDICAL CENTER - VAN NESS CAMPUS #384176,Emergency Department
70 - 79,731,778,785,777,CALIFORNIA PACIFIC MEDICAL CENTER - VAN NESS CAMPUS #384176,Emergency Department
80 Years +,633,717,674,686,CALIFORNIA PACIFIC MEDICAL CENTER - VAN NESS CAMPUS #384176,Emergency Department
Under 1 Year,44,54,56,45,CEDARS-SINAI MARINA HOSPITAL #190500,Emergency Department
-,13,10,0,10,CEDARS-SINAI MARINA HOSPITAL #190500,Emergency Department
1--9,434,461,337,511,CEDARS-SINAI MARINA HOSPITAL #190500,Emergency Department
10--19,567,536,573,626,CEDARS-SINAI MARINA HOSPITAL #190500,Emergency Department
20 - 29,1508,1494,1546,1539,CEDARS-SINAI MARINA HOSPITAL #190500,Emergency Department
30 - 39,1791,1738,1884,1790,CEDARS-SINAI MARINA HOSPITAL #190500,Emergency Department
40 - 49,1220,1256,1184,1183,CEDARS-SINAI MARINA HOSPITAL #190500,Emergency Department
50 - 59,1095,1083,1103,1101,CEDARS-SINAI MARINA HOSPITAL #190500,Emergency Department
60 - 69,927,956,952,975,CEDARS-SINAI MARINA HOSPITAL #190500,Emergency Department
70 - 79,635,656,715,703,CEDARS-SINAI MARINA HOSPITAL #190500,Emergency Department
80 Years +,491,553,540,556,CEDARS-SINAI MARINA HOSPITAL #190500,Emergency Department
Under 1 Year,128,138,128,162,CEDARS-SINAI MEDICAL CENTER #190555,Emergency Department
-,19,27,8,14,CEDARS-SINAI MEDICAL CENTER #190555,Emergency Department
1--9,541,499,428,568,CEDARS-SINAI MEDICAL CENTER #190555,Emergency Department
10--19,493,493,597,534,CEDARS-SINAI MEDICAL CENTER #190555,Emergency Department
20 - 29,2099,2124,2319,2274,CEDARS-SINAI MEDICAL CENTER #190555,Emergency Department
30 - 39,2551,2762,2961,2975,CEDARS-SINAI MEDICAL CENTER #190555,Emergency Department
40 - 49,1889,2036,2020,2126,CEDARS-SINAI MEDICAL CENTER #190555,Emergency Department
50 - 59,1663,1723,1888,1846,CEDARS-SINAI MEDICAL CENTER #190555,Emergency Department
60 - 69,1578,1646,1704,1797,CEDARS-SINAI MEDICAL CENTER #190555,Emergency Department
70 - 79,1206,1389,1357,1439,CEDARS-SINAI MEDICAL CENTER #190555,Emergency Department
80 Years +,880,961,976,1052,CEDARS-SINAI MEDICAL CENTER #190555,Emergency Department
Under 1 Year,84,84,96,73,CENTINELA HOSPITAL MEDICAL CENTER #190148,Emergency Department
1--9,541,600,493,696,CENTINELA HOSPITAL MEDICAL CENTER #190148,Emergency Department
10--19,674,710,717,801,CENTINELA HOSPITAL MEDICAL CENTER #190148,Emergency Department
20 - 29,1668,1690,1928,1761,CENTINELA HOSPITAL MEDICAL CENTER #190148,Emergency Department
30 - 39,1662,1834,1952,1916,CENTINELA HOSPITAL MEDICAL CENTER #190148,Emergency Department
40 - 49,1210,1409,1405,1373,CENTINELA HOSPITAL MEDICAL CENTER #190148,Emergency Department
50 - 59,1132,1143,1195,1153,CENTINELA HOSPITAL MEDICAL CENTER #190148,Emergency Department
60 - 69,1039,1089,1116,1083,CENTINELA HOSPITAL MEDICAL CENTER #190148,Emergency Department
70 - 79,496,479,524,510,CENTINELA HOSPITAL MEDICAL CENTER #190148,Emergency Department
80 Years +,314,304,303,295,CENTINELA HOSPITAL MEDICAL CENTER #190148,Emergency Department
Under 1 Year,1,5,2,2,CHAPMAN GLOBAL MEDICAL CENTER #301140,Emergency Department
1--9,30,25,23,35,CHAPMAN GLOBAL MEDICAL CENTER #301140,Emergency Department
10--19,107,101,109,108,CHAPMAN GLOBAL MEDICAL CENTER #301140,Emergency Department
20 - 29,203,254,191,211,CHAPMAN GLOBAL MEDICAL CENTER #301140,Emergency Department
30 - 39,189,202,197,197,CHAPMAN GLOBAL MEDICAL CENTER #301140,Emergency Department
40 - 49,156,151,170,153,CHAPMAN GLOBAL MEDICAL CENTER #301140,Emergency Department
50 - 59,173,154,171,149,CHAPMAN GLOBAL MEDICAL CENTER #301140,Emergency Department
60 - 69,115,140,150,132,CHAPMAN GLOBAL MEDICAL CENTER #301140,Emergency Department
70 - 79,75,73,70,70,CHAPMAN GLOBAL MEDICAL CENTER #301140,Emergency Department
80 Years +,44,57,57,58,CHAPMAN GLOBAL MEDICAL CENTER #301140,Emergency Department
Under 1 Year,347,294,335,331,CHILDREN'S HOSPITAL AT MISSION #304113,Emergency Department
1--9,1448,1406,1367,1769,CHILDREN'S HOSPITAL AT MISSION #304113,Emergency Department
10--19,1040,1101,1180,1230,CHILDREN'S HOSPITAL AT MISSION #304113,Emergency Department
20 - 29,0,0,0,1,CHILDREN'S HOSPITAL AT MISSION #304113,Emergency Department
Under 1 Year,2356,2205,2289,2426,CHILDREN'S HOSPITAL OF LOS ANGELES #190170,Emergency Department
1--9,11595,11216,9379,12042,CHILDREN'S HOSPITAL OF LOS ANGELES #190170,Emergency Department
10--19,5151,5214,5096,5476,CHILDREN'S HOSPITAL OF LOS ANGELES #190170,Emergency Department
20 - 29,198,206,275,201,CHILDREN'S HOSPITAL OF LOS ANGELES #190170,Emergency Department
30 - 39,37,37,48,33,CHILDREN'S HOSPITAL OF LOS ANGELES #190170,Emergency Department
40 - 49,23,15,23,21,CHILDREN'S HOSPITAL OF LOS ANGELES #190170,Emergency Department
50 - 59,9,11,16,3,CHILDREN'S HOSPITAL OF LOS ANGELES #190170,Emergency Department
60 - 69,3,5,6,9,CHILDREN'S HOSPITAL OF LOS ANGELES #190170,Emergency Department
70 - 79,0,1,4,2,CHILDREN'S HOSPITAL OF LOS ANGELES #190170,Emergency Department
80 Years +,3,0,1,3,CHILDREN'S HOSPITAL OF LOS ANGELES #190170,Emergency Department
Under 1 Year,3383,3168,3030,3671,CHILDREN'S HOSPITAL OF ORANGE COUNTY #300032,Emergency Department
1--9,15187,14023,12041,15847,CHILDREN'S HOSPITAL OF ORANGE COUNTY #300032,Emergency Department
10--19,7955,7753,7459,8553,CHILDREN'S HOSPITAL OF ORANGE COUNTY #300032,Emergency Department
20 - 29,233,254,233,239,CHILDREN'S HOSPITAL OF ORANGE COUNTY #300032,Emergency Department
30 - 39,62,55,66,69,CHILDREN'S HOSPITAL OF ORANGE COUNTY #300032,Emergency Department
40 - 49,27,40,25,33,CHILDREN'S HOSPITAL OF ORANGE COUNTY #300032,Emergency Department
50 - 59,26,18,16,21,CHILDREN'S HOSPITAL OF ORANGE COUNTY #300032,Emergency Department
60 - 69,17,16,21,14,CHILDREN'S HOSPITAL OF ORANGE COUNTY #300032,Emergency Department
70 - 79,8,5,5,4,CHILDREN'S HOSPITAL OF ORANGE COUNTY #300032,Emergency Department
80 Years +,2,3,5,1,CHILDREN'S HOSPITAL OF ORANGE COUNTY #300032,Emergency Department
Under 1 Year,0,1,0,0,CHINESE HOSPITAL #382715,Emergency Department
1--9,8,7,15,12,CHINESE HOSPITAL #382715,Emergency Department
10--19,37,40,28,34,CHINESE HOSPITAL #382715,Emergency Department
20 - 29,92,83,83,85,CHINESE HOSPITAL #382715,Emergency Department
30 - 39,130,98,101,102,CHINESE HOSPITAL #382715,Emergency Department
40 - 49,114,105,87,118,CHINESE HOSPITAL #382715,Emergency Department
50 - 59,156,156,163,157,CHINESE HOSPITAL #382715,Emergency Department
60 - 69,245,320,271,281,CHINESE HOSPITAL #382715,Emergency Department
70 - 79,346,402,363,422,CHINESE HOSPITAL #382715,Emergency Department
80 Years +,420,403,423,394,CHINESE HOSPITAL #382715,Emergency Department
Under 1 Year,116,102,78,115,CHINO VALLEY MEDICAL CENTER #361144,Emergency Department
1--9,985,971,797,1000,CHINO VALLEY MEDICAL CENTER #361144,Emergency Department
10--19,1161,1137,1096,1190,CHINO VALLEY MEDICAL CENTER #361144,Emergency Department
20 - 29,1495,1571,1520,1565,CHINO VALLEY MEDICAL CENTER #361144,Emergency Department
30 - 39,1485,1522,1591,1455,CHINO VALLEY MEDICAL CENTER #361144,Emergency Department
40 - 49,1172,1215,1254,1160,CHINO VALLEY MEDICAL CENTER #361144,Emergency Department
50 - 59,1012,968,1046,964,CHINO VALLEY MEDICAL CENTER #361144,Emergency Department
60 - 69,703,721,806,728,CHINO VALLEY MEDICAL CENTER #361144,Emergency Department
70 - 79,402,442,503,441,CHINO VALLEY MEDICAL CENTER #361144,Emergency Department
80 Years +,221,253,296,247,CHINO VALLEY MEDICAL CENTER #361144,Emergency Department
Under 1 Year,92,102,96,112,CLOVIS COMMUNITY MEDICAL CENTER #100005,Emergency Department
1--9,634,648,539,651,CLOVIS COMMUNITY MEDICAL CENTER #100005,Emergency Department
10--19,1105,1280,1227,1251,CLOVIS COMMUNITY MEDICAL CENTER #100005,Emergency Department
20 - 29,2881,3166,3222,3260,CLOVIS COMMUNITY MEDICAL CENTER #100005,Emergency Department
30 - 39,2889,3160,3321,3165,CLOVIS COMMUNITY MEDICAL CENTER #100005,Emergency Department
40 - 49,2407,2634,2561,2482,CLOVIS COMMUNITY MEDICAL CENTER #100005,Emergency Department
50 - 59,1826,2066,2217,2164,CLOVIS COMMUNITY MEDICAL CENTER #100005,Emergency Department
60 - 69,1794,1948,2003,1910,CLOVIS COMMUNITY MEDICAL CENTER #100005,Emergency Department
70 - 79,1388,1525,1554,1531,CLOVIS COMMUNITY MEDICAL CENTER #100005,Emergency Department
80 Years +,1075,1027,1094,1123,CLOVIS COMMUNITY MEDICAL CENTER #100005,Emergency Department
Under 1 Year,7,7,10,9,COAST PLAZA HOSPITAL #190766,Emergency Department
1--9,131,99,102,134,COAST PLAZA HOSPITAL #190766,Emergency Department
10--19,235,238,190,248,COAST PLAZA HOSPITAL #190766,Emergency Department
20 - 29,324,308,317,361,COAST PLAZA HOSPITAL #190766,Emergency Department
30 - 39,344,366,390,367,COAST PLAZA HOSPITAL #190766,Emergency Department
40 - 49,303,329,320,359,COAST PLAZA HOSPITAL #190766,Emergency Department
50 - 59,250,277,279,274,COAST PLAZA HOSPITAL #190766,Emergency Department
60 - 69,242,267,257,294,COAST PLAZA HOSPITAL #190766,Emergency Department
70 - 79,169,159,169,167,COAST PLAZA HOSPITAL #190766,Emergency Department
80 Years +,106,124,106,120,COAST PLAZA HOSPITAL #190766,Emergency Department
Under 1 Year,1,1,2,1,COLLEGE MEDICAL CENTER #190587,Emergency Department
1--9,10,18,14,27,COLLEGE MEDICAL CENTER #190587,Emergency Department
10--19,58,53,59,99,COLLEGE MEDICAL CENTER #190587,Emergency Department
20 - 29,191,210,217,205,COLLEGE MEDICAL CENTER #190587,Emergency Department
30 - 39,268,305,288,338,COLLEGE MEDICAL CENTER #190587,Emergency Department
40 - 49,262,243,238,293,COLLEGE MEDICAL CENTER #190587,Emergency Department
50 - 59,221,219,228,220,COLLEGE MEDICAL CENTER #190587,Emergency Department
60 - 69,165,156,198,211,COLLEGE MEDICAL CENTER #190587,Emergency Department
70 - 79,90,108,105,112,COLLEGE MEDICAL CENTER #190587,Emergency Department
80 Years +,76,55,68,71,COLLEGE MEDICAL CENTER #190587,Emergency Department
Under 1 Year,12,11,4,1,COLORADO RIVER MEDICAL CENTER #361458,Emergency Department
1--9,95,98,60,87,COLORADO RIVER MEDICAL CENTER #361458,Emergency Department
10--19,96,119,111,125,COLORADO RIVER MEDICAL CENTER #361458,Emergency Department
20 - 29,103,113,115,103,COLORADO RIVER MEDICAL CENTER #361458,Emergency Department
30 - 39,159,173,175,156,COLORADO RIVER MEDICAL CENTER #361458,Emergency Department
40 - 49,140,150,150,136,COLORADO RIVER MEDICAL CENTER #361458,Emergency Department
50 - 59,163,146,159,167,COLORADO RIVER MEDICAL CENTER #361458,Emergency Department
60 - 69,195,219,243,200,COLORADO RIVER MEDICAL CENTER #361458,Emergency Department
70 - 79,92,90,105,89,COLORADO RIVER MEDICAL CENTER #361458,Emergency Department
80 Years +,60,44,54,58,COLORADO RIVER MEDICAL CENTER #361458,Emergency Department
